"co_procedimento";"co_registro"
"0202070212";"01"
"0202070212";"02"
"0202070212";"05"
"0202070220";"01"
"0202070220";"02"
"0202070220";"05"
"0202070239";"01"
"0202070239";"02"
"0202070239";"05"
"0202070247";"01"
"0202070247";"02"
"0202070247";"05"
"0202070255";"01"
"0202070255";"02"
"0202070255";"05"
"0202070263";"01"
"0202070263";"02"
"0202070263";"05"
"0202070271";"01"
"0202070271";"02"
"0202070271";"05"
"0202070280";"01"
"0202070280";"02"
"0202070280";"05"
"0202070298";"01"
"0202070298";"02"
"0202070298";"05"
"0202070301";"01"
"0202070301";"02"
"0202070301";"05"
"0202070310";"01"
"0202070310";"02"
"0202070310";"05"
"0202070328";"01"
"0202070328";"02"
"0202070328";"05"
"0202070336";"01"
"0202070336";"02"
"0202070336";"05"
"0202070344";"01"
"0202070344";"02"
"0202070344";"05"
"0202070352";"01"
"0202070352";"02"
"0202070352";"05"
"0202080013";"01"
"0202080013";"02"
"0202080013";"05"
"0202080021";"01"
"0202080021";"02"
"0202080021";"05"
"0202080030";"01"
"0202080030";"02"
"0202080030";"05"
"0202080048";"01"
"0202080048";"02"
"0202080048";"05"
"0202080056";"01"
"0202080056";"02"
"0202080056";"05"
"0202080064";"01"
"0202080064";"02"
"0202080064";"05"
"0202080072";"01"
"0202080072";"02"
"0202080072";"05"
"0202080072";"07"
"0202080080";"01"
"0202080080";"02"
"0202080080";"05"
"0202080080";"07"
"0202080099";"01"
"0202080099";"02"
"0202080099";"05"
"0202080102";"01"
"0202080102";"02"
"0202080102";"05"
"0202080110";"01"
"0202080110";"02"
"0202080110";"05"
"0202080129";"01"
"0202080129";"02"
"0202080129";"05"
"0202080137";"01"
"0202080137";"02"
"0202080137";"05"
"0202080145";"01"
"0202080145";"02"
"0202080145";"05"
"0202080153";"01"
"0202080153";"02"
"0202080153";"05"
"0202080153";"07"
"0202080161";"01"
"0202080161";"02"
"0202080161";"05"
"0202080170";"01"
"0202080170";"02"
"0202080170";"05"
"0202080188";"01"
"0202080188";"02"
"0202080188";"05"
"0202080196";"01"
"0202080196";"02"
"0202080196";"05"
"0202080200";"01"
"0202080200";"02"
"0202080200";"05"
"0202080218";"01"
"0202080218";"02"
"0202080218";"05"
"0202080226";"01"
"0202080226";"02"
"0202080226";"05"
"0202080234";"01"
"0202080234";"02"
"0202080234";"05"
"0202080242";"01"
"0202080242";"02"
"0202090019";"01"
"0202090019";"02"
"0202090019";"05"
"0202090027";"01"
"0202090027";"02"
"0202090027";"05"
"0202090035";"01"
"0202090035";"02"
"0202090035";"05"
"0202090043";"01"
"0202090043";"02"
"0202090043";"05"
"0202090051";"01"
"0202090051";"02"
"0202090051";"05"
"0202090060";"01"
"0202090060";"02"
"0202090060";"05"
"0202090078";"01"
"0202090078";"02"
"0202090078";"05"
"0202090086";"01"
"0202090086";"02"
"0202090086";"05"
"0202090094";"01"
"0202090094";"02"
"0202090094";"05"
"0202090108";"01"
"0202090108";"02"
"0202090108";"05"
"0202090116";"01"
"0202090116";"02"
"0202090124";"01"
"0202090124";"02"
"0202090124";"05"
"0202090132";"01"
"0202090132";"02"
"0202090132";"05"
"0202090140";"05"
"0202090159";"01"
"0202090159";"02"
"0202090159";"05"
"0202090167";"01"
"0202090167";"02"
"0202090167";"05"
"0202090175";"01"
"0202090175";"02"
"0202090175";"05"
"0202090183";"01"
"0202090183";"02"
"0202090183";"05"
"0202090183";"07"
"0202090191";"01"
"0202090191";"02"
"0202090191";"05"
"0202090213";"01"
"0202090213";"02"
"0202090213";"05"
"0202090221";"01"
"0202090221";"02"
"0202090221";"05"
"0202090230";"01"
"0202090230";"02"
"0202090230";"05"
"0202090248";"01"
"0202090248";"02"
"0202090248";"05"
"0202090256";"01"
"0202090256";"02"
"0202090256";"05"
"0202090264";"01"
"0202090264";"02"
"0202090264";"05"
"0202090272";"01"
"0202090272";"02"
"0202090272";"05"
"0202090280";"01"
"0202090280";"02"
"0202090280";"05"
"0202090299";"01"
"0202090299";"02"
"0202090299";"05"
"0202090302";"01"
"0202090302";"02"
"0202090302";"05"
"0202090310";"01"
"0202090310";"02"
"0202090310";"05"
"0202090329";"01"
"0202090329";"02"
"0202090329";"05"
"0202090337";"01"
"0202090337";"02"
"0202090337";"05"
"0202090345";"01"
"0202090345";"02"
"0202090345";"05"
"0202090353";"01"
"0202090353";"02"
"0202090353";"05"
"0202100014";"02"
"0202100014";"04"
"0202100022";"02"
"0202100022";"04"
"0202100030";"02"
"0202100030";"04"
"0202100049";"02"
"0202100049";"04"
"0202100057";"07"
"0202100065";"07"
"0202100073";"07"
"0202100081";"07"
"0202100090";"07"
"0202100103";"07"
"0202100111";"07"
"0202100120";"07"
"0202100138";"07"
"0202100146";"07"
"0202100154";"07"
"0202100162";"07"
"0202100170";"07"
"0202100189";"07"
"0202100197";"07"
"0202110010";"01"
"0202110010";"02"
"0202110028";"02"
"0202110036";"02"
"0202110044";"01"
"0202110044";"02"
"0202110052";"01"
"0202110052";"02"
"0202110060";"01"
"0202110060";"02"
"0202110079";"01"
"0202110079";"02"
"0202110087";"01"
"0202110087";"02"
"0202110095";"01"
"0202110095";"02"
"0202110109";"01"
"0202110109";"02"
"0202110117";"02"
"0202110125";"02"
"0202110133";"02"
"0202110141";"02"
"0202120015";"01"
"0202120015";"02"
"0202120015";"05"
"0202120023";"01"
"0202120023";"02"
"0202120023";"05"
"0202120031";"01"
"0202120031";"02"
"0202120031";"05"
"0202120040";"01"
"0202120040";"02"
"0202120040";"05"
"0202120058";"01"
"0202120058";"02"
"0202120058";"05"
"0202120066";"01"
"0202120066";"02"
"0202120066";"05"
"0202120074";"01"
"0202120074";"02"
"0202120074";"05"
"0202120082";"01"
"0202120082";"02"
"0202120082";"05"
"0202120090";"01"
"0202120090";"02"
"0202120090";"05"
"0202120104";"01"
"0202120104";"02"
"0202120104";"05"
"0203010019";"02"
"0203010027";"02"
"0203010027";"04"
"0203010035";"02"
"0203010035";"04"
"0203010043";"02"
"0203010078";"02"
"0203010086";"02"
"0203020014";"02"
"0203020022";"02"
"0203020022";"04"
"0203020030";"02"
"0203020030";"04"
"0203020049";"02"
"0203020049";"04"
"0203020057";"05"
"0203020065";"02"
"0203020073";"02"
"0203020081";"02"
"0204010012";"01"
"0204010012";"02"
"0204010012";"05"
"0204010020";"01"
"0204010020";"02"
"0204010020";"05"
"0204010039";"01"
"0204010039";"02"
"0204010039";"05"
"0204010047";"01"
"0204010047";"02"
"0204010047";"05"
"0204010055";"01"
"0204010055";"02"
"0204010055";"05"
"0204010063";"01"
"0204010063";"02"
"0204010063";"05"
"0204010071";"01"
"0204010071";"02"
"0204010071";"05"
"0204010080";"01"
"0204010080";"02"
"0204010080";"05"
"0204010098";"01"
"0204010098";"02"
"0204010098";"05"
"0204010101";"01"
"0204010101";"02"
"0204010101";"05"
"0204010110";"01"
"0204010110";"02"
"0204010110";"05"
"0204010128";"01"
"0204010128";"02"
"0204010128";"05"
"0204010136";"01"
"0204010136";"02"
"0204010136";"05"
"0204010144";"01"
"0204010144";"02"
"0204010144";"05"
"0204010152";"01"
"0204010152";"02"
"0204010152";"05"
"0204010160";"01"
"0204010160";"02"
"0204010160";"05"
"0204010179";"01"
"0204010179";"02"
"0204010179";"05"
"0204010187";"01"
"0204010187";"02"
"0204010187";"05"
"0204010195";"01"
"0204010195";"02"
"0204010195";"05"
"0204010209";"01"
"0204010209";"02"
"0204010209";"05"
"0204020018";"02"
"0204020018";"04"
"0204020026";"01"
"0204020026";"02"
"0204020026";"05"
"0204020034";"01"
"0204020034";"02"
"0204020034";"05"
"0204020042";"01"
"0204020042";"02"
"0204020042";"05"
"0204020050";"01"
"0204020050";"02"
"0204020050";"05"
"0204020069";"01"
"0204020069";"02"
"0204020069";"05"
"0204020077";"01"
"0204020077";"02"
"0204020077";"05"
"0204020085";"01"
"0204020085";"02"
"0204020085";"05"
"0204020093";"01"
"0204020093";"02"
"0204020093";"05"
"0204020107";"01"
"0204020107";"02"
"0204020107";"05"
"0204020115";"01"
"0204020115";"02"
"0204020115";"05"
"0204020123";"01"
"0204020123";"02"
"0204020123";"05"
"0204020131";"01"
"0204020131";"02"
"0204020131";"05"
"0204030013";"02"
"0204030013";"04"
"0204030021";"01"
"0204030021";"02"
"0204030021";"05"
"0204030030";"02"
"0204030048";"02"
"0204030048";"04"
"0204030056";"01"
"0204030056";"02"
"0204030056";"05"
"0204030064";"01"
"0204030064";"02"
"0204030064";"05"
"0204030072";"01"
"0204030072";"02"
"0204030072";"05"
"0204030080";"01"
"0204030080";"02"
"0204030080";"05"
"0204030099";"01"
"0204030099";"02"
"0204030099";"05"
"0204030102";"01"
"0204030102";"02"
"0204030102";"05"
"0204030110";"01"
"0204030110";"02"
"0204030110";"05"
"0204030129";"01"
"0204030129";"02"
"0204030129";"05"
"0204030137";"01"
"0204030137";"02"
"0204030137";"05"
"0204030145";"01"
"0204030145";"02"
"0204030145";"05"
"0204030153";"01"
"0204030153";"02"
"0204030153";"05"
"0204030153";"07"
"0204030161";"02"
"0204030170";"01"
"0204030170";"02"
"0204030170";"05"
"0204030188";"02"
"0204040019";"01"
"0204040019";"02"
"0204040019";"05"
"0204040027";"01"
"0204040027";"02"
"0204040027";"05"
"0204040035";"01"
"0204040035";"02"
"0204040035";"05"
"0204040043";"01"
"0204040043";"02"
"0204040043";"05"
"0204040051";"01"
"0204040051";"02"
"0204040051";"05"
"0204040060";"01"
"0204040060";"02"
"0204040060";"05"
"0204040078";"01"
"0204040078";"02"
"0204040078";"05"
"0204040086";"01"
"0204040086";"02"
"0204040086";"05"
"0204040094";"01"
"0204040094";"02"
"0204040094";"05"
"0204040108";"01"
"0204040108";"02"
"0204040108";"05"
"0204040116";"01"
"0204040116";"02"
"0204040116";"05"
"0204040124";"01"
"0204040124";"02"
"0204040124";"05"
"0204050014";"01"
"0204050014";"02"
"0204050014";"05"
"0204050022";"01"
"0204050022";"02"
"0204050022";"05"
"0204050030";"01"
"0204050030";"02"
"0204050030";"05"
"0204050049";"01"
"0204050049";"02"
"0204050049";"05"
"0204050057";"01"
"0204050057";"02"
"0204050057";"05"
"0204050065";"01"
"0204050065";"02"
"0204050065";"05"
"0204050073";"01"
"0204050073";"02"
"0204050073";"05"
"0204050081";"01"
"0204050081";"02"
"0204050081";"05"
"0204050090";"05"
"0204050103";"01"
"0204050103";"02"
"0204050103";"05"
"0204050111";"01"
"0204050111";"02"
"0204050111";"05"
"0204050120";"01"
"0204050120";"02"
"0204050120";"05"
"0204050138";"01"
"0204050138";"02"
"0204050138";"05"
"0204050146";"01"
"0204050146";"02"
"0204050146";"05"
"0204050154";"01"
"0204050154";"02"
"0204050154";"05"
"0204050162";"01"
"0204050162";"02"
"0204050162";"05"
"0204050170";"01"
"0204050170";"02"
"0204050170";"05"
"0204050189";"01"
"0204050189";"02"
"0204050189";"05"
"0204060010";"01"
"0204060010";"02"
"0204060010";"05"
"0204060028";"02"
"0204060028";"05"
"0204060036";"01"
"0204060036";"02"
"0204060036";"05"
"0204060044";"01"
"0204060044";"02"
"0204060044";"05"
"0204060052";"01"
"0204060052";"02"
"0204060060";"01"
"0204060060";"02"
"0204060060";"05"
"0204060079";"01"
"0204060079";"02"
"0204060079";"05"
"0204060087";"01"
"0204060087";"02"
"0204060087";"05"
"0204060095";"01"
"0204060095";"02"
"0204060095";"05"
"0204060109";"01"
"0204060109";"02"
"0204060109";"05"
"0204060117";"01"
"0204060117";"02"
"0204060117";"05"
"0204060125";"01"
"0204060125";"02"
"0204060125";"05"
"0204060133";"01"
"0204060133";"02"
"0204060133";"05"
"0204060141";"01"
"0204060141";"02"
"0204060141";"05"
"0204060150";"01"
"0204060150";"02"
"0204060150";"05"
"0204060168";"01"
"0204060168";"02"
"0204060168";"05"
"0204060176";"01"
"0204060176";"02"
"0204060176";"05"
"0205010016";"02"
"0205010016";"04"
"0205010024";"02"
"0205010024";"04"
"0205010032";"02"
"0205010032";"04"
"0205010032";"07"
"0205010040";"02"
"0205010040";"04"
"0205010059";"01"
"0205010059";"02"
"0205010059";"04"
"0205020011";"02"
"0205020011";"04"
"0205020020";"02"
"0205020038";"02"
"0205020038";"04"
"0205020046";"02"
"0205020046";"04"
"0205020046";"07"
"0205020054";"02"
"0205020054";"04"
"0205020054";"07"
"0205020062";"01"
"0205020062";"02"
"0205020062";"04"
"0205020070";"02"
"0205020070";"04"
"0205020089";"02"
"0205020089";"04"
"0205020097";"02"
"0205020097";"04"
"0205020100";"01"
"0205020100";"02"
"0205020100";"04"
"0205020119";"02"
"0205020119";"04"
"0205020127";"02"
"0205020127";"04"
"0205020135";"02"
"0205020135";"04"
"0205020143";"02"
"0205020143";"04"
"0205020151";"01"
"0205020151";"02"
"0205020151";"04"
"0205020160";"02"
"0205020160";"04"
"0205020178";"02"
"0205020178";"04"
"0205020186";"01"
"0205020186";"02"
"0205020186";"04"
"0205020194";"02"
"0205020194";"04"
"0206010010";"02"
"0206010010";"04"
"0206010028";"02"
"0206010028";"04"
"0206010036";"02"
"0206010036";"04"
"0206010044";"02"
"0206010044";"04"
"0206010052";"02"
"0206010052";"04"
"0206010060";"02"
"0206010060";"04"
"0206010079";"02"
"0206010079";"04"
"0206010087";"02"
"0206010087";"04"
"0206010095";"06"
"0206020015";"02"
"0206020015";"04"
"0206020023";"02"
"0206020023";"04"
"0206020031";"02"
"0206020031";"04"
"0206020040";"04"
"0206030010";"02"
"0206030010";"04"
"0206030029";"02"
"0206030029";"04"
"0206030037";"02"
"0206030037";"04"
"0207010013";"02"
"0207010013";"04"
"0207010021";"02"
"0207010021";"04"
"0207010030";"02"
"0207010030";"04"
"0207010048";"02"
"0207010048";"04"
"0207010056";"02"
"0207010056";"04"
"0207010064";"02"
"0207010064";"04"
"0207010072";"02"
"0207010072";"04"
"0207020019";"02"
"0207020019";"04"
"0207020027";"02"
"0207020027";"04"
"0207020035";"02"
"0207020035";"04"
"0207030014";"02"
"0207030014";"04"
"0207030022";"02"
"0207030022";"04"
"0207030030";"02"
"0207030030";"04"
"0207030049";"02"
"0207030049";"04"
"0208010017";"02"
"0208010017";"04"
"0208010025";"02"
"0208010025";"04"
"0208010033";"02"
"0208010033";"04"
"0208010041";"02"
"0208010041";"04"
"0208010050";"02"
"0208010050";"04"
"0208010068";"02"
"0208010068";"04"
"0208010076";"02"
"0208010076";"04"
"0208010084";"02"
"0208010084";"04"
"0208010092";"02"
"0208010092";"04"
"0208020012";"02"
"0208020012";"04"
"0208020020";"02"
"0208020020";"04"
"0208020039";"02"
"0208020039";"04"
"0208020047";"05"
"0208020055";"02"
"0208020055";"04"
"0208020063";"02"
"0208020063";"04"
"0208020071";"02"
"0208020071";"04"
"0208020080";"02"
"0208020080";"04"
"0208020098";"02"
"0208020098";"04"
"0208020101";"02"
"0208020101";"04"
"0208020110";"02"
"0208020110";"04"
"0208020128";"02"
"0208020128";"04"
"0208030018";"02"
"0208030018";"04"
"0208030026";"02"
"0208030026";"04"
"0208030034";"02"
"0208030034";"04"
"0208030042";"02"
"0208030042";"04"
"0208030050";"02"
"0208030050";"04"
"0208040013";"05"
"0208040021";"02"
"0208040021";"04"
"0208040030";"02"
"0208040030";"04"
"0208040048";"05"
"0208040056";"02"
"0208040056";"04"
"0208040064";"02"
"0208040064";"04"
"0208040072";"02"
"0208040072";"04"
"0208040080";"02"
"0208040080";"04"
"0208040099";"02"
"0208040099";"04"
"0208040102";"02"
"0208040102";"04"
"0208050019";"02"
"0208050019";"04"
"0208050027";"05"
"0208050035";"02"
"0208050035";"04"
"0208050043";"02"
"0208050043";"04"
"0208060014";"02"
"0208060014";"04"
"0208060022";"02"
"0208060022";"04"
"0208060030";"02"
"0208060030";"04"
"0208070010";"02"
"0208070010";"04"
"0208070028";"02"
"0208070028";"04"
"0208070036";"02"
"0208070036";"04"
"0208070044";"02"
"0208070044";"04"
"0208080015";"02"
"0208080015";"04"
"0208080023";"02"
"0208080023";"04"
"0208080031";"02"
"0208080031";"04"
"0208080040";"02"
"0208080040";"04"
"0208090010";"02"
"0208090010";"04"
"0208090029";"02"
"0208090029";"04"
"0208090037";"02"
"0208090037";"04"
"0209010010";"02"
"0209010010";"04"
"0209010029";"02"
"0209010029";"04"
"0209010037";"02"
"0209010037";"04"
"0209010045";"02"
"0209010045";"04"
"0209010053";"02"
"0209010053";"04"
"0209010061";"02"
"0209010061";"04"
"0209020016";"02"
"0209020016";"04"
"0209030011";"01"
"0209030011";"02"
"0209030011";"04"
"0209040017";"02"
"0209040017";"04"
"0209040025";"01"
"0209040025";"02"
"0209040025";"04"
"0209040033";"02"
"0209040033";"03"
"0209040041";"01"
"0209040041";"02"
"0209040041";"04"
"0209040050";"03"
"0210010010";"04"
"0210010029";"02"
"0210010037";"02"
"0210010037";"04"
"0210010045";"02"
"0210010045";"04"
"0210010053";"02"
"0210010053";"04"
"0210010061";"02"
"0210010061";"04"
"0210010070";"02"
"0210010070";"04"
"0210010088";"02"
"0210010088";"05"
"0210010096";"02"
"0210010096";"04"
"0210010100";"02"
"0210010100";"04"
"0210010118";"02"
"0210010118";"04"
"0210010126";"02"
"0210010126";"04"
"0210010134";"02"
"0210010134";"04"
"0210010142";"02"
"0210010142";"04"
"0210010150";"02"
"0210010150";"04"
"0210010169";"02"
"0210010169";"04"
"0210010177";"02"
"0210010177";"05"
"0210010185";"02"
"0210010185";"05"
"0210010193";"02"
"0210010193";"04"
"0210010207";"02"
"0210010207";"04"
"0210020016";"02"
"0210020016";"04"
"0211010014";"01"
"0211010014";"02"
"0211010022";"01"
"0211010022";"02"
"0211010022";"05"
"0211010030";"01"
"0211010030";"02"
"0211010030";"05"
"0211010049";"01"
"0211010049";"02"
"0211020010";"04"
"0211020010";"06"
"0211020028";"04"
"0211020028";"06"
"0211020036";"01"
"0211020036";"02"
"0211020036";"05"
"0211020036";"07"
"0211020044";"01"
"0211020044";"02"
"0211020044";"05"
"0211020044";"07"
"0211020052";"01"
"0211020052";"02"
"0211020060";"01"
"0211020060";"02"
"0211020060";"05"
"0211020060";"07"
"0211020079";"05"
"0211030015";"02"
"0211030015";"04"
"0211030023";"02"
"0211030023";"04"
"0211030031";"02"
"0211030031";"04"
"0211030040";"02"
"0211030040";"05"
"0211030058";"02"
"0211030058";"05"
"0211030066";"02"
"0211030066";"04"
"0211030074";"02"
"0211030074";"04"
"0211030082";"02"
"0211030082";"04"
"0211030090";"02"
"0211030090";"04"
"0211040010";"01"
"0211040010";"02"
"0211040010";"05"
"0211040029";"02"
"0211040029";"05"
"0211040037";"01"
"0211040037";"02"
"0211040045";"01"
"0211040045";"02"
"0211040053";"01"
"0211040053";"02"
"0211040061";"01"
"0211040061";"02"
"0211040061";"05"
"0211050016";"05"
"0211050024";"01"
"0211050024";"02"
"0211050024";"05"
"0211050032";"01"
"0211050032";"02"
"0211050032";"05"
"0211050040";"01"
"0211050040";"02"
"0211050040";"05"
"0211050059";"01"
"0211050059";"02"
"0211050067";"01"
"0211050067";"02"
"0211050067";"05"
"0211050075";"01"
"0211050075";"02"
"0211050083";"01"
"0211050083";"02"
"0211050083";"05"
"0211050091";"03"
"0211050091";"04"
"0211050105";"02"
"0211050105";"03"
"0211050113";"01"
"0211050113";"02"
"0211050113";"05"
"0211050121";"01"
"0211050121";"02"
"0211050121";"05"
"0211050130";"01"
"0211050130";"02"
"0211050130";"05"
"0211050148";"03"
"0211050148";"04"
"0211050156";"01"
"0211050156";"02"
"0211060011";"02"
"0211060020";"01"
"0211060020";"02"
"0211060038";"01"
"0211060038";"02"
"0211060054";"01"
"0211060054";"02"
"0211060062";"01"
"0211060062";"02"
"0211060070";"01"
"0211060070";"02"
"0211060089";"01"
"0211060089";"02"
"0211060097";"01"
"0211060097";"02"
"0211060100";"01"
"0211060100";"02"
"0211060119";"02"
"0211060127";"02"
"0211060135";"01"
"0211060135";"02"
"0211060143";"01"
"0211060143";"02"
"0211060151";"01"
"0211060151";"02"
"0211060160";"01"
"0211060160";"02"
"0211060178";"02"
"0211060186";"02"
"0211060208";"01"
"0211060208";"02"
"0211060216";"01"
"0211060216";"02"
"0211060224";"01"
"0211060224";"02"
"0211060232";"02"
"0211060240";"01"
"0211060240";"02"
"0211060259";"02"
"0211060259";"04"
"0211060267";"02"
"0211060275";"01"
"0211060275";"02"
"0211060283";"06"
"0211070017";"01"
"0211070017";"02"
"0211070025";"01"
"0211070025";"02"
"0211070025";"05"
"0211070025";"07"
"0211070033";"01"
"0211070033";"02"
"0211070033";"07"
"0211070041";"01"
"0211070041";"02"
"0211070041";"05"
"0211070041";"07"
"0211070050";"01"
"0211070050";"02"
"0211070068";"01"
"0211070068";"02"
"0211070068";"05"
"0211070076";"01"
"0211070076";"02"
"0211070076";"05"
"0211070076";"07"
"0211070084";"01"
"0211070084";"02"
"0211070084";"05"
"0211070092";"06"
"0211070106";"06"
"0211070114";"01"
"0211070114";"02"
"0211070114";"05"
"0211070122";"01"
"0211070122";"02"
"0211070130";"01"
"0211070130";"02"
"0211070149";"01"
"0211070149";"02"
"0211070149";"05"
"0211070157";"01"
"0211070157";"02"
"0211070157";"05"
"0211070157";"07"
"0211070165";"01"
"0211070165";"02"
"0211070173";"01"
"0211070173";"02"
"0211070181";"01"
"0211070181";"02"
"0211070190";"01"
"0211070190";"02"
"0211070203";"01"
"0211070203";"02"
"0211070203";"05"
"0211070203";"07"
"0211070211";"01"
"0211070211";"02"
"0211070211";"05"
"0211070211";"07"
"0211070220";"01"
"0211070220";"02"
"0211070238";"01"
"0211070238";"02"
"0211070246";"01"
"0211070246";"02"
"0211070246";"07"
"0211070254";"01"
"0211070254";"02"
"0211070262";"01"
"0211070262";"02"
"0211070262";"05"
"0211070262";"07"
"0211070270";"01"
"0211070270";"02"
"0211070270";"05"
"0211070289";"01"
"0211070289";"02"
"0211070297";"06"
"0211070300";"06"
"0211070319";"06"
"0211070327";"01"
"0211070327";"02"
"0211070335";"01"
"0211070335";"02"
"0211070343";"01"
"0211070343";"02"
"0211070351";"01"
"0211070351";"02"
"0211070351";"05"
"0211070360";"01"
"0211070360";"02"
"0211070378";"06"
"0211070386";"07"
"0211070394";"05"
"0211070394";"07"
"0211070408";"05"
"0211070408";"07"
"0211070416";"06"
"0211080012";"01"
"0211080012";"02"
"0211080012";"05"
"0211080020";"01"
"0211080020";"02"
"0211080020";"07"
"0211080039";"01"
"0211080039";"02"
"0211080047";"01"
"0211080047";"02"
"0211080047";"05"
"0211080055";"01"
"0211080055";"02"
"0211080063";"01"
"0211080063";"02"
"0211080063";"05"
"0211080071";"01"
"0211080071";"02"
"0211080071";"05"
"0211080080";"01"
"0211080080";"02"
"0211080080";"05"
"0211090018";"01"
"0211090018";"02"
"0211090026";"01"
"0211090026";"02"
"0211090034";"01"
"0211090034";"02"
"0211090042";"01"
"0211090042";"02"
"0211090042";"05"
"0211090050";"01"
"0211090050";"02"
"0211090069";"01"
"0211090069";"02"
"0211090077";"01"
"0211090077";"02"
"0211100013";"01"
"0211100013";"02"
"0211100013";"05"
"0212010018";"01"
"0212010018";"02"
"0212010026";"02"
"0212010026";"04"
"0212010034";"02"
"0212010034";"04"
"0212010042";"01"
"0212010042";"02"
"0212010050";"01"
"0212010050";"02"
"0212010069";"01"
"0212020013";"01"
"0212020013";"02"
"0212020021";"01"
"0212020021";"02"
"0212020030";"01"
"0212020030";"02"
"0212020048";"01"
"0212020048";"02"
"0212020056";"01"
"0212020056";"02"
"0212020064";"01"
"0212020064";"02"
"0213010011";"01"
"0213010011";"02"
"0213010020";"01"
"0213010020";"02"
"0213010038";"01"
"0213010038";"02"
"0213010054";"01"
"0213010054";"02"
"0213010062";"01"
"0213010062";"02"
"0213010070";"01"
"0213010070";"02"
"0213010089";"01"
"0213010089";"02"
"0213010097";"01"
"0213010097";"02"
"0213010100";"01"
"0213010100";"02"
"0213010119";"01"
"0213010119";"02"
"0213010127";"01"
"0213010127";"02"
"0213010135";"01"
"0213010135";"02"
"0213010143";"01"
"0213010143";"02"
"0213010160";"01"
"0213010160";"02"
"0213010178";"01"
"0213010178";"02"
"0213010186";"01"
"0213010186";"02"
"0213010194";"01"
"0213010194";"02"
"0213010208";"01"
"0213010208";"02"
"0213010216";"01"
"0213010216";"02"
"0213010224";"01"
"0213010224";"02"
"0213010232";"01"
"0213010232";"02"
"0213010240";"01"
"0213010240";"02"
"0213010259";"01"
"0213010259";"02"
"0213010267";"01"
"0213010267";"02"
"0213010275";"01"
"0213010275";"02"
"0213010291";"01"
"0213010291";"02"
"0213010305";"01"
"0213010305";"02"
"0213010321";"01"
"0213010321";"02"
"0213010330";"01"
"0213010330";"02"
"0213010348";"01"
"0213010348";"02"
"0213010356";"01"
"0213010356";"02"
"0213010364";"01"
"0213010364";"02"
"0213010372";"01"
"0213010372";"02"
"0213010380";"01"
"0213010380";"02"
"0213010399";"01"
"0213010399";"02"
"0213010402";"01"
"0213010402";"02"
"0213010410";"01"
"0213010410";"02"
"0213010429";"01"
"0213010429";"02"
"0213010437";"01"
"0213010437";"02"
"0213010445";"01"
"0213010445";"02"
"0213010453";"01"
"0213010453";"02"
"0213010461";"01"
"0213010461";"02"
"0213010470";"01"
"0213010470";"02"
"0213010488";"01"
"0213010488";"02"
"0213010496";"01"
"0213010496";"02"
"0213010500";"01"
"0213010500";"02"
"0213010518";"01"
"0213010518";"02"
"0213010526";"01"
"0213010526";"02"
"0213010534";"01"
"0213010534";"02"
"0213010542";"01"
"0213010542";"02"
"0213010550";"01"
"0213010550";"02"
"0213010569";"01"
"0213010569";"02"
"0213010577";"01"
"0213010577";"02"
"0213010585";"01"
"0213010585";"02"
"0213010607";"01"
"0213010607";"02"
"0213010615";"01"
"0213010615";"02"
"0213010623";"01"
"0213010623";"02"
"0213010631";"01"
"0213010631";"02"
"0213010640";"01"
"0213010640";"02"
"0213010658";"01"
"0213010658";"02"
"0213010666";"01"
"0213010666";"02"
"0213010674";"01"
"0213010674";"02"
"0213010682";"01"
"0213010682";"02"
"0213010690";"01"
"0213010690";"02"
"0213010704";"01"
"0213010704";"02"
"0213020017";"01"
"0213020017";"02"
"0213020025";"01"
"0213020025";"02"
"0213020033";"01"
"0213020033";"02"
"0213020041";"01"
"0213020041";"02"
"0213020050";"01"
"0213020050";"02"
"0213020068";"01"
"0213020068";"02"
"0213020076";"01"
"0213020076";"02"
"0213020084";"01"
"0213020084";"02"
"0214010015";"01"
"0214010015";"02"
"0214010015";"05"
"0214010023";"01"
"0214010023";"02"
"0214010023";"05"
"0214010031";"01"
"0214010031";"02"
"0214010031";"05"
"0214010040";"02"
"0214010040";"04"
"0214010058";"01"
"0214010058";"02"
"0214010058";"04"
"0214010066";"01"
"0214010066";"02"
"0214010074";"01"
"0214010074";"02"
"0214010074";"05"
"0214010082";"02"
"0214010090";"02"
"0214010104";"01"
"0214010104";"02"
"0214010104";"05"
"0214010112";"02"
"0214010112";"05"
"0214010120";"02"
"0214010120";"05"
"0214010139";"02"
"0214010139";"05"
"0301010013";"01"
"0301010013";"02"
"0301010021";"01"
"0301010021";"02"
"0301010030";"01"
"0301010030";"02"
"0301010048";"01"
"0301010048";"02"
"0301010048";"05"
"0301010056";"01"
"0301010056";"02"
"0301010064";"01"
"0301010064";"02"
"0301010072";"01"
"0301010072";"02"
"0301010080";"01"
"0301010080";"02"
"0301010099";"01"
"0301010099";"02"
"0301010102";"06"
"0301010110";"01"
"0301010110";"02"
"0301010129";"01"
"0301010129";"02"
"0301010137";"01"
"0301010137";"02"
"0301010145";"04"
"0301010153";"01"
"0301010153";"02"
"0301010161";"01"
"0301010161";"02"
"0301010170";"05"
"0301010196";"06"
"0301010200";"06"
"0301010218";"06"
"0301010226";"02"
"0301010234";"02"
"0301020019";"02"
"0301020027";"02"
"0301020035";"02"
"0301030014";"01"
