"co_procedimento";"co_registro"
"0301030014";"02"
"0301030022";"01"
"0301030022";"02"
"0301030049";"01"
"0301030049";"02"
"0301030057";"01"
"0301030057";"02"
"0301030065";"01"
"0301030065";"02"
"0301030073";"01"
"0301030073";"02"
"0301030081";"01"
"0301030081";"02"
"0301030090";"01"
"0301030090";"02"
"0301030103";"01"
"0301030103";"02"
"0301030111";"01"
"0301030111";"02"
"0301030120";"01"
"0301030120";"02"
"0301030138";"01"
"0301030138";"02"
"0301030146";"01"
"0301030146";"02"
"0301030154";"01"
"0301030154";"02"
"0301030162";"01"
"0301030162";"02"
"0301030170";"01"
"0301030170";"02"
"0301030189";"01"
"0301030189";"02"
"0301030197";"01"
"0301030197";"02"
"0301040010";"01"
"0301040010";"02"
"0301040028";"02"
"0301040028";"05"
"0301040036";"01"
"0301040044";"01"
"0301040044";"02"
"0301040052";"02"
"0301040060";"02"
"0301040079";"01"
"0301040079";"02"
"0301040087";"01"
"0301040087";"02"
"0301040095";"01"
"0301040095";"02"
"0301050015";"06"
"0301050023";"02"
"0301050031";"02"
"0301050040";"02"
"0301050058";"01"
"0301050058";"02"
"0301050066";"05"
"0301050066";"07"
"0301050074";"03"
"0301050082";"01"
"0301050082";"02"
"0301050090";"01"
"0301050090";"02"
"0301050104";"01"
"0301050104";"02"
"0301050112";"01"
"0301050112";"02"
"0301050120";"01"
"0301050120";"02"
"0301050139";"01"
"0301050139";"02"
"0301050147";"01"
"0301050147";"02"
"0301050155";"02"
"0301060010";"03"
"0301060029";"01"
"0301060029";"02"
"0301060037";"01"
"0301060037";"02"
"0301060045";"01"
"0301060045";"02"
"0301060053";"01"
"0301060053";"02"
"0301060061";"01"
"0301060061";"02"
"0301060070";"03"
"0301060088";"03"
"0301060096";"01"
"0301060096";"02"
"0301060100";"01"
"0301060100";"02"
"0301060118";"01"
"0301060118";"02"
"0301070016";"06"
"0301070024";"02"
"0301070032";"06"
"0301070040";"02"
"0301070059";"02"
"0301070067";"02"
"0301070075";"02"
"0301070083";"01"
"0301070083";"02"
"0301070091";"01"
"0301070091";"02"
"0301070105";"02"
"0301070113";"02"
"0301070121";"02"
"0301070130";"02"
"0301070148";"02"
"0301070156";"02"
"0301070164";"02"
"0301070172";"06"
"0301070180";"06"
"0301070199";"06"
"0301070202";"02"
"0301080011";"01"
"0301080011";"02"
"0301080020";"09"
"0301080038";"09"
"0301080046";"09"
"0301080143";"01"
"0301080143";"02"
"0301080151";"01"
"0301080151";"02"
"0301080160";"01"
"0301080178";"01"
"0301080178";"02"
"0301080194";"09"
"0301080208";"09"
"0301080216";"09"
"0301080224";"09"
"0301080232";"02"
"0301080240";"09"
"0301080259";"01"
"0301080267";"01"
"0301080275";"09"
"0301080283";"09"
"0301080291";"09"
"0301080305";"01"
"0301080313";"01"
"0301080313";"02"
"0301080321";"01"
"0301080321";"02"
"0301080330";"01"
"0301080348";"09"
"0301080356";"09"
"0301080364";"09"
"0301080372";"09"
"0301080380";"09"
"0301080399";"01"
"0301090017";"03"
"0301090025";"03"
"0301090033";"02"
"0301100012";"01"
"0301100012";"02"
"0301100020";"01"
"0301100020";"02"
"0301100039";"01"
"0301100039";"02"
"0301100047";"01"
"0301100047";"02"
"0301100047";"05"
"0301100055";"01"
"0301100055";"02"
"0301100055";"05"
"0301100063";"02"
"0301100063";"05"
"0301100071";"02"
"0301100071";"05"
"0301100080";"05"
"0301100098";"02"
"0301100098";"05"
"0301100101";"01"
"0301100101";"02"
"0301100101";"05"
"0301100110";"05"
"0301100128";"01"
"0301100128";"02"
"0301100128";"05"
"0301100136";"01"
"0301100136";"02"
"0301100144";"01"
"0301100144";"02"
"0301100144";"05"
"0301100152";"01"
"0301100152";"02"
"0301100179";"01"
"0301100179";"02"
"0301100179";"05"
"0301100187";"01"
"0301100187";"02"
"0301110018";"06"
"0301110026";"06"
"0301120013";"02"
"0301120021";"02"
"0301120030";"02"
"0301120048";"02"
"0301120056";"06"
"0301120064";"02"
"0301120072";"02"
"0301120080";"06"
"0301130019";"02"
"0301130035";"02"
"0301130043";"02"
"0301130051";"06"
"0301130060";"06"
"0301140014";"02"
"0302010017";"02"
"0302010017";"04"
"0302010025";"02"
"0302010025";"04"
"0302010033";"04"
"0302020012";"02"
"0302020012";"04"
"0302020020";"02"
"0302020020";"04"
"0302020039";"02"
"0302020039";"04"
"0302030018";"02"
"0302030018";"04"
"0302030026";"02"
"0302030026";"04"
"0302040013";"02"
"0302040013";"04"
"0302040021";"02"
"0302040021";"04"
"0302040030";"02"
"0302040030";"04"
"0302040048";"02"
"0302040048";"04"
"0302040056";"02"
"0302040056";"04"
"0302050019";"02"
"0302050019";"04"
"0302050027";"02"
"0302050035";"04"
"0302060014";"02"
"0302060014";"04"
"0302060022";"02"
"0302060022";"04"
"0302060030";"02"
"0302060030";"04"
"0302060049";"02"
"0302060057";"02"
"0302060057";"04"
"0302070010";"02"
"0302070010";"04"
"0302070028";"04"
"0302070036";"02"
"0303010010";"03"
"0303010029";"03"
"0303010037";"03"
"0303010045";"03"
"0303010053";"03"
"0303010061";"03"
"0303010070";"03"
"0303010088";"03"
"0303010096";"03"
"0303010100";"03"
"0303010118";"03"
"0303010126";"03"
"0303010134";"03"
"0303010142";"03"
"0303010150";"03"
"0303010169";"03"
"0303010177";"03"
"0303010185";"03"
"0303010193";"03"
"0303010207";"03"
"0303010215";"03"
"0303020016";"01"
"0303020016";"02"
"0303020024";"01"
"0303020024";"02"
"0303020032";"03"
"0303020040";"03"
"0303020059";"03"
"0303020067";"03"
"0303020075";"03"
"0303020083";"03"
"0303030011";"03"
"0303030020";"03"
"0303030038";"03"
"0303030046";"03"
"0303030054";"03"
"0303030062";"03"
"0303030089";"02"
"0303030097";"02"
"0303040017";"03"
"0303040025";"03"
"0303040033";"03"
"0303040041";"03"
"0303040050";"03"
"0303040068";"03"
"0303040076";"03"
"0303040084";"03"
"0303040092";"03"
"0303040106";"03"
"0303040114";"03"
"0303040122";"03"
"0303040130";"03"
"0303040149";"03"
"0303040157";"03"
"0303040165";"03"
"0303040173";"03"
"0303040181";"03"
"0303040190";"03"
"0303040203";"03"
"0303040211";"03"
"0303040220";"03"
"0303040238";"03"
"0303040246";"03"
"0303040254";"03"
"0303040262";"03"
"0303040270";"03"
"0303040289";"03"
"0303040297";"03"
"0303040300";"03"
"0303050012";"06"
"0303050020";"01"
"0303050020";"02"
"0303050039";"07"
"0303050047";"07"
"0303050055";"07"
"0303050063";"07"
"0303050071";"07"
"0303050080";"07"
"0303050098";"07"
"0303050101";"07"
"0303050110";"07"
"0303050136";"03"
"0303050144";"03"
"0303050152";"07"
"0303050160";"07"
"0303050179";"07"
"0303050187";"07"
"0303050195";"07"
"0303050209";"07"
"0303050217";"07"
"0303050225";"07"
"0303050233";"06"
"0303060018";"03"
"0303060026";"03"
"0303060034";"03"
"0303060042";"03"
"0303060050";"03"
"0303060069";"03"
"0303060077";"03"
"0303060085";"03"
"0303060093";"03"
"0303060107";"03"
"0303060115";"03"
"0303060123";"03"
"0303060131";"03"
"0303060140";"03"
"0303060158";"03"
"0303060166";"03"
"0303060174";"03"
"0303060182";"03"
"0303060190";"03"
"0303060204";"03"
"0303060212";"03"
"0303060220";"03"
"0303060239";"03"
"0303060247";"03"
"0303060255";"03"
"0303060263";"02"
"0303060263";"03"
"0303060271";"03"
"0303060280";"03"
"0303060298";"03"
"0303060301";"03"
"0303070013";"01"
"0303070013";"02"
"0303070021";"04"
"0303070030";"01"
"0303070030";"02"
"0303070048";"01"
"0303070048";"02"
"0303070056";"01"
"0303070056";"02"
"0303070064";"03"
"0303070072";"03"
"0303070080";"03"
"0303070099";"03"
"0303070102";"03"
"0303070110";"03"
"0303070129";"03"
"0303070137";"03"
"0303080019";"01"
"0303080019";"02"
"0303080027";"01"
"0303080027";"02"
"0303080035";"01"
"0303080035";"02"
"0303080043";"03"
"0303080051";"03"
"0303080060";"03"
"0303080078";"03"
"0303080086";"03"
"0303080094";"03"
"0303080108";"02"
"0303080116";"02"
"0303090014";"01"
"0303090014";"02"
"0303090014";"05"
"0303090022";"05"
"0303090030";"01"
"0303090030";"02"
"0303090049";"04"
"0303090073";"01"
"0303090073";"02"
"0303090081";"01"
"0303090081";"02"
"0303090090";"01"
"0303090090";"02"
"0303090111";"01"
"0303090111";"02"
"0303090120";"01"
"0303090120";"02"
"0303090120";"05"
"0303090138";"03"
"0303090146";"01"
"0303090146";"02"
"0303090146";"05"
"0303090154";"01"
"0303090154";"02"
"0303090162";"01"
"0303090162";"02"
"0303090170";"05"
"0303090189";"01"
"0303090189";"02"
"0303090189";"05"
"0303090197";"03"
"0303090200";"01"
"0303090200";"02"
"0303090200";"05"
"0303090219";"01"
"0303090219";"02"
"0303090227";"01"
"0303090227";"02"
"0303090227";"05"
"0303090235";"02"
"0303090235";"03"
"0303090243";"05"
"0303090251";"01"
"0303090251";"02"
"0303090260";"01"
"0303090260";"02"
"0303090286";"01"
"0303090286";"02"
"0303090294";"05"
"0303090316";"03"
"0303100010";"03"
"0303100028";"03"
"0303100036";"03"
"0303100044";"03"
"0303100052";"03"
"0303110015";"03"
"0303110023";"03"
"0303110031";"03"
"0303110040";"03"
"0303110058";"03"
"0303110066";"03"
"0303110074";"03"
"0303110082";"03"
"0303110090";"03"
"0303110104";"03"
"0303110112";"03"
"0303120037";"05"
"0303120045";"05"
"0303120053";"01"
"0303120053";"02"
"0303120061";"02"
"0303120061";"04"
"0303120070";"02"
"0303120070";"04"
"0303130016";"03"
"0303130024";"03"
"0303130032";"03"
"0303130040";"03"
"0303130059";"03"
"0303130067";"03"
"0303130075";"03"
"0303130083";"03"
"0303140011";"01"
"0303140011";"02"
"0303140020";"03"
"0303140038";"03"
"0303140046";"03"
"0303140054";"03"
"0303140062";"03"
"0303140070";"03"
"0303140089";"03"
"0303140097";"03"
"0303140100";"03"
"0303140119";"02"
"0303140119";"03"
"0303140127";"03"
"0303140135";"03"
"0303140143";"03"
"0303140151";"03"
"0303150017";"03"
"0303150025";"03"
"0303150033";"03"
"0303150041";"03"
"0303150050";"03"
"0303150068";"03"
"0303160012";"03"
"0303160020";"03"
"0303160039";"03"
"0303160047";"03"
"0303160055";"03"
"0303160063";"03"
"0303160071";"03"
"0303170093";"03"
"0303170107";"03"
"0303170131";"03"
"0303170140";"03"
"0303170158";"03"
"0303170166";"03"
"0303170174";"03"
"0303170182";"03"
"0303170190";"03"
"0303170204";"03"
"0303180013";"03"
"0303180030";"03"
"0303180048";"03"
"0303180056";"03"
"0303180064";"03"
"0303180072";"03"
"0303190019";"02"
"0303190019";"03"
"0304010014";"06"
"0304010022";"06"
"0304010030";"02"
"0304010049";"03"
"0304010057";"03"
"0304010065";"03"
"0304010073";"06"
"0304010081";"07"
"0304010090";"06"
"0304010103";"02"
"0304010103";"04"
"0304010111";"03"
"0304010120";"06"
"0304010138";"06"
"0304010146";"06"
"0304010154";"07"
"0304010162";"03"
"0304010170";"07"
"0304010189";"07"
"0304010197";"07"
"0304010200";"07"
"0304010219";"06"
"0304010235";"06"
"0304010243";"06"
"0304010260";"06"
"0304010286";"06"
"0304010294";"06"
"0304010308";"07"
"0304010316";"07"
"0304010324";"03"
"0304010332";"03"
"0304010340";"07"
"0304010359";"03"
"0304020010";"06"
"0304020028";"06"
"0304020036";"06"
"0304020044";"06"
"0304020052";"06"
"0304020060";"06"
"0304020079";"06"
"0304020087";"06"
"0304020095";"06"
"0304020109";"06"
"0304020117";"06"
"0304020125";"06"
"0304020133";"06"
"0304020141";"06"
"0304020150";"06"
"0304020168";"06"
"0304020176";"06"
"0304020184";"06"
"0304020192";"06"
"0304020206";"06"
"0304020214";"06"
"0304020222";"06"
"0304020230";"06"
"0304020249";"06"
"0304020257";"06"
"0304020265";"06"
"0304020273";"06"
"0304020281";"06"
"0304020290";"06"
"0304020303";"06"
"0304020311";"06"
"0304020320";"06"
"0304020338";"06"
"0304020346";"06"
"0304020362";"06"
"0304020370";"06"
"0304020389";"06"
"0304020397";"06"
"0304020400";"06"
"0304020419";"06"
"0304020427";"06"
"0304020435";"06"
"0304020443";"06"
"0304030015";"06"
"0304030023";"06"
"0304030031";"06"
"0304030040";"06"
"0304030058";"06"
"0304030066";"06"
"0304030074";"06"
"0304030082";"06"
"0304030090";"06"
"0304030104";"06"
"0304030112";"06"
"0304030120";"06"
"0304030139";"06"
"0304030147";"06"
"0304030155";"06"
"0304030163";"06"
"0304030171";"06"
"0304030180";"06"
"0304030198";"06"
"0304030201";"06"
"0304030210";"06"
"0304030228";"06"
"0304030236";"06"
"0304030244";"06"
"0304040010";"06"
"0304040029";"06"
"0304040045";"06"
"0304040053";"06"
"0304040061";"06"
"0304040070";"06"
"0304040088";"06"
"0304040096";"06"
"0304040100";"06"
"0304040118";"06"
"0304040126";"06"
"0304040134";"06"
"0304040142";"06"
"0304040150";"06"
"0304040169";"06"
"0304040177";"06"
"0304040185";"06"
"0304040193";"06"
"0304040207";"06"
"0304050016";"06"
"0304050024";"06"
"0304050032";"06"
"0304050040";"06"
"0304050067";"06"
"0304050075";"06"
"0304050113";"06"
"0304050121";"06"
"0304050130";"06"
"0304050172";"06"
"0304050180";"06"
"0304050202";"06"
"0304050210";"06"
"0304050229";"06"
"0304050253";"06"
"0304050261";"06"
"0304050270";"06"
"0304050288";"06"
"0304050296";"06"
"0304050300";"06"
"0304050318";"06"
"0304050326";"06"
"0304050334";"06"
"0304050342";"06"
"0304060011";"06"
"0304060038";"06"
"0304060046";"06"
"0304060070";"06"
"0304060089";"06"
"0304060097";"06"
"0304060100";"06"
"0304060119";"06"
"0304060127";"06"
"0304060135";"06"
"0304060151";"06"
"0304060160";"06"
"0304060178";"06"
"0304060186";"06"
"0304060208";"06"
"0304060216";"06"
"0304060224";"06"
"0304060232";"06"
"0304060240";"06"
"0304070017";"06"
"0304070025";"06"
"0304070033";"06"
"0304070041";"06"
"0304070050";"06"
"0304070068";"06"
"0304070076";"06"
"0304080012";"07"
"0304080020";"03"
"0304080039";"03"
"0304080047";"03"
"0304080055";"06"
"0304080055";"07"
"0304080063";"03"
"0304080071";"06"
"0304080071";"07"
"0304090018";"03"
"0304090026";"03"
"0304090034";"03"
"0304090042";"03"
"0304090050";"06"
"0304090069";"06"
"0304100013";"03"
"0304100021";"03"
"0305010018";"07"
"0305010026";"06"
"0305010034";"04"
"0305010042";"04"
"0305010093";"07"
"0305010107";"06"
"0305010115";"06"
"0305010123";"07"
"0305010131";"04"
"0305010140";"04"
"0305010158";"04"
"0305010166";"06"
"0305010174";"03"
"0305010182";"06"
"0305010190";"04"
"0305010204";"06"
"0305010212";"07"
"0305020013";"02"
"0305020013";"03"
"0305020021";"03"
"0305020030";"03"
"0305020048";"03"
"0305020056";"02"
"0305020056";"03"
"0306010011";"01"
"0306010011";"02"
"0306010020";"01"
"0306010020";"02"
"0306010038";"01"
"0306010038";"02"
"0306020017";"02"
"0306020017";"04"
"0306020025";"01"
"0306020025";"02"
"0306020025";"05"
"0306020033";"01"
"0306020033";"02"
"0306020033";"05"
"0306020041";"02"
"0306020041";"04"
"0306020050";"02"
"0306020050";"04"
"0306020068";"02"
"0306020068";"04"
"0306020076";"02"
"0306020076";"04"
"0306020084";"02"
"0306020084";"04"
"0306020092";"02"
"0306020092";"04"
"0306020106";"02"
"0306020106";"04"
"0306020114";"02"
"0306020114";"04"
"0306020122";"02"
"0306020122";"04"
"0306020130";"02"
"0306020130";"04"
"0306020149";"02"
"0306020149";"04"
"0306020157";"02"
"0306020157";"04"
"0307010015";"01"
"0307010015";"02"
"0307010015";"05"
"0307010023";"01"
"0307010023";"02"
"0307010023";"05"
"0307010031";"01"
"0307010031";"02"
"0307010031";"05"
"0307010040";"01"
"0307010040";"02"
"0307010040";"05"
"0307010058";"01"
"0307010058";"02"
"0307010058";"04"
"0307020010";"01"
"0307020010";"02"
"0307020010";"05"
"0307020029";"01"
"0307020029";"02"
"0307020029";"05"
"0307020037";"01"
"0307020037";"02"
"0307020037";"04"
"0307020045";"01"
"0307020045";"02"
"0307020045";"04"
"0307020053";"01"
"0307020053";"02"
"0307020053";"04"
"0307020061";"01"
"0307020061";"02"
"0307020061";"04"
"0307020070";"01"
"0307020070";"02"
"0307020070";"05"
"0307020088";"01"
"0307020088";"02"
"0307020088";"04"
"0307020096";"01"
"0307020096";"02"
"0307020096";"04"
"0307020100";"01"
"0307020100";"02"
"0307020100";"04"
"0307020118";"01"
"0307020118";"02"
"0307020118";"04"
"0307030024";"01"
"0307030024";"02"
"0307030024";"05"
"0307030032";"01"
"0307030032";"02"
"0307030032";"04"
"0307030040";"01"
"0307030040";"02"
"0307030059";"01"
"0307030059";"02"
"0307030059";"05"
"0307040011";"01"
"0307040011";"02"
"0307040011";"04"
"0307040062";"01"
"0307040062";"02"
"0307040062";"04"
"0307040070";"01"
"0307040070";"02"
"0307040070";"05"
"0307040089";"01"
"0307040089";"02"
"0307040089";"04"
"0307040100";"06"
"0307040119";"06"
"0307040127";"02"
"0307040135";"01"
"0307040135";"02"
"0307040135";"05"
"0307040143";"01"
"0307040143";"02"
"0307040143";"05"
"0307040151";"01"
"0307040151";"02"
"0307040151";"05"
"0307040160";"01"
"0307040160";"02"
"0307040160";"05"
"0308010019";"03"
"0308010027";"03"
"0308010035";"03"
"0308010043";"02"
"0308010043";"03"
"0308020014";"04"
"0308020022";"03"
"0308020030";"03"
"0308030010";"03"
"0308030028";"03"
"0308030036";"03"
"0308040015";"03"
"0308040023";"03"
"0309010039";"04"
"0309010047";"04"
"0309010055";"04"
"0309010063";"04"
"0309010071";"04"
"0309010080";"04"
"0309010098";"04"
"0309010101";"04"
"0309020018";"01"
"0309020018";"02"
"0309020026";"01"
"0309020026";"02"
"0309020034";"01"
"0309020034";"02"
"0309030013";"01"
"0309030013";"02"
"0309030021";"01"
"0309030021";"02"
"0309030030";"01"
"0309030030";"02"
"0309030048";"01"
"0309030048";"02"
"0309030056";"01"
"0309030056";"02"
"0309030056";"05"
"0309030064";"01"
"0309030064";"02"
"0309030072";"01"
"0309030072";"02"
"0309030080";"01"
"0309030080";"02"
"0309030099";"05"
"0309030102";"06"
"0309030110";"06"
"0309030129";"06"
"0309030137";"06"
"0309030145";"01"
"0309030145";"02"
"0309030145";"05"
"0309030153";"01"
"0309030153";"02"
"0309040019";"05"
"0309040027";"01"
"0309040027";"02"
"0309040027";"05"
"0309050014";"01"
"0309050014";"02"
"0309050014";"05"
"0309050022";"01"
"0309050022";"02"
"0309050022";"05"
"0309050030";"01"
"0309050030";"02"
"0309050030";"05"
"0309050049";"01"
"0309050049";"02"
"0309050049";"05"
"0309050057";"01"
"0309050057";"02"
"0309050057";"05"
"0309050065";"01"
"0309050065";"02"
"0309050065";"05"
"0309050073";"02"
"0309050073";"05"
"0309050081";"02"
"0309050081";"05"
"0309050090";"02"
"0309050090";"05"
"0309050111";"02"
"0309050111";"05"
"0309050120";"02"
"0309050120";"05"
"0309050138";"02"
"0309050138";"05"
"0309050146";"02"
"0309050146";"05"
"0309050154";"02"
"0309050154";"05"
"0309050162";"02"
"0309050162";"05"
"0309050170";"02"
"0309050170";"05"
"0309050189";"02"
"0309050189";"05"
"0309050197";"02"
"0309050197";"05"
"0309050200";"02"
"0309050200";"05"
"0309050219";"02"
"0309050219";"05"
"0309050227";"02"
"0309050227";"05"
"0309050235";"02"
"0309050235";"05"
"0309060010";"04"
"0309060036";"04"
"0309070015";"02"
"0309070023";"02"
"0310010012";"02"
"0310010020";"04"
"0310010039";"03"
"0310010047";"03"
"0310010055";"03"
"0401010015";"02"
"0401010015";"04"
"0401010023";"01"
"0401010023";"02"
"0401010023";"05"
"0401010031";"01"
"0401010031";"02"
"0401010031";"05"
"0401010040";"02"
"0401010040";"04"
"0401010058";"02"
"0401010058";"04"
"0401010066";"01"
"0401010066";"02"
"0401010074";"01"
"0401010074";"02"
"0401010082";"01"
"0401010082";"02"
"0401010082";"05"
"0401010090";"01"
"0401010090";"02"
"0401010104";"02"
"0401010104";"04"
"0401010112";"01"
"0401010112";"02"
"0401010120";"01"
"0401010120";"02"
"0401010139";"01"
"0401010139";"02"
"0401020010";"03"
"0401020029";"03"
"0401020037";"03"
"0401020045";"03"
"0401020053";"03"
"0401020061";"03"
"0401020070";"03"
"0401020088";"03"
"0401020088";"06"
"0401020096";"03"
"0401020100";"03"
"0401020118";"03"
"0401020126";"03"
"0401020134";"03"
"0401020142";"03"
"0401020150";"02"
"0401020150";"03"
"0401020169";"03"
"0401020177";"02"
"0402010019";"03"
"0402010027";"03"
"0402010035";"03"
"0402010043";"03"
"0402010051";"03"
"0402020014";"03"
"0402020022";"03"
"0403010012";"03"
"0403010020";"03"
"0403010039";"03"
"0403010047";"03"
"0403010055";"03"
"0403010063";"03"
"0403010071";"03"
"0403010080";"03"
"0403010098";"03"
"0403010101";"03"
"0403010110";"03"
"0403010128";"03"
"0403010136";"03"
"0403010144";"03"
"0403010152";"03"
"0403010160";"03"
"0403010179";"03"
"0403010187";"03"
"0403010195";"03"
"0403010209";"03"
"0403010217";"03"
"0403010225";"03"
"0403010233";"03"
"0403010241";"03"
"0403010250";"03"
"0403010268";"03"
"0403010276";"03"
"0403010284";"03"
"0403010292";"03"
"0403010306";"03"
"0403010314";"03"
"0403010322";"03"
"0403010330";"03"
"0403010349";"03"
"0403010357";"03"
"0403010365";"03"
"0403010390";"03"
"0403020018";"03"
"0403020026";"03"
"0403020034";"03"
"0403020042";"03"
"0403020050";"03"
"0403020069";"03"
"0403020077";"03"
"0403020085";"03"
"0403020093";"03"
"0403020107";"03"
"0403020115";"03"
"0403020123";"03"
"0403020131";"03"
"0403030013";"03"
"0403030021";"03"
"0403030030";"03"
"0403030048";"03"
"0403030056";"03"
"0403030064";"03"
"0403030080";"03"
"0403030099";"03"
"0403030102";"03"
"0403030110";"03"
"0403030129";"03"
"0403030137";"03"
"0403030145";"03"
"0403030153";"03"
"0403030161";"03"
"0403030170";"03"
"0403040019";"03"
"0403040027";"03"
"0403040051";"03"
"0403040060";"03"
"0403040078";"03"
"0403040086";"03"
"0403040094";"03"
"0403040108";"03"
"0403040116";"03"
"0403040124";"03"
"0403050014";"02"
"0403050022";"02"
"0403050030";"03"
"0403050049";"03"
"0403050057";"03"
"0403050065";"03"
"0403050073";"03"
"0403050081";"02"
"0403050090";"03"
"0403050103";"03"
"0403050111";"03"
"0403050120";"03"
"0403050138";"03"
"0403050146";"03"
"0403050154";"03"
"0403050162";"03"
"0403060010";"03"
"0403060028";"03"
"0403060036";"03"
"0403060044";"03"
"0403060052";"03"
"0403060060";"03"
"0403060079";"03"
"0403060087";"03"
"0403060095";"03"
"0403070015";"03"
"0403070040";"03"
"0403070058";"03"
"0403070082";"03"
"0403070090";"03"
"0403070104";"03"
"0403070112";"03"
"0403070120";"03"
"0403070139";"03"
"0403070147";"03"
"0403070155";"03"
"0403070163";"03"
"0403080010";"03"
"0403080029";"03"
"0403080037";"03"
"0403080045";"03"
"0403080053";"03"
"0403080061";"03"
"0403080070";"03"
"0403080088";"03"
"0403080096";"03"
"0403080100";"03"
"0404010016";"03"
"0404010016";"06"
"0404010024";"03"
"0404010024";"06"
"0404010032";"03"
"0404010032";"06"
"0404010040";"03"
"0404010059";"02"
"0404010059";"03"
"0404010067";"03"
"0404010075";"01"
"0404010075";"02"
"0404010083";"03"
"0404010091";"01"
"0404010091";"02"
"0404010105";"03"
"0404010113";"03"
"0404010121";"03"
"0404010121";"06"
"0404010130";"03"
"0404010148";"03"
"0404010156";"01"
"0404010156";"02"
"0404010164";"03"
"0404010172";"03"
"0404010180";"03"
"0404010199";"03"
"0404010202";"03"
"0404010210";"03"
"0404010229";"03"
"0404010237";"03"
"0404010245";"01"
"0404010245";"02"
"0404010253";"02"
"0404010253";"04"
"0404010261";"01"
"0404010261";"02"
"0404010270";"01"
"0404010270";"02"
"0404010288";"03"
"0404010296";"01"
"0404010296";"02"
"0404010300";"01"
"0404010300";"02"
"0404010318";"02"
"0404010318";"03"
"0404010326";"03"
"0404010334";"03"
"0404010342";"02"
"0404010342";"04"
"0404010350";"03"
"0404010369";"01"
"0404010369";"02"
"0404010377";"03"
"0404010385";"03"
"0404010393";"01"
"0404010393";"02"
"0404010407";"03"
"0404010415";"03"
"0404010415";"06"
"0404010431";"03"
"0404010440";"01"
"0404010440";"02"
"0404010458";"03"
"0404010466";"03"
"0404010474";"03"
"0404010482";"03"
"0404010490";"03"
"0404010504";"03"
"0404010512";"03"
"0404010512";"06"
"0404010520";"03"
"0404010539";"03"
"0404010547";"03"
"0404010555";"03"
"0404010563";"03"
"0404010571";"03"
"0404010580";"03"
"0404010598";"03"
"0404010601";"03"
"0404010610";"03"
"0404010628";"03"
"0404010636";"03"
"0404010644";"03"
"0404010652";"03"
"0404020011";"03"
"0404020038";"02"
"0404020038";"03"
"0404020046";"03"
"0404020054";"02"
"0404020054";"04"
"0404020062";"03"
"0404020070";"03"
"0404020089";"02"
"0404020089";"03"
"0404020097";"02"
"0404020097";"04"
"0404020100";"02"
"0404020100";"04"
"0404020119";"03"
"0404020135";"03"
"0404020143";"03"
"0404020178";"03"
"0404020208";"03"
"0404020224";"03"
"0404020232";"03"
"0404020240";"03"
"0404020275";"03"
"0404020291";"03"
"0404020313";"02"
"0404020313";"03"
"0404020321";"03"
"0404020348";"03"
"0404020356";"03"
"0404020380";"03"
"0404020399";"03"
"0404020429";"03"
"0404020445";"01"
"0404020445";"02"
"0404020445";"04"
"0404020453";"03"
"0404020461";"03"
"0404020470";"03"
"0404020488";"01"
"0404020488";"02"
"0404020488";"03"
"0404020496";"03"
"0404020500";"03"
"0404020518";"03"
"0404020526";"03"
"0404020534";"03"
"0404020542";"03"
"0404020550";"03"
"0404020569";"03"
"0404020577";"01"
"0404020577";"02"
"0404020577";"03"
"0404020585";"03"
"0404020593";"03"
"0404020607";"03"
"0404020615";"01"
"0404020615";"02"
"0404020615";"04"
"0404020623";"01"
"0404020623";"02"
"0404020623";"04"
"0404020631";"01"
"0404020631";"02"
"0404020640";"03"
"0404020658";"03"
"0404020666";"03"
"0404020674";"01"
"0404020674";"02"
"0404020674";"04"
"0404020690";"03"
"0404020704";"03"
"0404020712";"03"
"0404020720";"03"
"0404020739";"03"
"0404020771";"03"
"0404020780";"03"
"0404030017";"03"
"0404030033";"03"
"0404030041";"03"
"0404030050";"03"
"0404030068";"03"
"0404030076";"03"
"0404030084";"03"
"0404030106";"03"
"0404030122";"03"
"0404030130";"03"
"0404030157";"03"
"0404030165";"03"
"0404030173";"03"
"0404030190";"03"
"0404030220";"03"
"0404030246";"03"
"0404030254";"03"
"0404030262";"03"
"0404030270";"03"
"0404030289";"03"
"0404030297";"03"
"0404030300";"03"
"0404030319";"03"
"0404030327";"03"
"0405010010";"03"
"0405010010";"06"
"0405010028";"03"
"0405010028";"06"
"0405010036";"03"
"0405010036";"06"
"0405010044";"01"
"0405010044";"02"
"0405010052";"01"
"0405010052";"02"
"0405010060";"01"
"0405010060";"02"
"0405010079";"03"
"0405010079";"06"
"0405010087";"03"
"0405010109";"01"
"0405010109";"02"
"0405010117";"03"
"0405010117";"06"
"0405010125";"03"
"0405010125";"06"
"0405010133";"03"
"0405010141";"01"
"0405010141";"02"
"0405010150";"03"
"0405010168";"01"
"0405010168";"02"
"0405010176";"02"
"0405010176";"03"
"0405010184";"02"
"0405010192";"02"
"0405010206";"01"
"0405010206";"02"
"0405020015";"03"
"0405020015";"06"
"0405020023";"03"
"0405020023";"06"
"0405030010";"03"
"0405030029";"02"
"0405030029";"03"
"0405030037";"01"
"0405030037";"02"
"0405030045";"06"
"0405030053";"02"
"0405030070";"03"
"0405030070";"06"
"0405030096";"02"
"0405030096";"03"
"0405030100";"01"
"0405030100";"02"
"0405030118";"02"
