"co_procedimento";"qt_maxima_execucao";"qt_dias_permanencia";"qt_pontos";"vl_idade_minima";"vl_idade_maxima";"vl_servico_hospitalar";"vl_servico_ambulatorial";"vl_servico_profissional";"qt_tempo_permanencia"
"0204010160";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000351";"0000000000";"9999"
"0204010179";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000903";"0000000000";"9999"
"0204010187";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000175";"0000000000";"9999"
"0204010195";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004885";"0000000000";"9999"
"0204010209";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000644";"0000000000";"9999"
"0204020018";"0001";"9999";"0000";"0000";"1571";"0000012163";"0000011860";"0000000000";"9999"
"0204020026";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001960";"0000000000";"9999"
"0204020034";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000833";"0000000000";"9999"
"0204020042";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000819";"0000000000";"9999"
"0204020050";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001029";"0000000000";"9999"
"0204020069";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001096";"0000000000";"9999"
"0204020077";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001490";"0000000000";"9999"
"0204020085";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001688";"0000000000";"9999"
"0204020093";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000916";"0000000000";"9999"
"0204020107";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000973";"0000000000";"9999"
"0204020115";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001558";"0000000000";"9999"
"0204020123";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000780";"0000000000";"9999"
"0204020131";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0204030013";"9999";"9999";"0000";"0000";"1571";"0000011041";"0000011041";"0000000000";"9999"
"0204030021";"9999";"9999";"0000";"0192";"1571";"0000000000";"0000005716";"0000000000";"9999"
"0204030030";"0002";"9999";"0000";"0120";"1571";"0000000000";"0000002250";"0000000000";"9999"
"0204030048";"0002";"9999";"0000";"0192";"1571";"0000006250";"0000006250";"0000000000";"9999"
"0204030056";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001432";"0000000000";"9999"
"0204030064";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000905";"0000000000";"9999"
"0204030072";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000837";"0000000000";"9999"
"0204030080";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001924";"0000000000";"9999"
"0204030099";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000798";"0000000000";"9999"
"0204030102";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000873";"0000000000";"9999"
"0204030110";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002727";"0000000000";"9999"
"0204030129";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000556";"0000000000";"9999"
"0204030137";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001432";"0000000000";"9999"
"0204030145";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001202";"0000000000";"9999"
"0204030153";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000950";"0000000000";"9999"
"0204030161";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000655";"0000000000";"9999"
"0204030170";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000688";"0000000000";"9999"
"0204030188";"0001";"9999";"0000";"0420";"1571";"0000000000";"0000004500";"0000000000";"9999"
"0204040019";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000642";"0000000000";"9999"
"0204040027";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000740";"0000000000";"9999"
"0204040035";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000740";"0000000000";"9999"
"0204040043";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000740";"0000000000";"9999"
"0204040051";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000777";"0000000000";"9999"
"0204040060";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000740";"0000000000";"9999"
"0204040078";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000590";"0000000000";"9999"
"0204040086";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000562";"0000000000";"9999"
"0204040094";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000630";"0000000000";"9999"
"0204040108";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000600";"0000000000";"9999"
"0204040116";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000798";"0000000000";"9999"
"0204040124";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000691";"0000000000";"9999"
"0204050014";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004776";"0000000000";"9999"
"0204050022";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003261";"0000000000";"9999"
"0204050030";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003261";"0000000000";"9999"
"0204050049";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003452";"0000000000";"9999"
"0204050057";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004534";"0000000000";"9999"
"0204050065";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004534";"0000000000";"9999"
"0204050073";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000007315";"0000000000";"9999"
"0204050081";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000005211";"0000000000";"9999"
"0204050090";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0204050103";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001448";"0000000000";"9999"
"0204050111";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001073";"0000000000";"9999"
"0204050120";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001530";"0000000000";"9999"
"0204050138";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000717";"0000000000";"9999"
"0204050146";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003522";"0000000000";"9999"
"0204050154";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004759";"0000000000";"9999"
"0204050162";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004809";"0000000000";"9999"
"0204050170";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000005211";"0000000000";"9999"
"0204050189";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000005740";"0000000000";"9999"
"0204060010";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004534";"0000000000";"9999"
"0204060028";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000005510";"0000000000";"9999"
"0204060036";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000777";"0000000000";"9999"
"0204060044";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001868";"0000000000";"9999"
"0204060052";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001868";"0000000000";"9999"
"0204060060";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000777";"0000000000";"9999"
"0204060079";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000777";"0000000000";"9999"
"0204060087";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000650";"0000000000";"9999"
"0204060095";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000777";"0000000000";"9999"
"0204060109";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000650";"0000000000";"9999"
"0204060117";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000894";"0000000000";"9999"
"0204060125";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000678";"0000000000";"9999"
"0204060133";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000716";"0000000000";"9999"
"0204060141";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000929";"0000000000";"9999"
"0204060150";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000678";"0000000000";"9999"
"0204060168";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000894";"0000000000";"9999"
"0204060176";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000929";"0000000000";"9999"
"0205010016";"0001";"9999";"0000";"0000";"1571";"0000016500";"0000016500";"0000000000";"9999"
"0205010024";"0001";"9999";"0000";"0000";"1571";"0000016500";"0000016500";"0000000000";"9999"
"0205010032";"0001";"9999";"0000";"0000";"1571";"0000003994";"0000003994";"0000000000";"9999"
"0205010040";"0005";"9999";"0000";"0000";"1571";"0000003960";"0000003960";"0000000000";"9999"
"0205010059";"0001";"9999";"0000";"0096";"0731";"0000004290";"0000004290";"0000000000";"9999"
"0205020011";"0001";"9999";"0000";"0000";"1571";"0000011700";"0000011700";"0000000000";"9999"
"0205020020";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000001481";"0000000000";"9999"
"0205020038";"0001";"9999";"0000";"0000";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020046";"0001";"9999";"0000";"0000";"1571";"0000003795";"0000003795";"0000000000";"9999"
"0205020054";"0001";"9999";"0000";"0000";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020062";"0001";"9999";"0000";"0000";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020070";"0001";"9999";"0000";"0000";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020089";"0002";"9999";"0000";"0000";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020097";"0001";"9999";"0000";"0120";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020100";"0001";"9999";"0000";"0120";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020119";"0001";"9999";"0000";"0120";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020127";"0001";"9999";"0000";"0000";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020135";"0001";"9999";"0000";"0000";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020143";"0001";"9999";"0000";"0096";"0731";"0000002420";"0000002420";"0000000000";"9999"
"0205020151";"0001";"9999";"0000";"0096";"0731";"0000003960";"0000003960";"0000000000";"9999"
"0205020160";"0001";"9999";"0000";"0000";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020178";"0001";"9999";"0000";"0000";"0059";"0000002420";"0000002420";"0000000000";"9999"
"0205020186";"0001";"9999";"0000";"0108";"1571";"0000002420";"0000002420";"0000000000";"9999"
"0205020194";"0001";"9999";"0000";"0228";"1571";"0000002543";"0000002543";"0000000000";"9999"
"0206010010";"0001";"9999";"0000";"0000";"1571";"0000008676";"0000008676";"0000000000";"9999"
"0206010028";"0001";"9999";"0000";"0000";"1571";"0000010110";"0000010110";"0000000000";"9999"
"0206010036";"0001";"9999";"0000";"0000";"1571";"0000008676";"0000008676";"0000000000";"9999"
"0206010044";"0001";"9999";"0000";"0000";"1571";"0000008675";"0000008675";"0000000000";"9999"
"0206010052";"0001";"9999";"0000";"0000";"1571";"0000008675";"0000008675";"0000000000";"9999"
"0206010060";"0001";"9999";"0000";"0000";"1571";"0000009744";"0000009744";"0000000000";"9999"
"0206010079";"0002";"9999";"0000";"0000";"1571";"0000009744";"0000009744";"0000000000";"9999"
"0206010087";"0001";"9999";"0000";"0000";"1571";"0000013863";"0000013863";"0000000000";"9999"
"0206010095";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000210722";"0000000000";"9999"
"0206020015";"0002";"9999";"0000";"0000";"1571";"0000008675";"0000008675";"0000000000";"9999"
"0206020023";"0001";"9999";"0000";"0000";"1571";"0000008675";"0000008675";"0000000000";"9999"
"0206020031";"0001";"9999";"0000";"0000";"1571";"0000013641";"0000013641";"0000000000";"9999"
"0206020040";"0001";"9999";"0000";"0000";"1571";"0000013641";"0000000000";"0000000000";"9999"
"0206030010";"0001";"9999";"0000";"0000";"1571";"0000013863";"0000013863";"0000000000";"9999"
"0206030029";"0002";"9999";"0000";"0000";"1571";"0000008675";"0000008675";"0000000000";"9999"
"0206030037";"0001";"9999";"0000";"0000";"1571";"0000013863";"0000013863";"0000000000";"9999"
"0207010013";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207010021";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207010030";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207010048";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207010056";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207010064";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207010072";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207020019";"0001";"9999";"0000";"0000";"1571";"0000036125";"0000036125";"0000000000";"9999"
"0207020027";"0002";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207020035";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207030014";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207030022";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207030030";"0002";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0207030049";"0001";"9999";"0000";"0000";"1571";"0000026875";"0000026875";"0000000000";"9999"
"0208010017";"0001";"9999";"0000";"0000";"1571";"0000045755";"0000045755";"0000000000";"9999"
"0208010025";"0001";"9999";"0000";"0000";"1571";"0000040852";"0000040852";"0000000000";"9999"
"0208010033";"0001";"9999";"0000";"0000";"1571";"0000038307";"0000038307";"0000000000";"9999"
"0208010041";"0001";"9999";"0000";"0000";"1571";"0000016647";"0000016647";"0000000000";"9999"
"0208010050";"0001";"9999";"0000";"0000";"1571";"0000011402";"0000011402";"0000000000";"9999"
"0208010068";"0001";"9999";"0000";"0000";"1571";"0000014257";"0000014257";"0000000000";"9999"
"0208010076";"0001";"9999";"0000";"0000";"1571";"0000021485";"0000021485";"0000000000";"9999"
"0208010084";"0001";"9999";"0000";"0000";"1571";"0000017672";"0000017672";"0000000000";"9999"
"0208010092";"0001";"9999";"0000";"0000";"1571";"0000012393";"0000012393";"0000000000";"9999"
"0208020012";"0001";"9999";"0000";"0000";"1571";"0000013326";"0000013326";"0000000000";"9999"
"0208020020";"0001";"9999";"0000";"0000";"1571";"0000018793";"0000018793";"0000000000";"9999"
"0208020039";"0001";"9999";"0000";"0000";"1571";"0000008789";"0000008789";"0000000000";"9999"
"0208020047";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0208020055";"0001";"9999";"0000";"0000";"1571";"0000013538";"0000013538";"0000000000";"9999"
"0208020063";"0001";"9999";"0000";"0000";"1571";"0000013538";"0000013538";"0000000000";"9999"
"0208020071";"0001";"9999";"0000";"0000";"1571";"0000014422";"0000014422";"0000000000";"9999"
"0208020080";"0001";"9999";"0000";"0000";"1571";"0000011486";"0000011486";"0000000000";"9999"
"0208020098";"0001";"9999";"0000";"0000";"1571";"0000015723";"0000015723";"0000000000";"9999"
"0208020101";"0001";"9999";"0000";"0000";"1571";"0000031082";"0000031082";"0000000000";"9999"
"0208020110";"0001";"9999";"0000";"0000";"1571";"0000013538";"0000013538";"0000000000";"9999"
"0208020128";"0001";"9999";"0000";"0000";"1571";"0000110326";"0000110326";"0000000000";"9999"
"0208030018";"0001";"9999";"0000";"0000";"1571";"0000032454";"0000032454";"0000000000";"9999"
"0208030026";"0001";"9999";"0000";"0000";"1571";"0000007728";"0000007728";"0000000000";"9999"
"0208030034";"0001";"9999";"0000";"0000";"1571";"0000010730";"0000010730";"0000000000";"9999"
"0208030042";"0001";"9999";"0000";"0000";"1571";"0000033870";"0000033870";"0000000000";"9999"
"0208030050";"0001";"9999";"0000";"0000";"1571";"0000010740";"0000010740";"0000000000";"9999"
"0208040013";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0208040021";"0001";"9999";"0000";"0000";"1571";"0000045755";"0000045755";"0000000000";"9999"
"0208040030";"0001";"9999";"0000";"0000";"1571";"0000010894";"0000010894";"0000000000";"9999"
"0208040048";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0208040056";"0001";"9999";"0000";"0000";"1571";"0000013303";"0000013303";"0000000000";"9999"
"0208040064";"0001";"9999";"0000";"0000";"1571";"0000012297";"0000012297";"0000000000";"9999"
"0208040072";"0001";"9999";"0000";"0000";"1571";"0000014450";"0000014450";"0000000000";"9999"
"0208040080";"0001";"9999";"0000";"0000";"1571";"0000006322";"0000006322";"0000000000";"9999"
"0208040099";"0001";"9999";"0000";"0000";"1571";"0000006322";"0000006322";"0000000000";"9999"
"0208040102";"0001";"9999";"0000";"0000";"1571";"0000016524";"0000016524";"0000000000";"9999"
"0208050019";"0001";"9999";"0000";"0000";"1571";"0000018032";"0000018032";"0000000000";"9999"
"0208050027";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0208050035";"0001";"9999";"0000";"0000";"1571";"0000019099";"0000019099";"0000000000";"9999"
"0208050043";"0001";"9999";"0000";"0000";"1571";"0000045755";"0000045755";"0000000000";"9999"
"0208060014";"0001";"9999";"0000";"0000";"1571";"0000043801";"0000043801";"0000000000";"9999"
"0208060022";"0001";"9999";"0000";"0000";"1571";"0000020534";"0000020534";"0000000000";"9999"
"0208060030";"0001";"9999";"0000";"0000";"1571";"0000011916";"0000011916";"0000000000";"9999"
"0208070010";"0001";"9999";"0000";"0000";"1571";"0000045755";"0000045755";"0000000000";"9999"
"0208070028";"0001";"9999";"0000";"0000";"1571";"0000012751";"0000012751";"0000000000";"9999"
"0208070036";"0001";"9999";"0000";"0000";"1571";"0000012812";"0000012812";"0000000000";"9999"
"0208070044";"0001";"9999";"0000";"0000";"1571";"0000013050";"0000013050";"0000000000";"9999"
"0208080015";"0001";"9999";"0000";"0000";"1571";"0000011261";"0000011261";"0000000000";"9999"
"0208080023";"0001";"9999";"0000";"0000";"1571";"0000009737";"0000009737";"0000000000";"9999"
"0208080031";"0001";"9999";"0000";"0000";"1571";"0000005436";"0000005436";"0000000000";"9999"
"0208080040";"0001";"9999";"0000";"0000";"1571";"0000014133";"0000014133";"0000000000";"9999"
"0208090010";"0001";"9999";"0000";"0000";"1571";"0000090680";"0000090680";"0000000000";"9999"
"0208090029";"0001";"9999";"0000";"0000";"1571";"0000006623";"0000006623";"0000000000";"9999"
"0208090037";"0001";"9999";"0000";"0192";"1571";"0000028943";"0000028943";"0000000000";"9999"
"0209010010";"0001";"9999";"0000";"0000";"1571";"0000009068";"0000009068";"0000000000";"9999"
"0209010029";"0001";"9999";"0000";"0000";"1571";"0000011266";"0000011266";"0000000000";"9999"
"0209010037";"0001";"9999";"0000";"0000";"1571";"0000004816";"0000004816";"0000000000";"9999"
"0209010045";"0001";"9999";"0000";"0000";"1571";"0000004037";"0000004037";"0000000000";"9999"
"0209010053";"9999";"9999";"0000";"0000";"1571";"0000002313";"0000002313";"0000000000";"9999"
"0209010061";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000009500";"0000009500";"9999"
"0209020016";"0001";"9999";"0000";"0000";"1571";"0000001800";"0000001800";"0000000000";"9999"
"0209030011";"0001";"9999";"0000";"0120";"1571";"0000007650";"0000007650";"0000000000";"9999"
"0209040017";"0001";"9999";"0000";"0000";"1571";"0000003602";"0000003602";"0000000000";"9999"
"0209040025";"0001";"9999";"0000";"0000";"1571";"0000004714";"0000004714";"0000000000";"9999"
"0209040033";"0001";"0001";"0215";"0000";"1571";"0000013629";"0000034859";"0000021230";"9999"
"0209040041";"9999";"9999";"0000";"0000";"1571";"0000004550";"0000004550";"0000000000";"9999"
"0209040050";"0001";"0002";"0252";"0000";"1571";"0000048679";"0000000000";"0000026070";"9999"
"0210010010";"0001";"9999";"0000";"0000";"1571";"0000017946";"0000000000";"0000000000";"9999"
"0210010029";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000013701";"0000000000";"9999"
"0210010037";"0001";"9999";"0000";"0000";"1571";"0000013701";"0000013701";"0000000000";"9999"
"0210010045";"0001";"9999";"0000";"0000";"1571";"0000018973";"0000018973";"0000000000";"9999"
"0210010053";"0001";"9999";"0000";"0000";"1571";"0000017044";"0000017044";"0000000000";"9999"
"0210010061";"0001";"9999";"0000";"0000";"1571";"0000020101";"0000020101";"0000000000";"9999"
"0210010070";"0004";"9999";"0000";"0000";"1571";"0000017946";"0000017946";"0000000000";"9999"
"0210010088";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000020001";"0000000000";"9999"
"0210010096";"0001";"9999";"0000";"0000";"1571";"0000050433";"0000050433";"0000000000";"9999"
"0210010100";"0001";"9999";"0000";"0000";"1571";"0000050443";"0000050443";"0000000000";"9999"
"0210010118";"0001";"9999";"0000";"0000";"1571";"0000050443";"0000050443";"0000000000";"9999"
"0210010126";"0001";"9999";"0000";"0000";"1571";"0000017044";"0000017044";"0000000000";"9999"
"0210010134";"0002";"9999";"0000";"0000";"1571";"0000019031";"0000019031";"0000000000";"9999"
"0210010142";"0003";"9999";"0000";"0000";"1571";"0000020151";"0000020151";"0000000000";"9999"
"0210010150";"0002";"9999";"0000";"0000";"1571";"0000020101";"0000020101";"0000000000";"9999"
"0210010169";"0001";"9999";"0000";"0000";"1571";"0000018245";"0000018245";"0000000000";"9999"
"0210010177";"0004";"9999";"0000";"0000";"1571";"0000000000";"0000014594";"0000000000";"9999"
"0210010185";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000020001";"0000000000";"9999"
"0210010193";"0001";"9999";"0000";"0000";"1571";"0000019940";"0000019940";"0000000000";"9999"
"0210010207";"0001";"9999";"0000";"0000";"1571";"0000020101";"0000020001";"0000000000";"9999"
"0210020016";"0001";"9999";"0000";"0000";"1571";"0000004534";"0000004534";"0000000000";"9999"
"0211010014";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002842";"0000000000";"9999"
"0211010022";"9999";"9999";"0000";"0000";"0131";"0000000000";"0000000131";"0000000000";"9999"
"0211010030";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000131";"0000000000";"9999"
"0211010049";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000131";"0000000000";"9999"
"0211020010";"0001";"9999";"0000";"0144";"1571";"0000049252";"0000061472";"0000012220";"9999"
"0211020028";"0001";"9999";"0000";"0000";"0239";"0000049252";"0000065372";"0000016120";"9999"
"0211020036";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000515";"0000000000";"9999"
"0211020044";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003000";"0000000000";"9999"
"0211020052";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001007";"0000000000";"9999"
"0211020060";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003000";"0000000000";"9999"
"0211020079";"0002";"9999";"0000";"0000";"0001";"0000000000";"0000000000";"0000000000";"9999"
"0211030015";"0001";"9999";"0000";"0048";"1571";"0000000126";"0000000126";"0000000000";"9999"
"0211030023";"0001";"9999";"0000";"0048";"1571";"0000000126";"0000000126";"0000000000";"9999"
"0211030031";"0001";"9999";"0000";"0048";"1571";"0000000126";"0000000126";"0000000000";"9999"
"0211030040";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0211030058";"0001";"9999";"0000";"0048";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0211030066";"0001";"9999";"0000";"0048";"1571";"0000000126";"0000000126";"0000000000";"9999"
"0211030074";"0001";"9999";"0000";"0000";"1571";"0000000126";"0000000126";"0000000000";"9999"
"0211030082";"0001";"9999";"0000";"0000";"1571";"0000000126";"0000000126";"0000000000";"9999"
"0211030090";"0001";"9999";"0000";"0000";"1571";"0000000126";"0000000126";"0000000000";"9999"
"0211040010";"9999";"9999";"0000";"0108";"0731";"0000000000";"0000000169";"0000000000";"9999"
"0211040029";"9999";"9999";"0000";"0120";"1571";"0000000000";"0000000338";"0000000000";"9999"
"0211040037";"9999";"9999";"0000";"0120";"1571";"0000000000";"0000000280";"0000000000";"9999"
"0211040045";"9999";"9999";"0000";"0120";"1571";"0000000000";"0000002500";"0000000000";"9999"
"0211040053";"9999";"9999";"0000";"0108";"0731";"0000000000";"0000000169";"0000000000";"9999"
"0211040061";"9999";"9999";"0000";"0108";"0731";"0000000000";"0000000169";"0000000000";"9999"
"0211050016";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0211050024";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001134";"0000000000";"9999"
"0211050032";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002500";"0000000000";"9999"
"0211050040";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002500";"0000000000";"9999"
"0211050059";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002500";"0000000000";"9999"
"0211050067";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002700";"0000000000";"9999"
"0211050075";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002700";"0000000000";"9999"
"0211050083";"0004";"9999";"0000";"0000";"1571";"0000000000";"0000002700";"0000000000";"9999"
"0211050091";"0001";"0003";"0550";"0000";"1571";"0000087156";"0000000000";"0000083549";"9999"
"0211050105";"0001";"0001";"0120";"0000";"1571";"0000012500";"0000012500";"0000004500";"9999"
"0211050113";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000406";"0000000000";"9999"
"0211050121";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000406";"0000000000";"9999"
"0211050130";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000406";"0000000000";"9999"
"0211050148";"0001";"0002";"0080";"0000";"1571";"0000087156";"0000000000";"0000083549";"9999"
"0211050156";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002700";"0000000000";"9999"
"0211060011";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000002424";"0000000000";"9999"
"0211060020";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001234";"0000000000";"9999"
"0211060038";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004000";"0000000000";"9999"
"0211060054";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000337";"0000000000";"9999"
"0211060062";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001011";"0000000000";"9999"
"0211060070";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002424";"0000000000";"9999"
"0211060089";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002424";"0000000000";"9999"
"0211060097";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000337";"0000000000";"9999"
"0211060100";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000337";"0000000000";"9999"
"0211060119";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000674";"0000000000";"9999"
"0211060127";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000002424";"0000000000";"9999"
"0211060135";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000337";"0000000000";"9999"
"0211060143";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002424";"0000000000";"9999"
"0211060151";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000337";"0000000000";"9999"
"0211060160";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002424";"0000000000";"9999"
"0211060178";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000002468";"0000000000";"9999"
"0211060186";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000006400";"0000000000";"9999"
