"co_procedimento";"qt_maxima_execucao";"qt_dias_permanencia";"qt_pontos";"vl_idade_minima";"vl_idade_maxima";"vl_servico_hospitalar";"vl_servico_ambulatorial";"vl_servico_profissional";"qt_tempo_permanencia"
"0414020065";"9999";"9999";"0000";"0120";"1571";"0000001298";"0000001298";"0000000000";"9999"
"0414020073";"9999";"9999";"0000";"0000";"1571";"0000002192";"0000002192";"0000000000";"9999"
"0414020081";"9999";"9999";"0000";"0120";"1571";"0000001298";"0000001298";"0000000000";"9999"
"0414020090";"9999";"9999";"0000";"0120";"1571";"0000002192";"0000002192";"0000000000";"9999"
"0414020120";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0414020138";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0414020146";"9999";"9999";"0000";"0060";"1571";"0000001298";"0000001298";"0000000000";"9999"
"0414020154";"9999";"9999";"0000";"0024";"1571";"0000001502";"0000001502";"0000000000";"9999"
"0414020162";"9999";"9999";"0000";"0024";"1571";"0000001298";"0000001298";"0000000000";"9999"
"0414020170";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0414020200";"9999";"9999";"0000";"0000";"1571";"0000001502";"0000001502";"0000000000";"9999"
"0414020219";"9999";"9999";"0000";"0000";"1571";"0000001918";"0000001918";"0000000000";"9999"
"0414020243";"9999";"9999";"0000";"0060";"1571";"0000001918";"0000001918";"0000000000";"9999"
"0414020278";"9999";"9999";"0000";"0000";"1571";"0000002272";"0000002272";"0000000000";"9999"
"0414020294";"9999";"9999";"0000";"0000";"1571";"0000001136";"0000001136";"0000000000";"9999"
"0414020359";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0414020367";"9999";"9999";"0000";"0060";"1571";"0000002272";"0000002272";"0000000000";"9999"
"0414020375";"9999";"9999";"0000";"0060";"1571";"0000001298";"0000001298";"0000000000";"9999"
"0414020383";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0414020405";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0414020413";"0001";"0001";"0150";"0000";"1571";"0000011992";"0000000000";"0000020842";"9999"
"0414020421";"0006";"9999";"0000";"0000";"1571";"0000000000";"0000026010";"0000000000";"9999"
"0415010012";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0415020018";"0001";"9999";"0000";"0216";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0415020034";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0415020042";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0415020050";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0415020069";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0415020077";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0415030013";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0415040027";"0001";"0003";"0250";"0000";"1571";"0000035166";"0000000000";"0000017011";"9999"
"0415040035";"0002";"0003";"0250";"0000";"1571";"0000032717";"0000000000";"0000021591";"9999"
"0415040043";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002986";"0000000000";"9999"
"0415040051";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000007315";"0000000000";"9999"
"0416010016";"0001";"0005";"0275";"0144";"1571";"0000063936";"0000000000";"0000019992";"9999"
"0416010024";"0001";"0010";"0450";"0000";"1571";"0000316758";"0000000000";"0000089487";"9999"
"0416010032";"0001";"0010";"0450";"0000";"1571";"0000312311";"0000000000";"0000088442";"9999"
"0416010040";"0001";"0010";"0450";"0000";"1571";"0000318482";"0000000000";"0000089891";"9999"
"0416010075";"0001";"0004";"0250";"0000";"1571";"0000131639";"0000000000";"0000043691";"9999"
"0416010091";"0001";"0005";"0250";"0000";"1571";"0000171130";"0000000000";"0000056798";"9999"
"0416010113";"0002";"0001";"0200";"0000";"1571";"0000058809";"0000000000";"0000026440";"9999"
"0416010121";"0001";"0004";"0300";"0480";"1571";"0000279007";"0000000000";"0000119322";"9999"
"0416010130";"0001";"0004";"0300";"0480";"1571";"0000346631";"0000000000";"0000094995";"9999"
"0416010164";"0001";"0005";"0450";"0000";"1571";"0000338117";"0000000000";"0000089901";"9999"
"0416010172";"0001";"0003";"0240";"0144";"1571";"0000083031";"0000000000";"0000021011";"9999"
"0416010180";"0002";"0005";"0250";"0000";"1571";"0000297686";"0000000000";"0000087318";"9999"
"0416010199";"0002";"0005";"0250";"0000";"1571";"0000305798";"0000000000";"0000089295";"9999"
"0416010202";"0002";"0006";"0450";"0000";"1571";"0000213018";"0000000000";"0000058092";"9999"
"0416010210";"0001";"0004";"0250";"0000";"1571";"0000171130";"0000000000";"0000056798";"9999"
"0416010229";"0001";"0005";"0275";"0144";"1571";"0000083117";"0000000000";"0000025990";"9999"
"0416020020";"0001";"0003";"0300";"0144";"1571";"0000121856";"0000000000";"0000045484";"9999"
"0416020151";"0002";"0004";"0300";"0144";"1571";"0000145279";"0000000000";"0000047777";"9999"
"0416020160";"0002";"0004";"0300";"0144";"1571";"0000188863";"0000000000";"0000062110";"9999"
"0416020178";"0002";"0002";"0300";"0144";"1571";"0000188863";"0000000000";"0000062110";"9999"
"0416020186";"0002";"0002";"0300";"0000";"1571";"0000188863";"0000000000";"0000062110";"9999"
"0416020194";"0001";"0004";"0300";"0144";"1571";"0000292163";"0000000000";"0000089295";"9999"
"0416020208";"0002";"0004";"0300";"0144";"1571";"0000135439";"0000000000";"0000045503";"9999"
"0416020216";"0002";"0002";"0300";"0144";"1571";"0000145353";"0000000000";"0000048428";"9999"
"0416020224";"0001";"0005";"0300";"0000";"1571";"0000350595";"0000000000";"0000107141";"9999"
"0416020232";"0002";"0004";"0300";"0144";"1571";"0000133136";"0000000000";"0000047769";"9999"
"0416020240";"0002";"0002";"0300";"0000";"1571";"0000054329";"0000000000";"0000018458";"9999"
"0416020259";"0002";"0005";"0450";"0144";"1571";"0000330363";"0000000000";"0000099942";"9999"
"0416030017";"0001";"0002";"0300";"0144";"1571";"0000104130";"0000000000";"0000045501";"9999"
"0416030025";"0001";"0002";"0200";"0144";"1571";"0000059139";"0000000000";"0000020010";"9999"
"0416030033";"0001";"0002";"0200";"0144";"1571";"0000059139";"0000000000";"0000017162";"9999"
"0416030041";"0001";"0002";"0200";"0144";"1571";"0000059139";"0000000000";"0000022310";"9999"
"0416030068";"0001";"0004";"0300";"0144";"1571";"0000051720";"0000000000";"0000055995";"9999"
"0416030076";"0001";"0008";"0450";"0228";"1571";"0000294984";"0000000000";"0000108757";"9999"
"0416030084";"0001";"0004";"0300";"0144";"1571";"0000158443";"0000000000";"0000064976";"9999"
"0416030092";"0001";"0003";"0320";"0144";"1571";"0000098783";"0000000000";"0000054042";"9999"
"0416030149";"0001";"0001";"0050";"0144";"1571";"0000019176";"0000000000";"0000019896";"9999"
"0416030157";"0001";"0002";"0200";"0144";"1571";"0000059139";"0000000000";"0000020010";"9999"
"0416030165";"0001";"0004";"0362";"0144";"1571";"0000135379";"0000000000";"0000034994";"9999"
"0416030173";"0001";"0007";"0450";"0144";"1571";"0000297072";"0000000000";"0000084170";"9999"
"0416030181";"0001";"0007";"0450";"0144";"1571";"0000386194";"0000000000";"0000109420";"9999"
"0416030190";"0001";"0008";"0650";"0228";"1571";"0000581630";"0000000000";"0000156848";"9999"
"0416030203";"0001";"0005";"0350";"0144";"1571";"0000298272";"0000000000";"0000080435";"9999"
"0416030211";"0001";"0005";"0200";"0144";"1571";"0000178111";"0000000000";"0000048793";"9999"
"0416030220";"0001";"0006";"0200";"0144";"1571";"0000231545";"0000000000";"0000063431";"9999"
"0416030238";"0001";"0005";"0200";"0144";"1571";"0000158469";"0000000000";"0000054075";"9999"
"0416030246";"0001";"0004";"0450";"0000";"1571";"0000076883";"0000000000";"0000022308";"9999"
"0416030254";"0001";"0004";"0250";"0228";"1571";"0000139741";"0000000000";"0000072805";"9999"
"0416030262";"0001";"0005";"0400";"0228";"1571";"0000460592";"0000000000";"0000121276";"9999"
"0416030270";"0001";"0002";"0514";"0000";"1571";"0000222639";"0000000000";"0000060991";"9999"
"0416030289";"0001";"0002";"0200";"0228";"1571";"0000046857";"0000000000";"0000044193";"9999"
"0416030297";"0001";"0003";"0200";"0228";"1571";"0000044193";"0000000000";"0000046857";"9999"
"0416030300";"0001";"0007";"0450";"0144";"1571";"0000348978";"0000000000";"0000094109";"9999"
"0416030319";"0001";"0007";"0450";"0144";"1571";"0000465304";"0000000000";"0000125479";"9999"
"0416030327";"0001";"0002";"0200";"0144";"1571";"0000059139";"0000000000";"0000020010";"9999"
"0416030335";"0002";"0003";"0150";"0000";"1571";"0000046857";"0000000000";"0000044193";"9999"
"0416030343";"0001";"0004";"0150";"0000";"1571";"0000046857";"0000000000";"0000044193";"9999"
"0416030351";"0001";"0002";"0240";"0144";"1571";"0000076881";"0000000000";"0000026011";"9999"
"0416030360";"0001";"0008";"0514";"0000";"1571";"0000306317";"0000000000";"0000112347";"9999"
"0416040012";"0001";"0004";"0250";"0144";"1571";"0000092748";"0000000000";"0000032512";"9999"
"0416040020";"0001";"0006";"0200";"0144";"1571";"0000148231";"0000000000";"0000054122";"9999"
"0416040039";"0001";"0010";"0545";"0144";"1571";"0000415605";"0000000000";"0000122048";"9999"
"0416040047";"0001";"0007";"0386";"0144";"1571";"0000322898";"0000000000";"0000090929";"9999"
"0416040055";"0001";"0010";"0300";"0144";"1571";"0000319697";"0000000000";"0000090177";"9999"
"0416040071";"0001";"0010";"0545";"0144";"1571";"0000276203";"0000000000";"0000073225";"9999"
"0416040101";"0002";"0006";"0150";"0000";"1571";"0000158443";"0000000000";"0000054101";"9999"
"0416040110";"0001";"0008";"0514";"0000";"1571";"0000301910";"0000000000";"0000085347";"9999"
"0416040128";"0001";"0010";"0300";"0000";"1571";"0000430074";"0000000000";"0000120629";"9999"
"0416040144";"0001";"0008";"0650";"0000";"1571";"0000513474";"0000000000";"0000143493";"9999"
"0416040179";"0001";"0002";"0080";"0228";"1571";"0000055168";"0000000000";"0000032177";"9999"
"0416040187";"0001";"0002";"0080";"0228";"1571";"0000032177";"0000000000";"0000072066";"9999"
"0416040195";"0001";"0002";"0080";"0228";"1571";"0000080795";"0000000000";"0000029205";"9999"
"0416040209";"0001";"0002";"0545";"0000";"1571";"0000352640";"0000000000";"0000102540";"9999"
"0416040217";"0001";"0007";"0545";"0144";"1571";"0000220962";"0000000000";"0000058580";"9999"
"0416040225";"0001";"0004";"0150";"0000";"1571";"0000126755";"0000000000";"0000043281";"9999"
"0416040233";"0001";"0004";"0150";"0144";"1571";"0000087196";"0000000000";"0000048479";"9999"
"0416040241";"0001";"0004";"0150";"0144";"1571";"0000113355";"0000000000";"0000063023";"9999"
"0416040250";"0001";"0005";"0450";"0000";"1571";"0000394980";"0000000000";"0000110379";"9999"
"0416040268";"0001";"0008";"0450";"0000";"1571";"0000513474";"0000000000";"0000143493";"9999"
"0416040276";"0001";"0008";"0650";"0000";"1571";"0000394980";"0000000000";"0000110379";"9999"
"0416040284";"0001";"0002";"0300";"0216";"1571";"0000138896";"0000000000";"0000150000";"9999"
"0416050018";"0001";"0008";"0545";"0144";"1571";"0000434101";"0000000000";"0000121575";"9999"
"0416050026";"0001";"0005";"0300";"0000";"1571";"0000131630";"0000000000";"0000065547";"9999"
"0416050034";"0001";"0008";"0300";"0000";"1571";"0000517056";"0000000000";"0000117026";"9999"
"0416050050";"0001";"0004";"0240";"0144";"1571";"0000076881";"0000000000";"0000022308";"9999"
"0416050077";"0001";"0008";"0300";"0144";"1571";"0000426354";"0000000000";"0000117086";"9999"
"0416050093";"0001";"0008";"0545";"0144";"1571";"0000413636";"0000000000";"0000112866";"9999"
"0416050107";"0001";"0008";"0545";"0000";"1571";"0000537727";"0000000000";"0000146726";"9999"
"0416050115";"0001";"0008";"0450";"0144";"1571";"0000437235";"0000000000";"0000130108";"9999"
"0416060013";"0001";"0002";"0300";"0144";"1571";"0000135383";"0000000000";"0000045486";"9999"
"0416060021";"0001";"0002";"0300";"0000";"1571";"0000113987";"0000000000";"0000040523";"9999"
"0416060030";"0001";"0003";"0250";"0144";"1571";"0000076879";"0000000000";"0000030015";"9999"
"0416060056";"0001";"0007";"0450";"0000";"1571";"0000413636";"0000000000";"0000112866";"9999"
"0416060064";"0001";"0005";"0300";"0144";"1571";"0000423850";"0000000000";"0000116493";"9999"
"0416060080";"0001";"0004";"0200";"0144";"1571";"0000423850";"0000000000";"0000116493";"9999"
"0416060099";"0001";"0004";"0550";"0144";"1571";"0000395501";"0000000000";"0000123388";"9999"
"0416060102";"0001";"0003";"0300";"0144";"1571";"0000083123";"0000000000";"0000030008";"9999"
"0416060110";"0001";"0002";"0300";"0000";"1571";"0000171124";"0000000000";"0000056800";"9999"
"0416060129";"0001";"0005";"0545";"0000";"1571";"0000352640";"0000000000";"0000102540";"9999"
"0416080014";"0001";"0002";"0150";"0000";"1571";"0000029118";"0000000000";"0000010500";"9999"
"0416080030";"0001";"0002";"0150";"0000";"1571";"0000029118";"0000000000";"0000010500";"9999"
"0416080081";"0002";"0004";"0450";"0000";"1571";"0000239514";"0000000000";"0000096390";"9999"
"0416080090";"0001";"0006";"0450";"0000";"1571";"0000304658";"0000000000";"0000105179";"9999"
"0416080111";"0001";"0004";"0450";"0000";"1571";"0000311368";"0000000000";"0000125307";"9999"
"0416080120";"0001";"0002";"0240";"0000";"1571";"0000042580";"0000000000";"0000014006";"9999"
"0416090010";"0001";"0002";"0450";"0000";"1571";"0000200864";"0000000000";"0000085199";"9999"
"0416090028";"0001";"0002";"0300";"0000";"1571";"0000200864";"0000000000";"0000085199";"9999"
"0416090036";"0001";"0007";"0450";"0000";"1571";"0000209757";"0000000000";"0000106785";"9999"
"0416090079";"0001";"0010";"0450";"0000";"1571";"0000419884";"0000000000";"0000114334";"9999"
"0416090109";"0001";"0006";"0450";"0000";"1571";"0000212654";"0000000000";"0000093275";"9999"
"0416090117";"0001";"0006";"0450";"0000";"1571";"0000209757";"0000000000";"0000106785";"9999"
"0416090125";"0001";"0006";"0450";"0000";"1571";"0000272684";"0000000000";"0000138821";"9999"
"0416090133";"0001";"0004";"0400";"0000";"1571";"0000293941";"0000000000";"0000103280";"9999"
"0416110010";"0001";"0006";"0300";"0000";"1571";"0000253286";"0000000000";"0000074997";"9999"
"0416110029";"0001";"0005";"0400";"0000";"1571";"0000392570";"0000000000";"0000110976";"9999"
"0416110037";"0001";"0006";"0450";"0000";"1571";"0000442564";"0000000000";"0000123560";"9999"
"0416110045";"0001";"0007";"0400";"0000";"1571";"0000276923";"0000000000";"0000113279";"9999"
"0416110053";"0001";"0004";"0250";"0000";"1571";"0000158451";"0000000000";"0000062417";"9999"
"0416110061";"0001";"0005";"0300";"0000";"1571";"0000227957";"0000000000";"0000067497";"9999"
"0416110070";"0001";"0003";"0300";"0000";"1571";"0000205161";"0000000000";"0000067497";"9999"
"0416110088";"0001";"0004";"0400";"0000";"1571";"0000306317";"0000000000";"0000112347";"9999"
"0416120024";"0002";"0003";"0300";"0144";"1571";"0000153772";"0000000000";"0000092513";"9999"
"0416120032";"0001";"0002";"0250";"0144";"1571";"0000131238";"0000000000";"0000073269";"9999"
"0416120040";"0002";"0002";"0200";"0144";"1571";"0000095805";"0000000000";"0000054059";"9999"
"0416120059";"0002";"0001";"0097";"0144";"1571";"0000118114";"0000000000";"0000073269";"9999"
"0417010010";"0001";"9999";"0000";"0108";"0731";"0000000000";"0000000000";"0000006118";"9999"
"0417010028";"0001";"9999";"0000";"0108";"0731";"0000000000";"0000000000";"0000004830";"9999"
"0417010036";"9999";"9999";"0000";"0108";"0731";"0000000000";"0000000000";"0000009660";"9999"
"0417010044";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000008400";"9999"
"0417010052";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000002227";"0000008400";"9999"
"0417010060";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000001515";"0000001515";"9999"
"0418010013";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000145385";"0000000000";"9999"
"0418010021";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000068553";"0000000000";"9999"
"0418010030";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000060000";"0000000000";"9999"
"0418010048";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000020000";"0000000000";"9999"
"0418010056";"0001";"9999";"0000";"0000";"1571";"0000016389";"0000000000";"0000000000";"9999"
"0418010064";"0003";"9999";"0000";"0000";"1571";"0000000000";"0000011581";"0000000000";"9999"
"0418010072";"0001";"9999";"0000";"0000";"1571";"0000020680";"0000000000";"0000000000";"9999"
"0418010080";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000040000";"0000000000";"9999"
"0418010099";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000011029";"0000000000";"9999"
"0418020019";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000060000";"0000000000";"9999"
"0418020027";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000060000";"0000000000";"9999"
"0418020035";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000040000";"0000000000";"9999"
"0501010017";"0001";"9999";"0000";"0000";"0731";"0000000000";"0000002750";"0000000000";"9999"
"0501010025";"0001";"9999";"0000";"0000";"1331";"0000000000";"0000015000";"0000000000";"9999"
"0501010033";"0001";"9999";"0000";"0000";"1331";"0000000000";"0000022500";"0000000000";"9999"
"0501010041";"0001";"9999";"0000";"0000";"1331";"0000000000";"0000065000";"0000000000";"9999"
"0501010050";"0001";"9999";"0000";"0216";"0731";"0000000000";"0000037500";"0000000000";"9999"
"0501010068";"0002";"9999";"0000";"0216";"0731";"0000000000";"0000065000";"0000000000";"9999"
"0501010076";"0001";"9999";"0000";"0216";"0731";"0000000000";"0000022500";"0000000000";"9999"
"0501010084";"0001";"9999";"0000";"0216";"0731";"0000000000";"0000015000";"0000000000";"9999"
"0501010092";"0001";"9999";"0000";"0216";"0731";"0000000000";"0000130000";"0000000000";"9999"
"0501020012";"0001";"9999";"0000";"0000";"0851";"0000000000";"0000037500";"0000000000";"9999"
"0501020020";"0001";"9999";"0000";"0000";"0851";"0000000000";"0000065000";"0000000000";"9999"
"0501020039";"0001";"9999";"0000";"0000";"0851";"0000000000";"0000130000";"0000000000";"9999"
"0501030018";"9999";"9999";"0000";"9999";"9999";"0000000000";"0004800000";"0000000000";"9999"
"0501030026";"9999";"9999";"0000";"9999";"9999";"0000000000";"0002600000";"0000000000";"9999"
"0501030034";"9999";"9999";"0000";"9999";"9999";"0000000000";"0001000000";"0000000000";"9999"
"0501030042";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000040000";"0000000000";"9999"
"0501030050";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000120000";"0000000000";"9999"
"0501030069";"0001";"0001";"2500";"0000";"0911";"0000418410";"0000000000";"0000073837";"9999"
"0501030077";"0001";"9999";"0000";"0000";"0911";"0000000000";"0000246124";"0000000000";"9999"
"0501030085";"0001";"9999";"0000";"0000";"0851";"0000000000";"0000100000";"0000000000";"9999"
"0501030093";"0001";"9999";"0000";"0000";"0911";"0000000000";"0000200000";"0000000000";"9999"
"0501030107";"0001";"9999";"0000";"0000";"0851";"0000000000";"0000346124";"0000000000";"9999"
"0501030115";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000341118";"0000000000";"9999"
"0501030123";"0001";"9999";"0000";"0000";"0851";"0000000000";"0000220000";"0000000000";"9999"
"0501040013";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000004551";"0000000000";"9999"
"0501040021";"0001";"9999";"0000";"0000";"1571";"0000035000";"0000035000";"0000000000";"9999"
"0501040030";"0001";"9999";"0000";"0216";"1091";"0000000000";"0000015000";"0000000000";"9999"
"0501040048";"0001";"9999";"0000";"0216";"1091";"0000000000";"0000020000";"0000000000";"9999"
"0501040056";"0001";"9999";"0000";"0216";"1571";"0000000000";"0000007585";"0000000000";"9999"
"0501040064";"0001";"9999";"0000";"0000";"1571";"0000030000";"0000030000";"0000000000";"9999"
"0501040072";"0001";"9999";"0000";"0216";"1091";"0000000000";"0000030000";"0000000000";"9999"
"0501050019";"0002";"9999";"0000";"0000";"1571";"0000000000";"0000018000";"0000000000";"9999"
"0501050027";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000035000";"0000000000";"9999"
"0501050035";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000018000";"0000000000";"9999"
"0501050043";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000034020";"0000000000";"9999"
"0501060014";"0002";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000000000";"9999"
"0501060022";"0002";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000000000";"9999"
"0501060030";"0002";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000000000";"9999"
"0501060049";"0002";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000000000";"9999"
"0501060057";"0002";"9999";"0000";"0000";"1091";"0000060000";"0000000000";"0000000000";"9999"
"0501070010";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000006000";"0000000000";"9999"
"0501070028";"0001";"9999";"0000";"0000";"1091";"0000018600";"0000018600";"0000000000";"9999"
"0501070036";"0001";"9999";"0000";"0000";"1091";"0000001500";"0000000000";"0000000000";"9999"
"0501070044";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000246883";"0000000000";"9999"
"0501070052";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000031852";"0000000000";"9999"
"0501070060";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000116511";"0000000000";"9999"
"0501070079";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000190159";"0000000000";"9999"
"0501070087";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000018450";"0000000000";"9999"
"0501070095";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000025785";"0000000000";"9999"
"0501070109";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000059802";"0000000000";"9999"
"0501070117";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000022182";"0000000000";"9999"
"0501080015";"0002";"9999";"0000";"0000";"1571";"0000003500";"0000003500";"0000000000";"9999"
"0501080023";"0002";"9999";"0000";"0000";"1571";"0000007500";"0000007500";"0000000000";"9999"
"0501080031";"0004";"9999";"0000";"0000";"1571";"0000005233";"0000005233";"0000000000";"9999"
"0501080040";"0004";"9999";"0000";"0000";"1571";"0000005233";"0000005233";"0000000000";"9999"
"0501080058";"0004";"9999";"0000";"0000";"1571";"0000005233";"0000005233";"0000000000";"9999"
"0501080066";"0002";"9999";"0000";"0000";"1571";"0000002500";"0000002500";"0000000000";"9999"
"0501080074";"0002";"9999";"0000";"0000";"1571";"0000001500";"0000001500";"0000000000";"9999"
"0501080082";"0002";"9999";"0000";"0000";"1571";"0000002000";"0000000000";"0000000000";"9999"
"0501080090";"0002";"9999";"0000";"0000";"1571";"0000001200";"0000001200";"0000000000";"9999"
"0501080104";"0004";"9999";"0000";"0000";"1571";"0000005233";"0000005233";"0000000000";"9999"
"0502010010";"0001";"9999";"0000";"0024";"1091";"0000007500";"0000000000";"0000014000";"9999"
"0502010029";"0001";"9999";"0000";"0000";"0035";"0000012500";"0000000000";"0000015000";"9999"
"0503010014";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000000000";"9999"
"0503010022";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000000000";"9999"
"0503020010";"0001";"0005";"2500";"0216";"1571";"0000467000";"0000000000";"0000271400";"9999"
"0503020028";"0001";"0004";"2500";"0216";"1571";"0000099326";"0000000000";"0000113034";"9999"
"0503030015";"0001";"9999";"0000";"0000";"1091";"0000050000";"0000000000";"0000040000";"9999"
"0503030023";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000117000";"9999"
"0503030031";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000026000";"9999"
"0503030040";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000234000";"9999"
"0503030058";"0001";"9999";"0000";"0024";"0971";"0000000000";"0000032238";"0000032238";"9999"
"0503030066";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000234000";"9999"
"0503030074";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000234000";"9999"
"0503030082";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000117000";"9999"
"0503030090";"0001";"9999";"0000";"0120";"0851";"0000037000";"0000000000";"0000080000";"9999"
"0503030104";"0001";"9999";"0000";"0216";"0731";"0000037000";"0000000000";"0000080000";"9999"
"0503040010";"0001";"9999";"0000";"0000";"1091";"0000020000";"0000000000";"0000020000";"9999"
"0503040029";"0001";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000090000";"9999"
"0503040037";"0002";"9999";"0000";"0000";"1091";"0000000000";"0000000000";"0000045000";"9999"
"0503040045";"0001";"9999";"0000";"0000";"1091";"0000043661";"0000000000";"0000007202";"9999"
"0503040053";"0001";"9999";"0000";"0000";"1091";"0000010000";"0000000000";"0000032000";"9999"
"0503040061";"0001";"9999";"0000";"0024";"0971";"0000010000";"0000042000";"0000032000";"9999"
"0503040088";"0006";"9999";"0000";"0000";"1091";"0000026000";"0000000000";"0000000000";"9999"
"0504010018";"0002";"9999";"0000";"9999";"9999";"0000006480";"0000006480";"0000000000";"9999"
"0504010026";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0504010034";"0002";"9999";"0000";"9999";"9999";"0000036720";"0000036720";"0000000000";"9999"
"0504020013";"0001";"9999";"0000";"9999";"9999";"0000029000";"0000000000";"0000000000";"9999"
"0504020021";"0001";"9999";"0000";"9999";"9999";"0000155000";"0000000000";"0000000000";"9999"
"0504020030";"0001";"9999";"0000";"9999";"9999";"0000221000";"0000000000";"0000000000";"9999"
"0504020048";"0001";"9999";"0000";"9999";"9999";"0000059000";"0000000000";"0000000000";"9999"
"0504020056";"0001";"9999";"0000";"9999";"9999";"0000114000";"0000000000";"0000000000";"9999"
"0504030027";"0001";"9999";"0000";"9999";"9999";"0000369150";"0000000000";"0000000000";"9999"
"0504040014";"0030";"9999";"0000";"9999";"9999";"0000000000";"0000025913";"0000000000";"9999"
"0504040022";"0015";"9999";"0000";"9999";"9999";"0000000000";"0000025913";"0000000000";"9999"
"0505010011";"0001";"0029";"2500";"0000";"0851";"0004669838";"0000000000";"0000824089";"9999"
"0505010020";"0001";"0035";"2500";"0000";"0731";"0006086191";"0000000000";"0001074034";"9999"
"0505010038";"0001";"0035";"5320";"0000";"0731";"0004961702";"0000000000";"0000875595";"9999"
"0505010046";"0001";"0035";"5320";"0000";"0791";"0006086191";"0000000000";"0001074034";"9999"
"0505010054";"0001";"0025";"2500";"0000";"0791";"0004669838";"0000000000";"0000824089";"9999"
"0505010062";"0001";"0030";"2500";"0000";"0731";"0006086191";"0000000000";"0001074034";"9999"
"0505010070";"0001";"0007";"2500";"0000";"0911";"0001952347";"0000000000";"0000344531";"9999"
"0505010089";"0001";"0007";"2500";"0000";"0911";"0001952347";"0000000000";"0000344531";"9999"
"0505010097";"0001";"0001";"0500";"0000";"1571";"0000087000";"0000207000";"0000120000";"9999"
"0505010100";"0001";"0001";"0500";"0000";"1571";"0000073217";"0000112930";"0000039713";"9999"
"0505010119";"0001";"0001";"0500";"0000";"1571";"0000073217";"0000112930";"0000039713";"9999"
