"co_procedimento";"co_servico"
"0213010658";"141"
"0213010666";"141"
"0213010674";"141"
"0213010682";"141"
"0213010690";"141"
"0213010704";"141"
"0213020017";"141"
"0213020025";"141"
"0213020033";"141"
"0213020041";"141"
"0213020050";"141"
"0213020068";"141"
"0213020076";"141"
"0213020084";"141"
"0301010102";"131"
"0301010196";"168"
"0301010196";"168"
"0301010200";"168"
"0301010200";"168"
"0301010218";"168"
"0301010218";"168"
"0301010226";"168"
"0301010226";"168"
"0301020019";"108"
"0301020027";"108"
"0301030022";"103"
"0301030049";"103"
"0301030057";"103"
"0301030057";"103"
"0301030081";"103"
"0301030090";"103"
"0301030103";"103"
"0301030111";"104"
"0301030120";"104"
"0301030138";"104"
"0301030146";"104"
"0301030154";"103"
"0301030162";"103"
"0301030162";"103"
"0301040052";"165"
"0301040060";"165"
"0301050015";"133"
"0301050031";"113"
"0301050031";"113"
"0301050031";"113"
"0301050040";"113"
"0301050066";"113"
"0301050066";"113"
"0301050066";"133"
"0301050074";"113"
"0301050082";"113"
"0301050082";"113"
"0301050112";"113"
"0301050112";"113"
"0301050120";"113"
"0301050120";"113"
"0301050139";"113"
"0301050139";"113"
"0301050147";"108"
"0301050147";"113"
"0301050147";"113"
"0301050155";"113"
"0301050155";"113"
"0301070016";"107"
"0301070024";"113"
"0301070024";"113"
"0301070024";"113"
"0301070024";"113"
"0301070024";"135"
"0301070024";"135"
"0301070024";"135"
"0301070024";"135"
"0301070024";"135"
"0301070024";"135"
"0301070032";"135"
"0301070032";"135"
"0301070040";"115"
"0301070040";"135"
"0301070040";"135"
"0301070040";"135"
"0301070040";"135"
"0301070040";"135"
"0301070040";"135"
"0301070040";"135"
"0301070067";"113"
"0301070067";"113"
"0301070067";"113"
"0301070067";"113"
"0301070067";"135"
"0301070067";"135"
"0301070067";"135"
"0301070067";"135"
"0301070067";"135"
"0301070067";"135"
"0301070075";"135"
"0301070075";"135"
"0301070075";"135"
"0301070075";"135"
"0301070075";"135"
"0301070075";"135"
"0301070075";"135"
"0301070083";"135"
"0301070083";"135"
"0301070083";"135"
"0301070083";"135"
"0301070083";"135"
"0301070083";"135"
"0301070091";"135"
"0301070091";"135"
"0301070105";"135"
"0301070105";"135"
"0301070113";"113"
"0301070113";"113"
"0301070113";"113"
"0301070113";"113"
"0301070113";"135"
"0301070113";"135"
"0301070113";"135"
"0301070113";"135"
"0301070113";"135"
"0301070113";"135"
"0301070121";"135"
"0301070130";"135"
"0301070130";"135"
"0301070148";"135"
"0301070148";"135"
"0301070156";"135"
"0301070156";"135"
"0301070164";"135"
"0301070164";"135"
"0301070172";"107"
"0301070180";"107"
"0301070199";"107"
"0301080011";"119"
"0301080020";"115"
"0301080038";"115"
"0301080046";"115"
"0301080046";"115"
"0301080046";"115"
"0301080160";"115"
"0301080160";"135"
"0301080160";"135"
"0301080160";"135"
"0301080160";"135"
"0301080160";"135"
"0301080160";"135"
"0301080178";"115"
"0301080194";"115"
"0301080208";"115"
"0301080216";"115"
"0301080224";"115"
"0301080232";"115"
"0301080240";"115"
"0301080259";"115"
"0301080267";"115"
"0301080275";"115"
"0301080283";"115"
"0301080291";"115"
"0301080305";"115"
"0301080313";"115"
"0301080321";"115"
"0301080330";"115"
"0301080348";"115"
"0301080356";"115"
"0301080364";"115"
"0301080372";"115"
"0301080380";"115"
"0301080399";"115"
"0301110018";"117"
"0301110026";"117"
"0301120056";"127"
"0301120064";"139"
"0301120072";"139"
"0301120080";"127"
"0301130035";"153"
"0301130043";"153"
"0301130043";"153"
"0301130051";"130"
"0301130060";"130"
"0301140014";"113"
"0301140014";"113"
"0302010017";"126"
"0302010025";"126"
"0302010033";"126"
"0302020012";"113"
"0302020012";"113"
"0302020012";"113"
"0302020012";"113"
"0302020012";"126"
"0302020020";"113"
"0302020020";"113"
"0302020020";"113"
"0302020020";"113"
"0302020020";"126"
"0302020039";"126"
"0302030018";"126"
"0302030018";"135"
"0302030018";"135"
"0302030026";"126"
"0302030026";"135"
"0302030026";"135"
"0302040013";"126"
"0302040013";"126"
"0302040013";"126"
"0302040013";"126"
"0302040013";"135"
"0302040013";"135"
"0302040021";"113"
"0302040021";"113"
"0302040021";"113"
"0302040021";"113"
"0302040021";"126"
"0302040021";"135"
"0302040021";"135"
"0302040021";"135"
"0302040030";"113"
"0302040030";"113"
"0302040030";"113"
"0302040030";"113"
"0302040030";"126"
"0302040048";"126"
"0302040048";"135"
"0302040048";"135"
"0302040056";"126"
"0302040056";"135"
"0302040056";"135"
"0302050019";"126"
"0302050019";"135"
"0302050019";"135"
"0302050027";"113"
"0302050027";"113"
"0302050027";"113"
"0302050027";"113"
"0302050027";"126"
"0302050027";"135"
"0302050027";"135"
"0302050027";"135"
"0302050035";"126"
"0302060014";"113"
"0302060014";"113"
"0302060014";"113"
"0302060014";"113"
"0302060014";"126"
"0302060014";"135"
"0302060014";"135"
"0302060014";"135"
"0302060022";"113"
"0302060022";"113"
"0302060022";"113"
"0302060022";"113"
"0302060022";"126"
"0302060022";"135"
"0302060022";"135"
"0302060022";"135"
"0302060030";"126"
"0302060030";"135"
"0302060030";"135"
"0302060049";"126"
"0302060049";"135"
"0302060049";"135"
"0302060049";"135"
"0302060049";"135"
"0302060057";"126"
"0302060057";"135"
"0302060057";"135"
"0302070010";"126"
"0302070028";"126"
"0302070036";"126"
"0303030089";"153"
"0303030097";"153"
"0303040068";"105"
"0303040068";"105"
"0303040068";"105"
"0303040068";"105"
"0303040068";"105"
"0303040068";"105"
"0303040068";"105"
"0303040068";"105"
"0303040068";"132"
"0303040106";"105"
"0303040106";"105"
"0303040106";"105"
"0303040106";"105"
"0303040106";"105"
"0303040114";"105"
"0303040114";"105"
"0303040114";"105"
"0303040114";"105"
"0303040114";"105"
"0303040114";"155"
"0303040114";"155"
"0303040114";"155"
"0303040122";"105"
"0303040122";"105"
"0303040122";"105"
"0303040122";"105"
"0303040122";"105"
"0303040122";"132"
"0303040300";"140"
"0303040300";"140"
"0303040300";"140"
"0303050012";"131"
"0303050020";"131"
"0303050039";"131"
"0303050047";"131"
"0303050055";"131"
"0303050063";"131"
"0303050071";"131"
"0303050080";"131"
"0303050098";"131"
"0303050101";"131"
"0303050110";"131"
"0303050136";"131"
"0303050144";"131"
"0303050152";"131"
"0303050160";"131"
"0303050179";"131"
"0303050187";"131"
"0303050195";"131"
"0303050209";"131"
"0303050217";"131"
"0303050225";"131"
"0303050233";"131"
"0303070013";"142"
"0303070137";"127"
"0303170131";"115"
"0303170140";"115"
"0303170158";"115"
"0303170166";"115"
"0303170174";"115"
"0303170182";"115"
"0303190019";"113"
"0303190019";"113"
"0303190019";"113"
"0303190019";"113"
"0303190019";"135"
"0304010014";"132"
"0304010022";"132"
"0304010030";"132"
"0304010049";"132"
"0304010057";"132"
"0304010065";"132"
"0304010073";"132"
"0304010081";"132"
"0304010090";"132"
"0304010111";"132"
"0304010111";"132"
"0304010111";"132"
"0304010111";"132"
"0304010120";"132"
"0304010138";"132"
"0304010146";"132"
"0304010154";"132"
"0304010162";"132"
"0304010170";"132"
"0304010189";"132"
"0304010197";"132"
"0304010200";"132"
"0304010219";"132"
"0304010235";"132"
"0304010243";"132"
"0304010260";"132"
"0304010286";"132"
"0304010294";"132"
"0304010308";"132"
"0304010316";"132"
"0304010324";"132"
"0304010332";"132"
"0304010340";"132"
"0304010359";"105"
"0304010359";"105"
"0304010359";"132"
"0304010359";"132"
"0304010359";"132"
"0304020010";"132"
"0304020028";"132"
"0304020036";"132"
"0304020044";"132"
"0304020052";"132"
"0304020060";"132"
"0304020079";"132"
"0304020087";"132"
"0304020095";"132"
"0304020109";"132"
"0304020117";"132"
"0304020125";"132"
"0304020133";"132"
"0304020141";"132"
"0304020150";"132"
"0304020168";"132"
"0304020176";"132"
"0304020184";"132"
"0304020192";"132"
"0304020206";"132"
"0304020214";"132"
"0304020222";"132"
"0304020230";"132"
"0304020249";"132"
"0304020257";"132"
"0304020265";"132"
"0304020273";"132"
"0304020281";"132"
"0304020290";"132"
"0304020303";"132"
"0304020311";"132"
"0304020320";"132"
"0304020338";"132"
"0304020346";"132"
"0304020362";"132"
"0304020370";"132"
"0304020389";"132"
"0304020397";"132"
"0304020400";"132"
"0304020419";"132"
"0304020427";"132"
"0304020435";"132"
"0304020443";"132"
"0304030015";"132"
"0304030015";"132"
"0304030023";"132"
"0304030023";"132"
"0304030031";"132"
"0304030031";"132"
"0304030040";"132"
"0304030040";"132"
"0304030058";"132"
"0304030058";"132"
"0304030066";"132"
"0304030066";"132"
"0304030074";"132"
"0304030074";"132"
"0304030082";"132"
"0304030082";"132"
"0304030090";"132"
"0304030090";"132"
"0304030104";"132"
"0304030104";"132"
"0304030112";"132"
"0304030112";"132"
"0304030120";"132"
"0304030120";"132"
"0304030139";"132"
"0304030139";"132"
"0304030147";"132"
"0304030147";"132"
"0304030155";"132"
"0304030155";"132"
"0304030163";"132"
"0304030163";"132"
"0304030171";"132"
"0304030171";"132"
"0304030180";"132"
"0304030180";"132"
"0304030198";"132"
"0304030198";"132"
"0304030201";"132"
"0304030201";"132"
"0304030210";"132"
"0304030210";"132"
"0304030228";"132"
"0304030228";"132"
"0304030236";"132"
"0304030244";"132"
"0304040010";"132"
"0304040029";"132"
"0304040045";"132"
"0304040053";"132"
"0304040061";"132"
"0304040070";"132"
"0304040088";"132"
"0304040096";"132"
"0304040100";"132"
"0304040118";"132"
"0304040126";"132"
"0304040134";"132"
"0304040142";"132"
"0304040150";"132"
"0304040169";"132"
"0304040177";"132"
"0304040185";"132"
"0304040193";"132"
"0304040207";"132"
"0304050016";"132"
"0304050024";"132"
"0304050032";"132"
"0304050040";"132"
"0304050067";"132"
"0304050075";"132"
"0304050113";"132"
"0304050121";"132"
"0304050130";"132"
"0304050172";"132"
"0304050180";"132"
"0304050202";"132"
"0304050210";"132"
"0304050229";"132"
"0304050253";"132"
"0304050261";"132"
"0304050270";"132"
"0304050288";"132"
"0304050296";"132"
"0304050300";"132"
"0304050318";"132"
"0304050326";"132"
"0304050334";"132"
"0304050342";"132"
"0304060011";"132"
"0304060011";"132"
"0304060038";"132"
"0304060038";"132"
"0304060046";"132"
"0304060046";"132"
"0304060070";"132"
"0304060070";"132"
"0304060089";"132"
"0304060089";"132"
"0304060097";"132"
"0304060097";"132"
"0304060100";"132"
"0304060100";"132"
"0304060119";"132"
"0304060119";"132"
"0304060127";"132"
"0304060127";"132"
"0304060135";"132"
"0304060135";"132"
"0304060151";"132"
"0304060160";"132"
"0304060178";"132"
"0304060186";"132"
"0304060208";"132"
"0304060216";"132"
"0304060224";"132"
"0304060224";"132"
"0304060232";"132"
"0304060232";"132"
"0304060240";"132"
"0304060240";"132"
"0304070017";"132"
"0304070017";"132"
"0304070017";"132"
"0304070025";"132"
"0304070025";"132"
"0304070025";"132"
"0304070033";"132"
"0304070033";"132"
"0304070033";"132"
"0304070041";"132"
"0304070041";"132"
"0304070041";"132"
"0304070050";"132"
"0304070050";"132"
"0304070068";"132"
"0304070068";"132"
"0304070068";"132"
"0304070076";"132"
"0304070076";"132"
"0304070076";"132"
"0304080012";"132"
"0304080012";"132"
"0304080012";"132"
"0304080020";"132"
"0304080020";"132"
"0304080020";"132"
"0304080039";"132"
"0304080039";"132"
"0304080039";"132"
"0304080047";"132"
"0304080047";"132"
"0304080055";"132"
"0304080055";"132"
"0304080055";"132"
"0304080063";"132"
"0304080071";"132"
"0304080071";"132"
"0304080071";"132"
"0304090018";"151"
"0304090026";"151"
"0304090034";"151"
"0304090042";"151"
"0304090050";"151"
"0304090069";"151"
"0305010018";"130"
"0305010026";"130"
"0305010093";"130"
"0305010107";"130"
"0305010115";"130"
"0305010123";"130"
"0305010166";"130"
"0305010204";"130"
"0305010212";"130"
"0306010011";"128"
"0306010020";"128"
"0306010038";"128"
"0306020017";"128"
"0306020025";"128"
"0306020033";"128"
"0306020041";"128"
"0306020050";"128"
"0306020068";"128"
"0306020076";"128"
"0306020084";"128"
"0306020092";"128"
"0306020106";"128"
"0306020114";"128"
"0306020122";"128"
"0306020130";"128"
"0306020149";"128"
"0306020157";"128"
"0309030056";"142"
"0309030064";"142"
"0309030102";"169"
"0309030110";"169"
"0309030129";"169"
"0309030137";"169"
"0309050014";"113"
"0309050014";"113"
"0309050014";"113"
"0309050014";"113"
"0309050014";"134"
"0309050014";"135"
"0309050014";"135"
"0309050014";"135"
"0309050014";"135"
"0309050014";"135"
"0309050014";"135"
"0309050014";"135"
"0309050022";"113"
"0309050022";"113"
"0309050022";"113"
"0309050022";"113"
"0309050022";"134"
"0309050022";"135"
"0309050022";"135"
"0309050022";"135"
"0309050022";"135"
"0309050022";"135"
"0309050022";"135"
"0309050022";"135"
"0309050030";"113"
"0309050030";"113"
"0309050030";"113"
"0309050030";"113"
"0309050030";"134"
"0309050030";"135"
"0309050030";"135"
"0309050030";"135"
"0309050030";"135"
"0309050030";"135"
"0309050030";"135"
"0309050030";"135"
"0309070015";"116"
"0309070023";"116"
"0403010047";"105"
"0403010047";"105"
"0403010047";"105"
"0403010047";"105"
"0403010047";"105"
"0403010047";"132"
"0403010055";"105"
"0403010055";"105"
"0403010055";"105"
"0403010055";"105"
"0403010055";"105"
"0403010055";"132"
"0403010071";"105"
"0403010071";"105"
"0403010071";"105"
"0403010071";"105"
"0403010071";"105"
"0403010071";"132"
"0403010110";"105"
"0403010110";"105"
"0403010110";"105"
"0403010110";"105"
"0403010110";"105"
"0403010110";"132"
"0403010128";"105"
"0403010128";"105"
"0403010128";"105"
"0403010128";"105"
"0403010128";"105"
"0403010128";"132"
"0403010136";"105"
"0403010136";"105"
"0403010136";"105"
"0403010136";"105"
"0403010136";"105"
"0403010144";"105"
"0403010144";"105"
"0403010144";"105"
"0403010144";"105"
"0403010144";"105"
"0403010144";"132"
"0403010217";"105"
"0403010217";"105"
"0403010217";"105"
"0403010217";"105"
"0403010217";"105"
"0403010225";"105"
"0403010225";"105"
"0403010225";"105"
"0403010225";"105"
"0403010225";"105"
"0403010233";"105"
"0403010233";"105"
"0403010233";"105"
"0403010233";"105"
"0403010233";"105"
"0403010241";"105"
"0403010241";"105"
"0403010241";"105"
"0403010241";"105"
"0403010241";"105"
"0403010241";"132"
"0403010250";"105"
"0403010250";"105"
"0403010250";"105"
"0403010250";"105"
"0403010250";"105"
"0403010250";"132"
"0403010292";"105"
"0403010292";"105"
"0403010292";"105"
"0403010292";"105"
"0403010292";"105"
"0403010292";"132"
"0403010330";"105"
"0403010330";"105"
"0403010330";"105"
"0403010330";"105"
"0403010330";"105"
"0403010357";"105"
"0403010357";"105"
"0403010357";"105"
"0403010357";"105"
"0403010357";"105"
"0403010357";"132"
"0403020018";"105"
"0403020018";"105"
"0403020018";"105"
"0403020018";"105"
"0403020018";"105"
"0403020018";"132"
"0403020018";"155"
"0403020018";"155"
"0403020026";"105"
"0403020026";"105"
"0403020026";"105"
"0403020026";"105"
"0403020026";"105"
"0403020026";"132"
"0403020026";"155"
"0403020026";"155"
"0403020034";"105"
"0403020034";"105"
"0403020034";"105"
"0403020034";"105"
"0403020034";"105"
"0403020034";"132"
"0403020034";"155"
"0403020034";"155"
"0403020042";"105"
"0403020042";"105"
"0403020042";"105"
"0403020042";"105"
"0403020042";"105"
"0403020042";"132"
"0403020042";"155"
"0403020042";"155"
"0403020050";"105"
"0403020050";"105"
"0403020050";"105"
"0403020050";"105"
"0403020050";"105"
"0403020050";"132"
"0403020050";"155"
"0403020050";"155"
"0403020069";"105"
"0403020069";"105"
"0403020069";"105"
"0403020069";"105"
"0403020069";"105"
"0403020069";"132"
"0403020069";"155"
"0403020069";"155"
"0403020093";"105"
"0403020093";"105"
"0403020093";"105"
"0403020093";"105"
"0403020093";"105"
"0403020093";"132"
"0403020115";"105"
"0403020115";"105"
"0403020115";"105"
"0403020115";"105"
"0403020115";"105"
"0403020115";"132"
"0403020115";"155"
"0403020115";"155"
"0403020131";"105"
"0403020131";"105"
"0403020131";"105"
"0403020131";"105"
"0403020131";"105"
"0403020131";"132"
"0403020131";"155"
"0403020131";"155"
"0403030013";"105"
"0403030013";"105"
"0403030013";"105"
"0403030013";"105"
"0403030013";"105"
"0403030013";"132"
"0403030021";"105"
"0403030021";"105"
"0403030021";"105"
"0403030021";"105"
"0403030021";"105"
"0403030021";"132"
"0403030030";"105"
"0403030030";"105"
"0403030030";"105"
"0403030030";"105"
"0403030030";"105"
"0403030030";"132"
"0403030048";"105"
"0403030048";"105"
"0403030048";"105"
"0403030048";"105"
"0403030048";"105"
"0403030048";"132"
"0403030056";"105"
"0403030056";"105"
"0403030056";"105"
"0403030056";"105"
"0403030056";"105"
"0403030056";"132"
"0403030064";"105"
"0403030064";"105"
"0403030064";"105"
"0403030064";"105"
"0403030064";"105"
"0403030064";"132"
"0403030080";"105"
"0403030080";"105"
"0403030080";"105"
"0403030080";"105"
"0403030080";"105"
"0403030080";"132"
"0403030099";"105"
"0403030099";"105"
"0403030099";"105"
"0403030099";"105"
"0403030099";"105"
"0403030099";"132"
"0403030102";"105"
"0403030102";"105"
"0403030102";"105"
"0403030102";"105"
"0403030102";"105"
"0403030102";"132"
"0403030110";"105"
"0403030110";"105"
"0403030110";"105"
"0403030110";"105"
"0403030110";"105"
"0403030110";"132"
"0403030129";"105"
"0403030129";"105"
"0403030129";"105"
"0403030129";"105"
"0403030129";"105"
"0403030129";"132"
"0403030137";"105"
"0403030137";"105"
"0403030137";"105"
"0403030137";"105"
"0403030137";"105"
"0403030137";"132"
"0403030145";"105"
"0403030145";"105"
"0403030145";"105"
"0403030145";"105"
"0403030145";"105"
"0403030145";"132"
"0403030153";"105"
"0403030153";"105"
"0403030153";"105"
"0403030153";"105"
"0403030153";"105"
"0403030153";"132"
"0403030161";"105"
"0403030161";"105"
"0403030161";"105"
"0403030161";"105"
"0403030161";"105"
"0403030161";"132"
"0403040019";"105"
"0403040019";"105"
"0403040019";"105"
"0403040019";"105"
"0403040019";"105"
"0403040027";"105"
"0403040027";"105"
"0403040027";"105"
"0403040027";"105"
"0403040027";"105"
"0403040027";"132"
"0403040051";"105"
"0403040051";"105"
"0403040051";"105"
"0403040051";"105"
"0403040051";"105"
"0403040060";"105"
"0403040060";"105"
"0403040060";"105"
"0403040060";"105"
"0403040060";"105"
"0403040078";"105"
"0403040078";"105"
"0403040078";"105"
"0403040078";"105"
"0403040078";"105"
"0403040086";"105"
"0403040086";"105"
"0403040086";"105"
"0403040086";"105"
"0403040086";"105"
"0403040086";"132"
"0403040094";"105"
"0403040094";"105"
"0403040094";"105"
"0403040094";"105"
"0403040094";"105"
"0403040108";"105"
"0403040108";"105"
"0403040108";"105"
"0403040108";"105"
"0403040108";"105"
"0403040116";"105"
"0403040116";"105"
"0403040116";"105"
"0403040116";"105"
"0403040116";"105"
"0403040124";"105"
"0403040124";"105"
"0403040124";"105"
"0403040124";"105"
"0403040124";"105"
"0403050030";"105"
"0403050030";"105"
"0403050030";"105"
"0403050030";"105"
"0403050030";"105"
"0403050030";"132"
"0403050049";"105"
"0403050049";"105"
"0403050049";"105"
"0403050049";"105"
"0403050049";"105"
"0403050049";"132"
"0403050057";"105"
"0403050057";"105"
"0403050057";"105"
"0403050057";"105"
"0403050057";"105"
"0403050057";"105"
"0403050065";"105"
"0403050065";"105"
"0403050065";"105"
"0403050065";"105"
"0403050065";"105"
"0403050065";"132"
"0403050073";"105"
"0403050073";"105"
"0403050073";"105"
"0403050073";"105"
"0403050073";"105"
"0403050073";"132"
"0403050090";"105"
"0403050090";"105"
"0403050090";"105"
"0403050090";"105"
"0403050090";"105"
"0403050090";"132"
"0403050103";"105"
"0403050103";"105"
"0403050103";"105"
"0403050103";"105"
"0403050103";"105"
"0403050103";"132"
"0403050154";"105"
"0403050154";"105"
"0403050154";"105"
"0403050154";"105"
"0403050154";"105"
"0403050154";"132"
"0403050162";"105"
"0403050162";"105"
"0403050162";"105"
"0403050162";"105"
"0403050162";"105"
"0403050162";"132"
"0403060010";"105"
"0403060028";"105"
"0403060036";"105"
"0403060044";"105"
"0403060052";"105"
"0403060060";"105"
"0403060079";"105"
"0403060087";"105"
"0403060095";"105"
"0403070015";"105"
"0403070040";"105"
"0403070058";"105"
"0403070082";"105"
"0403070090";"105"
"0403070104";"105"
"0403070112";"105"
"0403070120";"105"
"0403070139";"105"
"0403070139";"132"
"0403070147";"105"
"0403070155";"105"
"0403070163";"105"
"0403080010";"105"
"0403080029";"105"
"0403080037";"105"
"0403080045";"105"
"0403080053";"105"
"0403080061";"105"
"0403080070";"105"
"0403080088";"105"
"0403080096";"105"
"0403080100";"105"
"0404010563";"153"
"0404010571";"107"
"0404010580";"107"
"0404010598";"107"
"0404010601";"107"
"0404010610";"107"
"0404010628";"107"
"0404010636";"107"
"0404010644";"107"
"0404010652";"107"
"0404020445";"114"
"0404020445";"114"
"0405010010";"131"
"0405010028";"131"
"0405010036";"131"
"0405010044";"131"
"0405010052";"131"
"0405010060";"131"
"0405010079";"131"
"0405010087";"131"
"0405010109";"131"
"0405010117";"131"
"0405010125";"131"
"0405010125";"132"
"0405010125";"132"
"0405010133";"131"
"0405010133";"132"
"0405010133";"132"
"0405010141";"131"
"0405010150";"131"
"0405010168";"131"
"0405010176";"131"
"0405010184";"131"
"0405010192";"131"
"0405010206";"131"
"0405020015";"131"
"0405020023";"131"
"0405030010";"131"
"0405030010";"132"
"0405030010";"132"
"0405030029";"131"
"0405030037";"131"
"0405030045";"131"
"0405030053";"131"
"0405030070";"131"
"0405030096";"131"
"0405030100";"131"
"0405030118";"131"
"0405030126";"131"
"0405030126";"132"
"0405030126";"132"
"0405030134";"131"
"0405030142";"131"
"0405030150";"131"
"0405030169";"131"
"0405030177";"131"
"0405030185";"131"
"0405030193";"131"
"0405030207";"131"
"0405030215";"131"
"0405030223";"131"
"0405030231";"131"
"0405040016";"131"
"0405040024";"131"
"0405040024";"132"
"0405040024";"132"
"0405040040";"131"
"0405040059";"131"
"0405040067";"131"
"0405040067";"132"
"0405040067";"132"
"0405040075";"131"
"0405040075";"132"
"0405040075";"132"
"0405040083";"131"
"0405040083";"132"
"0405040083";"132"
"0405040091";"131"
"0405040091";"132"
"0405040091";"132"
"0405040105";"131"
"0405040130";"131"
"0405040148";"131"
"0405040148";"132"
"0405040148";"132"
"0405040156";"131"
"0405040156";"132"
"0405040156";"132"
"0405040164";"131"
"0405040164";"132"
"0405040164";"132"
"0405040180";"131"
"0405040199";"131"
"0405040202";"131"
"0405040210";"131"
"0405050011";"131"
"0405050020";"131"
"0405050038";"131"
"0405050046";"131"
"0405050054";"131"
"0405050062";"131"
"0405050070";"131"
"0405050089";"131"
"0405050089";"132"
"0405050089";"132"
"0405050097";"131"
"0405050100";"131"
"0405050119";"131"
"0405050127";"131"
"0405050135";"131"
"0405050143";"131"
"0405050151";"131"
"0405050160";"131"
"0405050178";"131"
"0405050186";"131"
"0405050194";"131"
"0405050208";"131"
"0405050208";"132"
"0405050208";"132"
"0405050216";"131"
"0405050224";"131"
"0405050232";"131"
"0405050240";"131"
"0405050259";"131"
"0405050267";"131"
"0405050283";"131"
"0405050291";"131"
"0405050305";"131"
"0405050313";"131"
"0405050321";"131"
"0405050356";"131"
"0405050364";"131"
"0405050372";"131"
"0405050380";"131"
"0405050399";"131"
"0406010013";"116"
"0406010021";"116"
"0406010021";"116"
"0406010048";"116"
"0406010048";"116"
"0406010056";"116"
"0406010056";"116"
"0406010064";"116"
"0406010064";"116"
"0406010072";"116"
"0406010072";"116"
"0406010080";"116"
"0406010080";"116"
"0406010099";"116"
"0406010099";"116"
"0406010137";"116"
"0406010137";"116"
"0406010137";"116"
"0406010153";"116"
"0406010161";"116"
"0406010161";"116"
"0406010170";"116"
"0406010170";"116"
"0406010188";"116"
"0406010188";"116"
"0406010196";"116"
"0406010200";"116"
"0406010200";"116"
"0406010218";"116"
"0406010218";"116"
"0406010226";"116"
"0406010234";"116"
"0406010234";"116"
"0406010242";"116"
"0406010242";"116"
"0406010250";"116"
"0406010269";"116"
"0406010277";"116"
"0406010285";"116"
"0406010293";"116"
"0406010293";"116"
"0406010307";"116"
"0406010307";"116"
"0406010315";"116"
"0406010315";"116"
"0406010323";"116"
"0406010323";"116"
"0406010331";"116"
"0406010340";"116"
"0406010340";"116"
"0406010358";"116"
"0406010358";"116"
"0406010366";"116"
"0406010374";"116"
"0406010382";"116"
"0406010382";"116"
"0406010390";"116"
"0406010390";"116"
"0406010404";"116"
"0406010404";"116"
"0406010420";"116"
"0406010439";"116"
"0406010439";"116"
"0406010447";"116"
"0406010455";"116"
"0406010455";"116"
"0406010463";"116"
"0406010471";"116"
"0406010480";"116"
"0406010480";"116"
"0406010498";"116"
"0406010501";"116"
"0406010501";"116"
"0406010528";"116"
"0406010528";"116"
"0406010536";"116"
"0406010536";"116"
"0406010544";"116"
"0406010544";"116"
"0406010552";"116"
"0406010552";"116"
"0406010560";"116"
"0406010560";"116"
"0406010579";"116"
"0406010579";"116"
"0406010617";"116"
"0406010617";"116"
"0406010722";"116"
"0406011230";"116"
"0406011230";"116"
"0406011249";"116"
"0406011249";"116"
"0406011257";"116"
"0406011257";"116"
"0406011265";"116"
"0406011265";"116"
"0406011273";"116"
"0406011273";"116"
"0406011281";"116"
"0406011281";"116"
"0406011290";"116"
"0406011290";"116"
"0406011303";"116"
"0406011303";"116"
"0406011311";"116"
"0406011311";"116"
"0406011320";"116"
"0406011320";"116"
"0406011338";"116"
"0406011338";"116"
"0406011346";"116"
"0406011346";"116"
"0406011354";"116"
"0406011354";"116"
"0406011362";"116"
"0406011362";"116"
"0406011370";"116"
"0406011370";"116"
"0406011389";"116"
"0406011389";"116"
"0406011397";"116"
"0406011397";"116"
"0406011400";"116"
"0406011400";"116"
"0406011419";"116"
"0406011419";"116"
"0406011427";"116"
"0406011427";"116"
"0406011435";"116"
"0406011435";"116"
"0406011443";"116"
"0406011443";"116"
"0406011451";"116"
"0406011451";"116"
"0406011460";"116"
"0406011460";"116"
"0406011478";"116"
"0406011478";"116"
"0406011486";"116"
"0406011486";"116"
"0406011494";"116"
"0406011494";"116"
"0406011508";"116"
"0406011508";"116"
"0406011516";"116"
"0406011516";"116"
"0407010122";"127"
"0407010173";"127"
"0407010181";"127"
"0407010360";"127"
"0407010378";"127"
"0407030085";"121"
"0407030093";"121"
"0407030107";"121"
"0407030115";"121"
"0407030239";"121"
"0409010189";"169"
"0409050130";"153"
"0409050148";"153"
"0409060291";"153"
"0410010197";"153"
"0410010200";"153"
"0413010015";"117"
"0413010015";"140"
"0413010031";"117"
"0413010040";"117"
"0413010058";"117"
"0413010066";"117"
"0413010066";"140"
"0413010074";"117"
"0413010082";"117"
"0413010082";"140"
"0413010082";"140"
"0413010090";"117"
"0413010090";"140"
"0413010090";"140"
"0413030016";"117"
"0413030024";"117"
"0413030032";"117"
"0413030040";"117"
"0413030040";"117"
"0413030059";"117"
"0413030067";"117"
"0413030075";"117"
"0413030083";"117"
"0413040038";"127"
"0413040054";"127"
"0413040062";"127"
"0413040070";"127"
"0413040089";"127"
"0413040259";"127"
"0415020018";"127"
"0415020050";"132"
"0416010016";"132"
"0416010024";"132"
"0416010032";"132"
"0416010040";"132"
"0416010075";"132"
"0416010091";"132"
"0416010113";"132"
"0416010121";"132"
"0416010130";"132"
"0416010164";"132"
"0416010172";"132"
"0416010180";"132"
"0416010199";"132"
"0416010202";"132"
"0416010210";"132"
"0416010229";"132"
"0416020020";"132"
"0416020151";"132"
"0416020160";"132"
"0416020178";"132"
"0416020186";"132"
"0416020194";"132"
"0416020208";"132"
"0416020216";"132"
"0416020224";"132"
"0416020232";"132"
"0416020240";"132"
"0416020259";"132"
"0416030017";"132"
"0416030025";"132"
"0416030033";"132"
"0416030041";"132"
"0416030068";"132"
"0416030076";"132"
