"co_procedimento";"co_cid"
"0302060022";"G132"
"0302060022";"G138"
"0302060022";"G20 "
"0302060022";"G210"
"0302060022";"G211"
"0302060022";"G212"
"0302060022";"G213"
"0302060022";"G218"
"0302060022";"G219"
"0302060022";"G22 "
"0302060022";"G230"
"0302060022";"G231"
"0302060022";"G232"
"0302060022";"G238"
"0302060022";"G239"
"0302060022";"G240"
"0302060022";"G241"
"0302060022";"G242"
"0302060022";"G243"
"0302060022";"G244"
"0302060022";"G245"
"0302060022";"G248"
"0302060022";"G249"
"0302060022";"G250"
"0302060022";"G251"
"0302060022";"G252"
"0302060022";"G253"
"0302060022";"G254"
"0302060022";"G255"
"0302060022";"G256"
"0302060022";"G258"
"0302060022";"G259"
"0302060022";"G26 "
"0302060022";"G300"
"0302060022";"G301"
"0302060022";"G308"
"0302060022";"G309"
"0302060022";"G310"
"0302060022";"G311"
"0302060022";"G312"
"0302060022";"G318"
"0302060022";"G319"
"0302060022";"G320"
"0302060022";"G328"
"0302060022";"G35 "
"0302060022";"G360"
"0302060022";"G361"
"0302060022";"G368"
"0302060022";"G369"
"0302060022";"G370"
"0302060022";"G371"
"0302060022";"G372"
"0302060022";"G373"
"0302060022";"G374"
"0302060022";"G375"
"0302060022";"G378"
"0302060022";"G379"
"0302060022";"G400"
"0302060022";"G401"
"0302060022";"G402"
"0302060022";"G403"
"0302060022";"G404"
"0302060022";"G405"
"0302060022";"G406"
"0302060022";"G407"
"0302060022";"G408"
"0302060022";"G409"
"0302060022";"G410"
"0302060022";"G411"
"0302060022";"G412"
"0302060022";"G418"
"0302060022";"G419"
"0302060022";"G430"
"0302060022";"G431"
"0302060022";"G432"
"0302060022";"G433"
"0302060022";"G438"
"0302060022";"G439"
"0302060022";"G440"
"0302060022";"G441"
"0302060022";"G442"
"0302060022";"G443"
"0302060022";"G444"
"0302060022";"G448"
"0302060022";"G450"
"0302060022";"G451"
"0302060022";"G452"
"0302060022";"G453"
"0302060022";"G454"
"0302060022";"G458"
"0302060022";"G459"
"0302060022";"G460"
"0302060022";"G461"
"0302060022";"G462"
"0302060022";"G463"
"0302060022";"G464"
"0302060022";"G465"
"0302060022";"G466"
"0302060022";"G467"
"0302060022";"G468"
"0302060022";"G470"
"0302060022";"G471"
"0302060022";"G472"
"0302060022";"G473"
"0302060022";"G474"
"0302060022";"G478"
"0302060022";"G479"
"0302060022";"G500"
"0302060022";"G501"
"0302060022";"G508"
"0302060022";"G509"
"0302060022";"G510"
"0302060022";"G511"
"0302060022";"G512"
"0302060022";"G513"
"0302060022";"G514"
"0302060022";"G518"
"0302060022";"G519"
"0302060022";"G520"
"0302060022";"G521"
"0302060022";"G522"
"0302060022";"G523"
"0302060022";"G527"
"0302060022";"G528"
"0302060022";"G529"
"0302060022";"G530"
"0302060022";"G531"
"0302060022";"G532"
"0302060022";"G533"
"0302060022";"G538"
"0302060022";"G540"
"0302060022";"G541"
"0302060022";"G542"
"0302060022";"G543"
"0302060022";"G544"
"0302060022";"G545"
"0302060022";"G546"
"0302060022";"G547"
"0302060022";"G548"
"0302060022";"G549"
"0302060022";"G550"
"0302060022";"G551"
"0302060022";"G552"
"0302060022";"G553"
"0302060022";"G558"
"0302060022";"G560"
"0302060022";"G561"
"0302060022";"G562"
"0302060022";"G563"
"0302060022";"G564"
"0302060022";"G568"
"0302060022";"G569"
"0302060022";"G570"
"0302060022";"G571"
"0302060022";"G572"
"0302060022";"G573"
"0302060022";"G574"
"0302060022";"G575"
"0302060022";"G576"
"0302060022";"G578"
"0302060022";"G579"
"0302060022";"G580"
"0302060022";"G587"
"0302060022";"G588"
"0302060022";"G589"
"0302060022";"G590"
"0302060022";"G598"
"0302060022";"G600"
"0302060022";"G601"
"0302060022";"G602"
"0302060022";"G603"
"0302060022";"G608"
"0302060022";"G609"
"0302060022";"G610"
"0302060022";"G611"
"0302060022";"G618"
"0302060022";"G619"
"0302060022";"G620"
"0302060022";"G621"
"0302060022";"G622"
"0302060022";"G628"
"0302060022";"G629"
"0302060022";"G630"
"0302060022";"G631"
"0302060022";"G632"
"0302060022";"G633"
"0302060022";"G634"
"0302060022";"G635"
"0302060022";"G636"
"0302060022";"G638"
"0302060022";"G64 "
"0302060022";"G700"
"0302060022";"G701"
"0302060022";"G702"
"0302060022";"G708"
"0302060022";"G709"
"0302060022";"G710"
"0302060022";"G711"
"0302060022";"G712"
"0302060022";"G713"
"0302060022";"G718"
"0302060022";"G719"
"0302060022";"G720"
"0302060022";"G721"
"0302060022";"G722"
"0302060022";"G723"
"0302060022";"G724"
"0302060022";"G728"
"0302060022";"G729"
"0302060022";"G730"
"0302060022";"G731"
"0302060022";"G732"
"0302060022";"G733"
"0302060022";"G734"
"0302060022";"G735"
"0302060022";"G736"
"0302060022";"G737"
"0302060022";"G800"
"0302060022";"G801"
"0302060022";"G802"
"0302060022";"G803"
"0302060022";"G804"
"0302060022";"G808"
"0302060022";"G809"
"0302060022";"G810"
"0302060022";"G811"
"0302060022";"G819"
"0302060022";"G820"
"0302060022";"G821"
"0302060022";"G822"
"0302060022";"G823"
"0302060022";"G824"
"0302060022";"G825"
"0302060022";"G830"
"0302060022";"G831"
"0302060022";"G832"
"0302060022";"G833"
"0302060022";"G834"
"0302060022";"G838"
"0302060022";"G839"
"0302060022";"G900"
"0302060022";"G901"
"0302060022";"G902"
"0302060022";"G903"
"0302060022";"G908"
"0302060022";"G909"
"0302060022";"G910"
"0302060022";"G911"
"0302060022";"G912"
"0302060022";"G913"
"0302060022";"G918"
"0302060022";"G919"
"0302060022";"G92 "
"0302060022";"G930"
"0302060022";"G931"
"0302060022";"G932"
"0302060022";"G933"
"0302060022";"G934"
"0302060022";"G935"
"0302060022";"G936"
"0302060022";"G937"
"0302060022";"G938"
"0302060022";"G939"
"0302060022";"G940"
"0302060022";"G941"
"0302060022";"G942"
"0302060022";"G948"
"0302060022";"G950"
"0302060022";"G951"
"0302060022";"G952"
"0302060022";"G958"
"0302060022";"G959"
"0302060022";"G960"
"0302060022";"G961"
"0302060022";"G968"
"0302060022";"G969"
"0302060022";"G970"
"0302060022";"G971"
"0302060022";"G972"
"0302060022";"G978"
"0302060022";"G979"
"0302060022";"G98 "
"0302060022";"G990"
"0302060022";"G991"
"0302060022";"G992"
"0302060022";"G998"
"0302060022";"I600"
"0302060022";"I601"
"0302060022";"I602"
"0302060022";"I603"
"0302060022";"I604"
"0302060022";"I605"
"0302060022";"I606"
"0302060022";"I607"
"0302060022";"I608"
"0302060022";"I609"
"0302060022";"I610"
"0302060022";"I611"
"0302060022";"I612"
"0302060022";"I613"
"0302060022";"I614"
"0302060022";"I615"
"0302060022";"I616"
"0302060022";"I618"
"0302060022";"I619"
"0302060022";"I620"
"0302060022";"I621"
"0302060022";"I629"
"0302060022";"I630"
"0302060022";"I631"
"0302060022";"I632"
"0302060022";"I633"
"0302060022";"I634"
"0302060022";"I635"
"0302060022";"I636"
"0302060022";"I638"
"0302060022";"I639"
"0302060022";"I64 "
"0302060022";"I672"
"0302060022";"I673"
"0302060022";"I674"
"0302060022";"I675"
"0302060022";"I676"
"0302060022";"I677"
"0302060022";"I678"
"0302060022";"I679"
"0302060022";"I680"
"0302060022";"I694"
"0302060022";"J120"
"0302060022";"J121"
"0302060022";"J122"
"0302060022";"J128"
"0302060022";"J129"
"0302060022";"J13 "
"0302060022";"J14 "
"0302060022";"J180"
"0302060022";"J181"
"0302060022";"J182"
"0302060022";"J188"
"0302060022";"J189"
"0302060022";"J200"
"0302060022";"J201"
"0302060022";"J202"
"0302060022";"J203"
"0302060022";"J204"
"0302060022";"J205"
"0302060022";"J206"
"0302060022";"J207"
"0302060022";"J208"
"0302060022";"J209"
"0302060022";"J450"
"0302060022";"J451"
"0302060022";"J458"
"0302060022";"J459"
"0302060022";"J80 "
"0302060022";"J81 "
"0302060022";"J90 "
"0302060022";"J91 "
"0302060022";"S060"
"0302060022";"S061"
"0302060022";"S062"
"0302060022";"S063"
"0302060022";"S064"
"0302060022";"S065"
"0302060022";"S066"
"0302060022";"S067"
"0302060022";"S068"
"0302060022";"S069"
"0302060022";"S071"
"0302060030";"A300"
"0302060030";"A301"
"0302060030";"A302"
"0302060030";"A303"
"0302060030";"A304"
"0302060030";"A305"
"0302060030";"A308"
"0302060030";"A309"
"0302060030";"B92 "
"0302060030";"G110"
"0302060030";"G111"
"0302060030";"G112"
"0302060030";"G113"
"0302060030";"G114"
"0302060030";"G118"
"0302060030";"G119"
"0302060030";"G121"
"0302060030";"G241"
"0302060030";"G600"
"0302060030";"G601"
"0302060030";"G602"
"0302060030";"G603"
"0302060030";"G608"
"0302060030";"G609"
"0302060030";"G702"
"0302060030";"G712"
"0302060030";"G800"
"0302060030";"G801"
"0302060030";"G802"
"0302060030";"G803"
"0302060030";"G804"
"0302060030";"G808"
"0302060030";"G809"
"0302060030";"G830"
"0302060030";"G831"
"0302060030";"G832"
"0302060030";"G833"
"0302060030";"G834"
"0302060030";"G838"
"0302060030";"G839"
"0302060030";"P070"
"0302060030";"P071"
"0302060030";"P072"
"0302060030";"P073"
"0302060030";"P100"
"0302060030";"P101"
"0302060030";"P102"
"0302060030";"P103"
"0302060030";"P104"
"0302060030";"P108"
"0302060030";"P109"
"0302060030";"P110"
"0302060030";"P111"
"0302060030";"P112"
"0302060030";"P113"
"0302060030";"P114"
"0302060030";"P115"
"0302060030";"P119"
"0302060030";"P130"
"0302060030";"P131"
"0302060030";"P132"
"0302060030";"P133"
"0302060030";"P134"
"0302060030";"P138"
"0302060030";"P139"
"0302060030";"P140"
"0302060030";"P141"
"0302060030";"P142"
"0302060030";"P143"
"0302060030";"P148"
"0302060030";"P149"
"0302060030";"P200"
"0302060030";"P201"
"0302060030";"P209"
"0302060030";"P210"
"0302060030";"P211"
"0302060030";"P219"
"0302060030";"P940"
"0302060030";"P941"
"0302060030";"P942"
"0302060030";"P948"
"0302060030";"P949"
"0302060030";"Q010"
"0302060030";"Q011"
"0302060030";"Q012"
"0302060030";"Q018"
"0302060030";"Q019"
"0302060030";"Q02 "
"0302060030";"Q030"
"0302060030";"Q031"
"0302060030";"Q038"
"0302060030";"Q039"
"0302060030";"Q042"
"0302060030";"Q043"
"0302060030";"Q044"
"0302060030";"Q045"
"0302060030";"Q048"
"0302060030";"Q049"
"0302060030";"Q050"
"0302060030";"Q051"
"0302060030";"Q052"
"0302060030";"Q053"
"0302060030";"Q054"
"0302060030";"Q055"
"0302060030";"Q056"
"0302060030";"Q058"
"0302060030";"Q059"
"0302060030";"Q700"
"0302060030";"Q709"
"0302060049";"F000"
"0302060049";"F001"
"0302060049";"F002"
"0302060049";"F009"
"0302060049";"F010"
"0302060049";"F011"
"0302060049";"F012"
"0302060049";"F013"
"0302060049";"F018"
"0302060049";"F019"
"0302060049";"F020"
"0302060049";"F021"
"0302060049";"F022"
"0302060049";"F023"
"0302060049";"F024"
"0302060049";"F028"
"0302060049";"F03 "
"0302060049";"F04 "
"0302060049";"F070"
"0302060049";"F071"
"0302060049";"F072"
"0302060049";"F078"
"0302060049";"F079"
"0302060049";"F09 "
"0302060049";"F170"
"0302060049";"F171"
"0302060049";"F172"
"0302060049";"F173"
"0302060049";"F174"
"0302060049";"F175"
"0302060049";"F176"
"0302060049";"F177"
"0302060049";"F178"
"0302060049";"F179"
"0302060049";"F180"
"0302060049";"F181"
"0302060049";"F182"
"0302060049";"F183"
"0302060049";"F184"
"0302060049";"F185"
"0302060049";"F186"
"0302060049";"F187"
"0302060049";"F188"
"0302060049";"F189"
"0302060049";"F190"
"0302060049";"F191"
"0302060049";"F192"
"0302060049";"F193"
"0302060049";"F194"
"0302060049";"F195"
"0302060049";"F196"
"0302060049";"F197"
"0302060049";"F198"
"0302060049";"F199"
"0302060049";"F200"
"0302060049";"F201"
"0302060049";"F202"
"0302060049";"F203"
"0302060049";"F204"
"0302060049";"F205"
"0302060049";"F206"
"0302060049";"F208"
"0302060049";"F209"
"0302060049";"F21 "
"0302060049";"F220"
"0302060049";"F228"
"0302060049";"F229"
"0302060049";"F230"
"0302060049";"F231"
"0302060049";"F232"
"0302060049";"F233"
"0302060049";"F238"
"0302060049";"F239"
"0302060049";"F24 "
"0302060049";"F250"
"0302060049";"F251"
"0302060049";"F252"
"0302060049";"F258"
"0302060049";"F259"
"0302060049";"F28 "
"0302060049";"F29 "
"0302060049";"F300"
"0302060049";"F301"
"0302060049";"F302"
"0302060049";"F308"
"0302060049";"F309"
"0302060049";"F310"
"0302060049";"F311"
"0302060049";"F312"
"0302060049";"F313"
"0302060049";"F314"
"0302060049";"F315"
"0302060049";"F316"
"0302060049";"F317"
"0302060049";"F318"
"0302060049";"F319"
"0302060049";"F320"
"0302060049";"F321"
"0302060049";"F322"
"0302060049";"F323"
"0302060049";"F328"
"0302060049";"F329"
"0302060049";"F330"
"0302060049";"F331"
"0302060049";"F332"
"0302060049";"F333"
"0302060049";"F334"
"0302060049";"F338"
"0302060049";"F339"
"0302060049";"F340"
"0302060049";"F341"
"0302060049";"F348"
"0302060049";"F349"
"0302060049";"F380"
"0302060049";"F381"
"0302060049";"F388"
"0302060049";"F39 "
"0302060049";"F400"
"0302060049";"F401"
"0302060049";"F402"
"0302060049";"F408"
"0302060049";"F409"
"0302060049";"F410"
"0302060049";"F411"
"0302060049";"F412"
"0302060049";"F413"
"0302060049";"F418"
"0302060049";"F419"
"0302060049";"F420"
"0302060049";"F421"
"0302060049";"F422"
"0302060049";"F428"
"0302060049";"F429"
"0302060049";"F431"
"0302060049";"F432"
"0302060049";"F438"
"0302060049";"F439"
"0302060049";"F440"
"0302060049";"F441"
"0302060049";"F442"
"0302060049";"F443"
"0302060049";"F444"
"0302060049";"F445"
"0302060049";"F446"
"0302060049";"F447"
"0302060049";"F448"
"0302060049";"F449"
"0302060049";"F450"
"0302060049";"F451"
"0302060049";"F452"
"0302060049";"F453"
"0302060049";"F454"
"0302060049";"F458"
"0302060049";"F459"
"0302060049";"F480"
"0302060049";"F481"
"0302060049";"F488"
"0302060049";"F489"
"0302060049";"F530"
"0302060049";"F531"
"0302060049";"F538"
"0302060049";"F539"
"0302060049";"F54 "
"0302060049";"F600"
"0302060049";"F601"
"0302060049";"F602"
"0302060049";"F603"
"0302060049";"F604"
"0302060049";"F605"
"0302060049";"F606"
"0302060049";"F607"
"0302060049";"F608"
"0302060049";"F609"
"0302060049";"F61 "
"0302060049";"F620"
"0302060049";"F621"
"0302060049";"F628"
"0302060049";"F629"
"0302060049";"F630"
"0302060049";"F631"
"0302060049";"F632"
"0302060049";"F633"
"0302060049";"F638"
"0302060049";"F639"
"0302060049";"F660"
"0302060049";"F661"
"0302060049";"F662"
"0302060049";"F668"
"0302060049";"F669"
"0302060049";"F680"
"0302060049";"F681"
"0302060049";"F688"
"0302060049";"F69 "
"0302060049";"F700"
"0302060049";"F701"
"0302060049";"F708"
"0302060049";"F709"
"0302060049";"F710"
"0302060049";"F711"
"0302060049";"F718"
"0302060049";"F719"
"0302060049";"F720"
"0302060049";"F721"
"0302060049";"F728"
"0302060049";"F729"
"0302060049";"F730"
"0302060049";"F731"
"0302060049";"F738"
"0302060049";"F739"
"0302060049";"F780"
"0302060049";"F781"
"0302060049";"F788"
"0302060049";"F789"
"0302060049";"F790"
"0302060049";"F791"
"0302060049";"F798"
"0302060049";"F799"
"0302060049";"F800"
"0302060049";"F801"
"0302060049";"F802"
"0302060049";"F803"
"0302060049";"F808"
"0302060049";"F809"
"0302060049";"F810"
"0302060049";"F811"
"0302060049";"F812"
"0302060049";"F813"
"0302060049";"F818"
"0302060049";"F819"
"0302060049";"F82 "
"0302060049";"F83 "
"0302060049";"F840"
"0302060049";"F841"
"0302060049";"F842"
"0302060049";"F843"
"0302060049";"F844"
"0302060049";"F845"
"0302060049";"F848"
"0302060049";"F849"
"0302060049";"F88 "
"0302060049";"F89 "
"0302060049";"F900"
"0302060049";"F901"
"0302060049";"F908"
"0302060049";"F909"
"0302060049";"F910"
"0302060049";"F911"
"0302060049";"F912"
"0302060049";"F913"
"0302060049";"F918"
"0302060049";"F919"
"0302060049";"F920"
"0302060049";"F928"
"0302060049";"F929"
"0302060049";"F99 "
"0302060049";"G800"
"0302060049";"G801"
"0302060049";"G802"
"0302060049";"G803"
"0302060049";"G804"
"0302060049";"G808"
"0302060049";"G809"
"0302060057";"A300"
"0302060057";"A301"
"0302060057";"A302"
"0302060057";"A303"
"0302060057";"A304"
"0302060057";"A305"
"0302060057";"A308"
"0302060057";"A309"
"0302060057";"B92 "
"0302060057";"C470"
"0302060057";"C471"
"0302060057";"C472"
"0302060057";"C473"
"0302060057";"C474"
"0302060057";"C475"
"0302060057";"C476"
"0302060057";"C478"
"0302060057";"C479"
"0302060057";"C710"
"0302060057";"C711"
"0302060057";"C712"
"0302060057";"C713"
"0302060057";"C714"
"0302060057";"C715"
"0302060057";"C716"
"0302060057";"C717"
"0302060057";"C718"
"0302060057";"C719"
"0302060057";"C720"
"0302060057";"C721"
"0302060057";"C722"
"0302060057";"C723"
"0302060057";"C724"
"0302060057";"C725"
"0302060057";"C728"
"0302060057";"C729"
"0302060057";"D330"
"0302060057";"D331"
"0302060057";"D332"
"0302060057";"D333"
"0302060057";"D334"
"0302060057";"D337"
"0302060057";"D339"
"0302060057";"D420"
"0302060057";"D421"
"0302060057";"D429"
"0302060057";"D460"
"0302060057";"D461"
"0302060057";"D462"
"0302060057";"D463"
"0302060057";"D464"
"0302060057";"D467"
"0302060057";"D469"
"0302060057";"D480"
"0302060057";"D481"
"0302060057";"D482"
"0302060057";"D483"
"0302060057";"D484"
"0302060057";"D485"
"0302060057";"D486"
"0302060057";"D487"
"0302060057";"D489"
"0302060057";"G000"
"0302060057";"G001"
"0302060057";"G002"
"0302060057";"G003"
"0302060057";"G008"
"0302060057";"G009"
"0302060057";"G01 "
"0302060057";"G020"
"0302060057";"G021"
"0302060057";"G028"
"0302060057";"G030"
"0302060057";"G031"
"0302060057";"G032"
"0302060057";"G038"
"0302060057";"G039"
"0302060057";"G040"
"0302060057";"G041"
"0302060057";"G042"
"0302060057";"G048"
"0302060057";"G049"
"0302060057";"G050"
"0302060057";"G051"
"0302060057";"G052"
"0302060057";"G058"
"0302060057";"G060"
"0302060057";"G061"
"0302060057";"G062"
"0302060057";"G07 "
"0302060057";"G08 "
"0302060057";"G09 "
"0302060057";"G10 "
"0302060057";"G110"
"0302060057";"G111"
"0302060057";"G112"
"0302060057";"G113"
"0302060057";"G114"
"0302060057";"G118"
"0302060057";"G119"
"0302060057";"G120"
"0302060057";"G121"
"0302060057";"G122"
"0302060057";"G128"
"0302060057";"G129"
"0302060057";"G130"
"0302060057";"G131"
"0302060057";"G132"
"0302060057";"G138"
"0302060057";"G20 "
"0302060057";"G210"
"0302060057";"G211"
"0302060057";"G212"
"0302060057";"G213"
"0302060057";"G218"
"0302060057";"G219"
"0302060057";"G22 "
"0302060057";"G230"
"0302060057";"G231"
"0302060057";"G232"
"0302060057";"G238"
"0302060057";"G239"
"0302060057";"G240"
"0302060057";"G241"
"0302060057";"G242"
"0302060057";"G243"
"0302060057";"G244"
"0302060057";"G245"
"0302060057";"G248"
"0302060057";"G249"
"0302060057";"G250"
"0302060057";"G251"
"0302060057";"G252"
"0302060057";"G253"
"0302060057";"G254"
"0302060057";"G255"
"0302060057";"G256"
"0302060057";"G258"
"0302060057";"G259"
"0302060057";"G26 "
"0302060057";"G300"
"0302060057";"G301"
"0302060057";"G308"
"0302060057";"G309"
"0302060057";"G400"
"0302060057";"G401"
"0302060057";"G402"
"0302060057";"G403"
"0302060057";"G404"
"0302060057";"G405"
"0302060057";"G406"
"0302060057";"G407"
"0302060057";"G408"
"0302060057";"G409"
"0302060057";"G410"
"0302060057";"G411"
"0302060057";"G412"
"0302060057";"G418"
"0302060057";"G419"
"0302060057";"G500"
"0302060057";"G501"
"0302060057";"G508"
"0302060057";"G509"
"0302060057";"G510"
"0302060057";"G511"
"0302060057";"G512"
"0302060057";"G513"
"0302060057";"G514"
"0302060057";"G518"
"0302060057";"G519"
"0302060057";"G540"
"0302060057";"G541"
"0302060057";"G544"
"0302060057";"G550"
"0302060057";"G551"
"0302060057";"G552"
"0302060057";"G553"
"0302060057";"G558"
"0302060057";"G560"
"0302060057";"G561"
"0302060057";"G562"
"0302060057";"G563"
"0302060057";"G564"
"0302060057";"G568"
"0302060057";"G569"
"0302060057";"G575"
"0302060057";"G576"
"0302060057";"G578"
"0302060057";"G587"
"0302060057";"G588"
"0302060057";"G589"
"0302060057";"G610"
"0302060057";"G611"
"0302060057";"G618"
"0302060057";"G619"
"0302060057";"G800"
"0302060057";"G801"
"0302060057";"G802"
"0302060057";"G808"
"0302060057";"G809"
"0302060057";"G810"
"0302060057";"G811"
"0302060057";"G819"
"0302060057";"G820"
"0302060057";"G821"
"0302060057";"G822"
"0302060057";"G823"
"0302060057";"G824"
"0302060057";"G825"
"0302060057";"G831"
"0302060057";"G910"
"0302060057";"G911"
"0302060057";"G912"
"0302060057";"G913"
"0302060057";"G918"
"0302060057";"G919"
"0302060057";"Q010"
"0302060057";"Q011"
"0302060057";"Q012"
"0302060057";"Q030"
"0302060057";"Q031"
"0302060057";"Q038"
"0302060057";"Q050"
"0302060057";"Q051"
"0302060057";"Q052"
"0302060057";"Q053"
"0302060057";"Q055"
"0302060057";"Q056"
"0302060057";"Q057"
"0302060057";"Q058"
"0302060057";"Q063"
"0302060057";"Q070"
"0302060057";"Q742"
"0302060057";"Q750"
"0302060057";"Q751"
"0302060057";"Q754"
"0302060057";"Q755"
"0302060057";"Q758"
"0302060057";"Q878"
"0302060057";"S017"
"0302060057";"S018"
"0302060057";"S019"
"0302060057";"S020"
"0302060057";"S054"
"0302060057";"S060"
"0302060057";"S061"
"0302060057";"S062"
"0302060057";"S063"
"0302060057";"S064"
"0302060057";"S065"
"0302060057";"S066"
"0302060057";"S067"
"0302060057";"S068"
"0302060057";"S069"
"0302060057";"S140"
"0302060057";"S141"
"0302060057";"S142"
"0302060057";"S143"
"0302060057";"S144"
"0302060057";"S145"
"0302060057";"S146"
"0302060057";"T144"
"0302060057";"T873"
"0302070010";"T202"
"0302070010";"T212"
"0302070010";"T222"
"0302070010";"T232"
"0302070010";"T242"
"0302070010";"T292"
"0302070010";"T302"
"0302070010";"T312"
"0302070010";"T313"
"0302070010";"T314"
"0302070010";"T315"
"0302070036";"T202"
"0302070036";"T203"
"0302070036";"T212"
"0302070036";"T213"
"0302070036";"T222"
"0302070036";"T223"
"0302070036";"T232"
"0302070036";"T233"
"0302070036";"T242"
"0302070036";"T243"
"0302070036";"T253"
"0302070036";"T270"
"0302070036";"T271"
"0302070036";"T272"
"0302070036";"T273"
"0302070036";"T280"
"0302070036";"T281"
"0302070036";"T282"
"0302070036";"T283"
"0302070036";"T284"
"0302070036";"T292"
"0302070036";"T293"
"0302070036";"T302"
"0302070036";"T303"
"0302070036";"T312"
"0302070036";"T313"
"0302070036";"T314"
"0302070036";"T315"
"0302070036";"T316"
"0302070036";"T317"
"0302070036";"T318"
"0302070036";"T319"
"0302070036";"T951"
"0303010010";"A90 "
"0303010029";"A91 "
"0303010037";"A310"
"0303010037";"A311"
"0303010037";"A318"
"0303010037";"A319"
"0303010037";"A320"
"0303010037";"A321"
"0303010037";"A327"
"0303010037";"A328"
"0303010037";"A329"
"0303010037";"A33 "
"0303010037";"A34 "
"0303010037";"A35 "
"0303010037";"A360"
"0303010037";"A361"
"0303010037";"A362"
"0303010037";"A363"
"0303010037";"A368"
"0303010037";"A369"
"0303010037";"A370"
"0303010037";"A378"
"0303010037";"A379"
"0303010037";"A38 "
"0303010037";"A390"
"0303010037";"A391"
"0303010037";"A392"
"0303010037";"A393"
"0303010037";"A394"
"0303010037";"A395"
"0303010037";"A398"
"0303010037";"A399"
"0303010037";"A400"
"0303010037";"A401"
"0303010037";"A402"
"0303010037";"A403"
"0303010037";"A408"
"0303010037";"A409"
"0303010037";"A410"
"0303010037";"A411"
"0303010037";"A412"
"0303010037";"A413"
"0303010037";"A414"
"0303010037";"A415"
"0303010037";"A418"
"0303010037";"A419"
"0303010037";"A420"
"0303010037";"A421"
"0303010037";"A422"
"0303010037";"A427"
"0303010037";"A428"
"0303010037";"A429"
"0303010037";"A430"
"0303010037";"A431"
"0303010037";"A438"
"0303010037";"A439"
"0303010037";"A440"
"0303010037";"A441"
"0303010037";"A448"
"0303010037";"A449"
"0303010037";"A46 "
"0303010037";"A480"
"0303010037";"A481"
"0303010037";"A482"
"0303010037";"A483"
"0303010037";"A484"
"0303010037";"A488"
"0303010037";"A490"
"0303010037";"A491"
"0303010037";"A492"
"0303010037";"A493"
"0303010037";"A498"
"0303010037";"A499"
"0303010037";"G000"
"0303010037";"G001"
"0303010037";"G002"
"0303010037";"G003"
"0303010037";"G008"
"0303010037";"G009"
"0303010045";"A200"
"0303010045";"A201"
"0303010045";"A202"
"0303010045";"A203"
"0303010045";"A207"
"0303010045";"A208"
"0303010045";"A209"
"0303010045";"A210"
"0303010045";"A211"
"0303010045";"A212"
"0303010045";"A213"
"0303010045";"A217"
"0303010045";"A218"
"0303010045";"A219"
"0303010045";"A220"
"0303010045";"A221"
"0303010045";"A222"
"0303010045";"A227"
"0303010045";"A228"
"0303010045";"A229"
"0303010045";"A230"
"0303010045";"A231"
"0303010045";"A232"
"0303010045";"A233"
"0303010045";"A238"
"0303010045";"A239"
"0303010045";"A240"
"0303010045";"A241"
"0303010045";"A242"
"0303010045";"A243"
"0303010045";"A244"
"0303010045";"A250"
"0303010045";"A251"
"0303010045";"A259"
"0303010045";"A260"
"0303010045";"A267"
"0303010045";"A268"
"0303010045";"A269"
"0303010045";"A270"
"0303010045";"A278"
"0303010045";"A279"
"0303010045";"A280"
"0303010045";"A281"
"0303010045";"A282"
"0303010045";"A288"
"0303010045";"A289"
"0303010053";"B550"
"0303010053";"B551"
"0303010053";"B552"
"0303010053";"B559"
"0303010053";"B560"
"0303010053";"B561"
"0303010053";"B569"
"0303010053";"B570"
"0303010053";"B571"
"0303010053";"B572"
"0303010053";"B573"
"0303010053";"B574"
"0303010053";"B575"
"0303010053";"B580"
"0303010053";"B581"
"0303010053";"B582"
"0303010053";"B583"
"0303010053";"B588"
"0303010053";"B589"
"0303010053";"B59 "
"0303010053";"B600"
"0303010053";"B601"
"0303010053";"B602"
"0303010053";"B608"
"0303010053";"B64 "
"0303010061";"A000"
"0303010061";"A001"
"0303010061";"A009"
"0303010061";"A010"
"0303010061";"A011"
"0303010061";"A012"
"0303010061";"A013"
"0303010061";"A014"
"0303010061";"A020"
"0303010061";"A021"
"0303010061";"A022"
"0303010061";"A028"
"0303010061";"A029"
"0303010061";"A030"
"0303010061";"A031"
"0303010061";"A032"
"0303010061";"A033"
"0303010061";"A038"
"0303010061";"A039"
"0303010061";"A040"
"0303010061";"A041"
"0303010061";"A042"
"0303010061";"A043"
"0303010061";"A044"
"0303010061";"A045"
"0303010061";"A046"
"0303010061";"A047"
"0303010061";"A048"
"0303010061";"A049"
"0303010061";"A050"
"0303010061";"A051"
"0303010061";"A052"
"0303010061";"A053"
"0303010061";"A054"
"0303010061";"A058"
"0303010061";"A059"
"0303010061";"A060"
"0303010061";"A061"
"0303010061";"A062"
"0303010061";"A063"
"0303010061";"A064"
"0303010061";"A065"
"0303010061";"A066"
"0303010061";"A067"
"0303010061";"A068"
"0303010061";"A069"
"0303010061";"A070"
"0303010061";"A071"
"0303010061";"A072"
"0303010061";"A073"
"0303010061";"A078"
"0303010061";"A079"
"0303010061";"A080"
"0303010061";"A081"
"0303010061";"A082"
"0303010061";"A083"
"0303010061";"A084"
"0303010061";"A085"
"0303010061";"A09 "
"0303010070";"A920"
"0303010070";"A921"
"0303010070";"A922"
"0303010070";"A923"
"0303010070";"A924"
"0303010070";"A928"
