"co_procedimento";"co_cid"
"0408030070";"M483"
"0408030070";"M484"
"0408030070";"M485"
"0408030070";"M488"
"0408030070";"M489"
"0408030070";"M490"
"0408030070";"M491"
"0408030070";"M492"
"0408030070";"M493"
"0408030070";"M495"
"0408030070";"M498"
"0408030070";"M500"
"0408030070";"M501"
"0408030070";"M502"
"0408030070";"M503"
"0408030070";"M508"
"0408030070";"M509"
"0408030070";"M510"
"0408030070";"M511"
"0408030070";"M512"
"0408030070";"M513"
"0408030070";"M518"
"0408030070";"M519"
"0408030070";"M531"
"0408030070";"M532"
"0408030070";"M538"
"0408030070";"M539"
"0408030070";"M800"
"0408030070";"M801"
"0408030070";"M802"
"0408030070";"M803"
"0408030070";"M804"
"0408030070";"M805"
"0408030070";"M808"
"0408030070";"M809"
"0408030070";"M840"
"0408030070";"M841"
"0408030070";"M842"
"0408030070";"M843"
"0408030070";"M844"
"0408030070";"M848"
"0408030070";"M849"
"0408030070";"M850"
"0408030070";"M854"
"0408030070";"M855"
"0408030070";"M856"
"0408030070";"M863"
"0408030070";"M864"
"0408030070";"M865"
"0408030070";"M866"
"0408030070";"M868"
"0408030070";"M869"
"0408030070";"M870"
"0408030070";"M871"
"0408030070";"M872"
"0408030070";"M873"
"0408030070";"M878"
"0408030070";"M879"
"0408030070";"M891"
"0408030070";"M895"
"0408030070";"M900"
"0408030070";"M903"
"0408030070";"M904"
"0408030070";"M960"
"0408030070";"M961"
"0408030070";"M962"
"0408030070";"M963"
"0408030070";"M964"
"0408030070";"M965"
"0408030070";"M966"
"0408030070";"M968"
"0408030070";"M969"
"0408030070";"M990"
"0408030070";"M991"
"0408030070";"M992"
"0408030070";"M993"
"0408030070";"M994"
"0408030070";"M995"
"0408030070";"M996"
"0408030070";"M997"
"0408030070";"M998"
"0408030070";"M999"
"0408030070";"Q675"
"0408030070";"Q762"
"0408030070";"Q763"
"0408030070";"Q764"
"0408030070";"Q774"
"0408030070";"Q777"
"0408030070";"Q778"
"0408030070";"Q779"
"0408030070";"Q780"
"0408030070";"Q781"
"0408030070";"Q788"
"0408030070";"Q789"
"0408030070";"Q850"
"0408030070";"Q874"
"0408030070";"S122"
"0408030070";"S130"
"0408030070";"S131"
"0408030070";"S132"
"0408030070";"T840"
"0408030070";"T841"
"0408030070";"T842"
"0408030070";"T843"
"0408030070";"T844"
"0408030070";"T845"
"0408030070";"T846"
"0408030070";"T847"
"0408030070";"T848"
"0408030070";"T849"
"0408030070";"T911"
"0408030070";"T918"
"0408030070";"T919"
"0408030089";"B902"
"0408030089";"B91 "
"0408030089";"C410"
"0408030089";"C412"
"0408030089";"C795"
"0408030089";"D164"
"0408030089";"D166"
"0408030089";"D480"
"0408030089";"G600"
"0408030089";"G800"
"0408030089";"G801"
"0408030089";"G802"
"0408030089";"G808"
"0408030089";"G810"
"0408030089";"G811"
"0408030089";"G819"
"0408030089";"G820"
"0408030089";"G821"
"0408030089";"G822"
"0408030089";"G823"
"0408030089";"G824"
"0408030089";"G825"
"0408030089";"G952"
"0408030089";"G958"
"0408030089";"M053"
"0408030089";"M058"
"0408030089";"M059"
"0408030089";"M060"
"0408030089";"M061"
"0408030089";"M064"
"0408030089";"M068"
"0408030089";"M069"
"0408030089";"M072"
"0408030089";"M080"
"0408030089";"M081"
"0408030089";"M082"
"0408030089";"M083"
"0408030089";"M146"
"0408030089";"M401"
"0408030089";"M402"
"0408030089";"M431"
"0408030089";"M433"
"0408030089";"M434"
"0408030089";"M436"
"0408030089";"M45 "
"0408030089";"M465"
"0408030089";"M468"
"0408030089";"M469"
"0408030089";"M471"
"0408030089";"M472"
"0408030089";"M480"
"0408030089";"M483"
"0408030089";"M484"
"0408030089";"M490"
"0408030089";"M491"
"0408030089";"M492"
"0408030089";"M493"
"0408030089";"M494"
"0408030089";"M532"
"0408030089";"M800"
"0408030089";"M801"
"0408030089";"M802"
"0408030089";"M803"
"0408030089";"M804"
"0408030089";"M805"
"0408030089";"M808"
"0408030089";"M809"
"0408030089";"M850"
"0408030089";"M851"
"0408030089";"M853"
"0408030089";"M854"
"0408030089";"M855"
"0408030089";"M856"
"0408030089";"M860"
"0408030089";"M861"
"0408030089";"M862"
"0408030089";"M863"
"0408030089";"M864"
"0408030089";"M865"
"0408030089";"M866"
"0408030089";"M868"
"0408030089";"M872"
"0408030089";"M878"
"0408030089";"M888"
"0408030089";"M895"
"0408030089";"M960"
"0408030089";"M961"
"0408030089";"M962"
"0408030089";"M963"
"0408030089";"M964"
"0408030089";"M966"
"0408030089";"M991"
"0408030089";"M992"
"0408030089";"M993"
"0408030089";"M994"
"0408030089";"Q061"
"0408030089";"Q069"
"0408030089";"Q761"
"0408030089";"Q762"
"0408030089";"Q763"
"0408030089";"Q764"
"0408030089";"Q770"
"0408030089";"Q771"
"0408030089";"Q772"
"0408030089";"Q773"
"0408030089";"Q774"
"0408030089";"Q775"
"0408030089";"Q776"
"0408030089";"Q777"
"0408030089";"Q778"
"0408030089";"Q779"
"0408030089";"Q780"
"0408030089";"Q781"
"0408030089";"Q782"
"0408030089";"Q789"
"0408030089";"Q874"
"0408030089";"S120"
"0408030089";"S121"
"0408030089";"S122"
"0408030089";"S131"
"0408030089";"S134"
"0408030089";"T843"
"0408030089";"T844"
"0408030089";"T846"
"0408030089";"T847"
"0408030089";"T848"
"0408030089";"T849"
"0408030089";"T911"
"0408030089";"T913"
"0408030089";"T918"
"0408030089";"T919"
"0408030097";"B902"
"0408030097";"B91 "
"0408030097";"C795"
"0408030097";"G600"
"0408030097";"G808"
"0408030097";"G810"
"0408030097";"G811"
"0408030097";"G819"
"0408030097";"G820"
"0408030097";"G821"
"0408030097";"G822"
"0408030097";"G823"
"0408030097";"G824"
"0408030097";"G825"
"0408030097";"M413"
"0408030097";"M414"
"0408030097";"M415"
"0408030097";"M45 "
"0408030097";"M462"
"0408030097";"M465"
"0408030097";"M468"
"0408030097";"M470"
"0408030097";"M490"
"0408030097";"M510"
"0408030097";"M511"
"0408030097";"M512"
"0408030097";"M513"
"0408030097";"M518"
"0408030097";"M960"
"0408030097";"M961"
"0408030097";"M962"
"0408030097";"M963"
"0408030097";"M964"
"0408030097";"M965"
"0408030097";"Q068"
"0408030097";"Q069"
"0408030097";"S221"
"0408030097";"S327"
"0408030097";"T327"
"0408030097";"T911"
"0408030097";"T913"
"0408030100";"B902"
"0408030100";"B91 "
"0408030100";"C795"
"0408030100";"G600"
"0408030100";"G802"
"0408030100";"G808"
"0408030100";"G810"
"0408030100";"G811"
"0408030100";"G819"
"0408030100";"G820"
"0408030100";"G821"
"0408030100";"G822"
"0408030100";"G823"
"0408030100";"G824"
"0408030100";"G825"
"0408030100";"M413"
"0408030100";"M414"
"0408030100";"M415"
"0408030100";"M45 "
"0408030100";"M462"
"0408030100";"M465"
"0408030100";"M468"
"0408030100";"M470"
"0408030100";"M490"
"0408030100";"M510"
"0408030100";"M511"
"0408030100";"M512"
"0408030100";"M513"
"0408030100";"M518"
"0408030100";"M960"
"0408030100";"M961"
"0408030100";"M962"
"0408030100";"M963"
"0408030100";"M964"
"0408030100";"M965"
"0408030100";"Q068"
"0408030100";"Q069"
"0408030100";"S221"
"0408030100";"S327"
"0408030100";"T911"
"0408030100";"T913"
"0408030119";"B902"
"0408030119";"C412"
"0408030119";"C795"
"0408030119";"D166"
"0408030119";"D480"
"0408030119";"M053"
"0408030119";"M058"
"0408030119";"M059"
"0408030119";"M060"
"0408030119";"M061"
"0408030119";"M068"
"0408030119";"M069"
"0408030119";"M072"
"0408030119";"M081"
"0408030119";"M401"
"0408030119";"M402"
"0408030119";"M415"
"0408030119";"M418"
"0408030119";"M419"
"0408030119";"M420"
"0408030119";"M421"
"0408030119";"M429"
"0408030119";"M431"
"0408030119";"M435"
"0408030119";"M438"
"0408030119";"M439"
"0408030119";"M45 "
"0408030119";"M462"
"0408030119";"M463"
"0408030119";"M464"
"0408030119";"M465"
"0408030119";"M468"
"0408030119";"M469"
"0408030119";"M470"
"0408030119";"M471"
"0408030119";"M472"
"0408030119";"M478"
"0408030119";"M479"
"0408030119";"M480"
"0408030119";"M481"
"0408030119";"M483"
"0408030119";"M484"
"0408030119";"M485"
"0408030119";"M488"
"0408030119";"M489"
"0408030119";"M490"
"0408030119";"M491"
"0408030119";"M492"
"0408030119";"M493"
"0408030119";"M495"
"0408030119";"M498"
"0408030119";"M500"
"0408030119";"M501"
"0408030119";"M502"
"0408030119";"M503"
"0408030119";"M508"
"0408030119";"M509"
"0408030119";"M510"
"0408030119";"M511"
"0408030119";"M512"
"0408030119";"M513"
"0408030119";"M518"
"0408030119";"M519"
"0408030119";"M531"
"0408030119";"M532"
"0408030119";"M533"
"0408030119";"M538"
"0408030119";"M539"
"0408030119";"M800"
"0408030119";"M801"
"0408030119";"M802"
"0408030119";"M803"
"0408030119";"M804"
"0408030119";"M805"
"0408030119";"M808"
"0408030119";"M809"
"0408030119";"M840"
"0408030119";"M841"
"0408030119";"M842"
"0408030119";"M843"
"0408030119";"M844"
"0408030119";"M848"
"0408030119";"M849"
"0408030119";"M854"
"0408030119";"M855"
"0408030119";"M856"
"0408030119";"M863"
"0408030119";"M864"
"0408030119";"M865"
"0408030119";"M866"
"0408030119";"M868"
"0408030119";"M869"
"0408030119";"M870"
"0408030119";"M871"
"0408030119";"M872"
"0408030119";"M873"
"0408030119";"M878"
"0408030119";"M879"
"0408030119";"M880"
"0408030119";"M888"
"0408030119";"M889"
"0408030119";"M891"
"0408030119";"M895"
"0408030119";"M900"
"0408030119";"M903"
"0408030119";"M904"
"0408030119";"M960"
"0408030119";"M961"
"0408030119";"M962"
"0408030119";"M963"
"0408030119";"M964"
"0408030119";"M965"
"0408030119";"M966"
"0408030119";"M968"
"0408030119";"M969"
"0408030119";"M990"
"0408030119";"M991"
"0408030119";"M992"
"0408030119";"M993"
"0408030119";"M994"
"0408030119";"M995"
"0408030119";"M996"
"0408030119";"M997"
"0408030119";"M998"
"0408030119";"M999"
"0408030119";"Q675"
"0408030119";"Q762"
"0408030119";"Q763"
"0408030119";"Q764"
"0408030119";"Q774"
"0408030119";"Q777"
"0408030119";"Q778"
"0408030119";"Q779"
"0408030119";"Q780"
"0408030119";"Q781"
"0408030119";"Q788"
"0408030119";"Q789"
"0408030119";"Q850"
"0408030119";"Q874"
"0408030119";"S122"
"0408030119";"S130"
"0408030119";"S131"
"0408030119";"S132"
"0408030119";"T840"
"0408030119";"T841"
"0408030119";"T842"
"0408030119";"T843"
"0408030119";"T844"
"0408030119";"T845"
"0408030119";"T846"
"0408030119";"T847"
"0408030119";"T848"
"0408030119";"T849"
"0408030119";"T911"
"0408030119";"T918"
"0408030119";"T919"
"0408030127";"B902"
"0408030127";"B91 "
"0408030127";"C410"
"0408030127";"C412"
"0408030127";"C795"
"0408030127";"D164"
"0408030127";"D166"
"0408030127";"D480"
"0408030127";"G600"
"0408030127";"G800"
"0408030127";"G801"
"0408030127";"G802"
"0408030127";"G808"
"0408030127";"G810"
"0408030127";"G811"
"0408030127";"G819"
"0408030127";"G820"
"0408030127";"G821"
"0408030127";"G822"
"0408030127";"G823"
"0408030127";"G824"
"0408030127";"G825"
"0408030127";"G952"
"0408030127";"G958"
"0408030127";"M053"
"0408030127";"M058"
"0408030127";"M059"
"0408030127";"M060"
"0408030127";"M061"
"0408030127";"M064"
"0408030127";"M068"
"0408030127";"M069"
"0408030127";"M072"
"0408030127";"M080"
"0408030127";"M081"
"0408030127";"M082"
"0408030127";"M083"
"0408030127";"M146"
"0408030127";"M401"
"0408030127";"M402"
"0408030127";"M431"
"0408030127";"M433"
"0408030127";"M434"
"0408030127";"M436"
"0408030127";"M45 "
"0408030127";"M465"
"0408030127";"M468"
"0408030127";"M469"
"0408030127";"M471"
"0408030127";"M472"
"0408030127";"M480"
"0408030127";"M483"
"0408030127";"M484"
"0408030127";"M490"
"0408030127";"M491"
"0408030127";"M492"
"0408030127";"M493"
"0408030127";"M494"
"0408030127";"M532"
"0408030127";"M800"
"0408030127";"M801"
"0408030127";"M802"
"0408030127";"M803"
"0408030127";"M804"
"0408030127";"M805"
"0408030127";"M808"
"0408030127";"M809"
"0408030127";"M850"
"0408030127";"M851"
"0408030127";"M853"
"0408030127";"M854"
"0408030127";"M855"
"0408030127";"M856"
"0408030127";"M860"
"0408030127";"M861"
"0408030127";"M862"
"0408030127";"M863"
"0408030127";"M864"
"0408030127";"M865"
"0408030127";"M866"
"0408030127";"M868"
"0408030127";"M872"
"0408030127";"M878"
"0408030127";"M888"
"0408030127";"M895"
"0408030127";"M960"
"0408030127";"M961"
"0408030127";"M962"
"0408030127";"M963"
"0408030127";"M964"
"0408030127";"M966"
"0408030127";"M991"
"0408030127";"M992"
"0408030127";"M993"
"0408030127";"M994"
"0408030127";"Q061"
"0408030127";"Q069"
"0408030127";"Q761"
"0408030127";"Q762"
"0408030127";"Q763"
"0408030127";"Q764"
"0408030127";"Q770"
"0408030127";"Q771"
"0408030127";"Q772"
"0408030127";"Q773"
"0408030127";"Q774"
"0408030127";"Q775"
"0408030127";"Q776"
"0408030127";"Q777"
"0408030127";"Q778"
"0408030127";"Q779"
"0408030127";"Q780"
"0408030127";"Q781"
"0408030127";"Q782"
"0408030127";"Q789"
"0408030127";"Q874"
"0408030127";"S120"
"0408030127";"S121"
"0408030127";"S122"
"0408030127";"S131"
"0408030127";"S134"
"0408030127";"T843"
"0408030127";"T844"
"0408030127";"T846"
"0408030127";"T847"
"0408030127";"T848"
"0408030127";"T849"
"0408030127";"T911"
"0408030127";"T913"
"0408030127";"T918"
"0408030127";"T919"
"0408030135";"G952"
"0408030135";"M053"
"0408030135";"M058"
"0408030135";"M059"
"0408030135";"M060"
"0408030135";"M061"
"0408030135";"M068"
"0408030135";"M069"
"0408030135";"M072"
"0408030135";"M420"
"0408030135";"M421"
"0408030135";"M429"
"0408030135";"M431"
"0408030135";"M45 "
"0408030135";"M464"
"0408030135";"M468"
"0408030135";"M469"
"0408030135";"M471"
"0408030135";"M472"
"0408030135";"M478"
"0408030135";"M479"
"0408030135";"M480"
"0408030135";"M483"
"0408030135";"M510"
"0408030135";"M511"
"0408030135";"M512"
"0408030135";"M513"
"0408030135";"M518"
"0408030135";"M519"
"0408030135";"M532"
"0408030135";"M891"
"0408030135";"M892"
"0408030135";"M960"
"0408030135";"M961"
"0408030135";"M990"
"0408030135";"M991"
"0408030135";"M992"
"0408030135";"M993"
"0408030135";"M994"
"0408030135";"M995"
"0408030135";"M996"
"0408030135";"M997"
"0408030135";"Q062"
"0408030135";"Q068"
"0408030135";"Q069"
"0408030135";"Q675"
"0408030135";"Q760"
"0408030135";"Q762"
"0408030135";"Q763"
"0408030135";"Q764"
"0408030135";"Q777"
"0408030135";"Q778"
"0408030135";"Q779"
"0408030135";"Q874"
"0408030135";"S330"
"0408030135";"S331"
"0408030135";"T840"
"0408030135";"T842"
"0408030135";"T843"
"0408030135";"T844"
"0408030135";"T911"
"0408030135";"T918"
"0408030135";"T919"
"0408030143";"G952"
"0408030143";"M053"
"0408030143";"M058"
"0408030143";"M059"
"0408030143";"M060"
"0408030143";"M061"
"0408030143";"M068"
"0408030143";"M069"
"0408030143";"M072"
"0408030143";"M420"
"0408030143";"M421"
"0408030143";"M429"
"0408030143";"M431"
"0408030143";"M45 "
"0408030143";"M464"
"0408030143";"M468"
"0408030143";"M469"
"0408030143";"M471"
"0408030143";"M472"
"0408030143";"M478"
"0408030143";"M479"
"0408030143";"M480"
"0408030143";"M483"
"0408030143";"M510"
"0408030143";"M511"
"0408030143";"M512"
"0408030143";"M513"
"0408030143";"M518"
"0408030143";"M519"
"0408030143";"M532"
"0408030143";"M891"
"0408030143";"M892"
"0408030143";"M960"
"0408030143";"M961"
"0408030143";"M990"
"0408030143";"M991"
"0408030143";"M992"
"0408030143";"M993"
"0408030143";"M994"
"0408030143";"M995"
"0408030143";"M996"
"0408030143";"M997"
"0408030143";"Q062"
"0408030143";"Q068"
"0408030143";"Q069"
"0408030143";"Q675"
"0408030143";"Q760"
"0408030143";"Q762"
"0408030143";"Q763"
"0408030143";"Q764"
"0408030143";"Q777"
"0408030143";"Q778"
"0408030143";"Q779"
"0408030143";"Q874"
"0408030143";"S330"
"0408030143";"S331"
"0408030143";"T840"
"0408030143";"T842"
"0408030143";"T843"
"0408030143";"T844"
"0408030143";"T911"
"0408030143";"T918"
"0408030143";"T919"
"0408030151";"G952"
"0408030151";"M053"
"0408030151";"M058"
"0408030151";"M059"
"0408030151";"M060"
"0408030151";"M062"
"0408030151";"M068"
"0408030151";"M069"
"0408030151";"M072"
"0408030151";"M420"
"0408030151";"M421"
"0408030151";"M429"
"0408030151";"M431"
"0408030151";"M45 "
"0408030151";"M464"
"0408030151";"M468"
"0408030151";"M469"
"0408030151";"M471"
"0408030151";"M472"
"0408030151";"M478"
"0408030151";"M479"
"0408030151";"M480"
"0408030151";"M483"
"0408030151";"M510"
"0408030151";"M511"
"0408030151";"M512"
"0408030151";"M513"
"0408030151";"M518"
"0408030151";"M519"
"0408030151";"M532"
"0408030151";"M891"
"0408030151";"M892"
"0408030151";"M960"
"0408030151";"M961"
"0408030151";"M990"
"0408030151";"M991"
"0408030151";"M992"
"0408030151";"M993"
"0408030151";"M994"
"0408030151";"M995"
"0408030151";"M996"
"0408030151";"M997"
"0408030151";"Q062"
"0408030151";"Q068"
"0408030151";"Q069"
"0408030151";"Q675"
"0408030151";"Q760"
"0408030151";"Q762"
"0408030151";"Q763"
"0408030151";"Q764"
"0408030151";"Q777"
"0408030151";"Q778"
"0408030151";"Q779"
"0408030151";"Q874"
"0408030151";"S330"
"0408030151";"S331"
"0408030151";"T840"
"0408030151";"T842"
"0408030151";"T843"
"0408030151";"T844"
"0408030151";"T911"
"0408030151";"T918"
"0408030151";"T919"
"0408030160";"G952"
"0408030160";"M058"
"0408030160";"M059"
"0408030160";"M060"
"0408030160";"M061"
"0408030160";"M068"
"0408030160";"M069"
"0408030160";"M072"
"0408030160";"M420"
"0408030160";"M421"
"0408030160";"M429"
"0408030160";"M431"
"0408030160";"M45 "
"0408030160";"M464"
"0408030160";"M468"
"0408030160";"M469"
"0408030160";"M471"
"0408030160";"M472"
"0408030160";"M478"
"0408030160";"M479"
"0408030160";"M480"
"0408030160";"M483"
"0408030160";"M510"
"0408030160";"M511"
"0408030160";"M512"
"0408030160";"M513"
"0408030160";"M518"
"0408030160";"M519"
"0408030160";"M532"
"0408030160";"M891"
"0408030160";"M892"
"0408030160";"M960"
"0408030160";"M961"
"0408030160";"M990"
"0408030160";"M991"
"0408030160";"M992"
"0408030160";"M993"
"0408030160";"M994"
"0408030160";"M995"
"0408030160";"M996"
"0408030160";"M997"
"0408030160";"Q062"
"0408030160";"Q068"
"0408030160";"Q069"
"0408030160";"Q675"
"0408030160";"Q760"
"0408030160";"Q762"
"0408030160";"Q763"
"0408030160";"Q764"
"0408030160";"Q777"
"0408030160";"Q778"
"0408030160";"Q779"
"0408030160";"Q874"
"0408030160";"S330"
"0408030160";"S331"
"0408030160";"T840"
"0408030160";"T842"
"0408030160";"T843"
"0408030160";"T844"
"0408030160";"T911"
"0408030160";"T918"
"0408030160";"T919"
"0408030178";"B902"
"0408030178";"B91 "
"0408030178";"C410"
"0408030178";"C412"
"0408030178";"C795"
"0408030178";"D166"
"0408030178";"D480"
"0408030178";"G800"
"0408030178";"G801"
"0408030178";"G802"
"0408030178";"G808"
"0408030178";"G810"
"0408030178";"G811"
"0408030178";"G819"
"0408030178";"G820"
"0408030178";"G821"
"0408030178";"G822"
"0408030178";"G823"
"0408030178";"G824"
"0408030178";"G825"
"0408030178";"G952"
"0408030178";"G958"
"0408030178";"M053"
"0408030178";"M058"
"0408030178";"M059"
"0408030178";"M060"
"0408030178";"M061"
"0408030178";"M064"
"0408030178";"M068"
"0408030178";"M069"
"0408030178";"M072"
"0408030178";"M080"
"0408030178";"M146"
"0408030178";"M401"
"0408030178";"M402"
"0408030178";"M403"
"0408030178";"M404"
"0408030178";"M405"
"0408030178";"M410"
"0408030178";"M411"
"0408030178";"M412"
"0408030178";"M413"
"0408030178";"M414"
"0408030178";"M415"
"0408030178";"M418"
"0408030178";"M419"
"0408030178";"M433"
"0408030186";"B902"
"0408030186";"B91 "
"0408030186";"C410"
"0408030186";"C412"
"0408030186";"C795"
"0408030186";"D166"
"0408030186";"D480"
"0408030186";"G800"
"0408030186";"G801"
"0408030186";"G802"
"0408030186";"G808"
"0408030186";"G810"
"0408030186";"G811"
"0408030186";"G819"
"0408030186";"G820"
"0408030186";"G821"
"0408030186";"G822"
"0408030186";"G823"
"0408030186";"G824"
"0408030186";"G825"
"0408030186";"G952"
"0408030186";"G958"
"0408030186";"M053"
"0408030186";"M058"
"0408030186";"M059"
"0408030186";"M060"
"0408030186";"M061"
"0408030186";"M064"
"0408030186";"M068"
"0408030186";"M069"
"0408030186";"M072"
"0408030186";"M080"
"0408030186";"M146"
"0408030186";"M401"
"0408030186";"M402"
"0408030186";"M403"
"0408030186";"M404"
"0408030186";"M405"
"0408030186";"M410"
"0408030186";"M411"
"0408030186";"M412"
"0408030186";"M413"
"0408030186";"M414"
"0408030186";"M415"
"0408030186";"M418"
"0408030186";"M419"
"0408030186";"M433"
"0408030194";"B902"
"0408030194";"B91 "
"0408030194";"C795"
"0408030194";"D410"
"0408030194";"D412"
"0408030194";"G801"
"0408030194";"G802"
"0408030194";"G808"
"0408030194";"G810"
"0408030194";"G811"
"0408030194";"G819"
"0408030194";"G820"
"0408030194";"G821"
"0408030194";"G822"
"0408030194";"G823"
"0408030194";"G824"
"0408030194";"G825"
"0408030194";"G952"
"0408030194";"G958"
"0408030194";"M053"
"0408030194";"M058"
"0408030194";"M059"
"0408030194";"M060"
"0408030194";"M061"
"0408030194";"M064"
"0408030194";"M068"
"0408030194";"M069"
"0408030194";"M072"
"0408030194";"M080"
"0408030194";"M146"
"0408030194";"M401"
"0408030194";"M402"
"0408030194";"M403"
"0408030194";"M404"
"0408030194";"M405"
"0408030194";"M410"
"0408030194";"M411"
"0408030194";"M412"
"0408030194";"M413"
"0408030194";"M414"
"0408030194";"M415"
"0408030194";"M418"
"0408030194";"M419"
"0408030194";"M433"
"0408030208";"B902"
"0408030208";"B91 "
"0408030208";"C410"
"0408030208";"C412"
"0408030208";"C795"
"0408030208";"D166"
"0408030208";"D480"
"0408030208";"G800"
"0408030208";"G801"
"0408030208";"G802"
"0408030208";"G808"
"0408030208";"G810"
"0408030208";"G811"
"0408030208";"G819"
"0408030208";"G820"
"0408030208";"G821"
"0408030208";"G822"
"0408030208";"G823"
"0408030208";"G824"
"0408030208";"G825"
"0408030208";"G952"
"0408030208";"G958"
"0408030208";"M053"
"0408030208";"M058"
"0408030208";"M059"
"0408030208";"M060"
"0408030208";"M061"
"0408030208";"M064"
"0408030208";"M068"
"0408030208";"M069"
"0408030208";"M072"
"0408030208";"M080"
"0408030208";"M146"
"0408030208";"M401"
"0408030208";"M402"
"0408030208";"M403"
"0408030208";"M404"
"0408030208";"M405"
"0408030208";"M410"
"0408030208";"M411"
"0408030208";"M412"
"0408030208";"M413"
"0408030208";"M414"
"0408030208";"M415"
"0408030208";"M418"
"0408030208";"M419"
"0408030208";"M433"
"0408030216";"B902"
"0408030216";"B91 "
"0408030216";"C410"
"0408030216";"C412"
"0408030216";"C795"
"0408030216";"D480"
"0408030216";"G800"
"0408030216";"G801"
"0408030216";"G802"
"0408030216";"G808"
"0408030216";"G810"
"0408030216";"G811"
"0408030216";"G819"
"0408030216";"G820"
"0408030216";"G821"
"0408030216";"G822"
"0408030216";"G823"
"0408030216";"G824"
"0408030216";"G825"
"0408030216";"G952"
"0408030216";"G958"
"0408030216";"M053"
"0408030216";"M058"
"0408030216";"M059"
"0408030216";"M060"
"0408030216";"M061"
"0408030216";"M064"
"0408030216";"M068"
"0408030216";"M069"
"0408030216";"M072"
"0408030216";"M080"
"0408030216";"M146"
"0408030216";"M401"
"0408030216";"M402"
"0408030216";"M403"
"0408030216";"M404"
"0408030216";"M405"
"0408030216";"M410"
"0408030216";"M411"
"0408030216";"M412"
"0408030216";"M413"
"0408030216";"M414"
"0408030216";"M415"
"0408030216";"M418"
"0408030216";"M419"
"0408030216";"M433"
"0408030224";"B902"
"0408030224";"B91 "
"0408030224";"C410"
"0408030224";"C412"
"0408030224";"C795"
"0408030224";"D166"
"0408030224";"D410"
"0408030224";"D412"
"0408030224";"D480"
"0408030224";"G800"
"0408030224";"G801"
"0408030224";"G802"
"0408030224";"G808"
"0408030224";"G810"
"0408030224";"G811"
"0408030224";"G819"
"0408030224";"G820"
"0408030224";"G821"
"0408030224";"G822"
"0408030224";"G823"
"0408030224";"G824"
"0408030224";"G825"
"0408030224";"G952"
"0408030224";"G958"
"0408030224";"M053"
"0408030224";"M058"
"0408030224";"M059"
"0408030224";"M060"
"0408030224";"M061"
"0408030224";"M064"
"0408030224";"M068"
"0408030224";"M069"
"0408030224";"M072"
"0408030224";"M080"
"0408030224";"M146"
"0408030224";"M401"
"0408030224";"M402"
"0408030224";"M403"
"0408030224";"M404"
"0408030224";"M405"
"0408030224";"M410"
"0408030224";"M411"
"0408030224";"M412"
"0408030224";"M413"
"0408030224";"M414"
"0408030224";"M415"
"0408030224";"M418"
"0408030224";"M419"
"0408030224";"M433"
"0408030232";"B902"
"0408030232";"C412"
"0408030232";"C795"
"0408030232";"D166"
"0408030232";"G600"
"0408030232";"G802"
"0408030232";"G808"
"0408030232";"G810"
"0408030232";"G811"
"0408030232";"G819"
"0408030232";"G820"
"0408030232";"G821"
"0408030232";"G822"
"0408030232";"G823"
"0408030232";"G824"
"0408030232";"G825"
"0408030232";"M413"
"0408030232";"M414"
"0408030232";"M415"
"0408030232";"M45 "
"0408030232";"M462"
"0408030232";"M465"
"0408030232";"M468"
"0408030232";"M490"
"0408030232";"M510"
"0408030232";"M511"
"0408030232";"M512"
"0408030232";"M513"
"0408030232";"M518"
"0408030232";"M960"
"0408030232";"M961"
"0408030232";"M963"
"0408030232";"M964"
"0408030232";"M965"
"0408030232";"S221"
"0408030232";"S327"
"0408030232";"T840"
"0408030232";"T842"
"0408030232";"T843"
"0408030232";"T844"
"0408030232";"T845"
"0408030232";"T846"
"0408030232";"T847"
"0408030232";"T848"
"0408030232";"T849"
"0408030232";"T911"
"0408030232";"T913"
"0408030232";"T918"
"0408030232";"T919"
"0408030240";"B902"
"0408030240";"C412"
"0408030240";"C795"
"0408030240";"D166"
"0408030240";"G600"
"0408030240";"G802"
"0408030240";"G808"
"0408030240";"G811"
"0408030240";"G819"
"0408030240";"G820"
"0408030240";"G821"
"0408030240";"G822"
"0408030240";"G823"
"0408030240";"G824"
"0408030240";"G825"
"0408030240";"M413"
"0408030240";"M414"
"0408030240";"M415"
"0408030240";"M45 "
"0408030240";"M462"
"0408030240";"M465"
"0408030240";"M468"
"0408030240";"M490"
"0408030240";"M510"
"0408030240";"M511"
"0408030240";"M512"
"0408030240";"M513"
"0408030240";"M518"
"0408030240";"M960"
"0408030240";"M961"
"0408030240";"M963"
"0408030240";"M964"
"0408030240";"M965"
"0408030240";"S221"
"0408030240";"S327"
"0408030240";"T840"
"0408030240";"T842"
"0408030240";"T843"
"0408030240";"T844"
"0408030240";"T845"
"0408030240";"T846"
"0408030240";"T847"
"0408030240";"T848"
"0408030240";"T849"
"0408030240";"T911"
"0408030240";"T913"
"0408030240";"T918"
"0408030240";"T919"
"0408030259";"B902"
"0408030259";"B91 "
"0408030259";"C795"
"0408030259";"G600"
"0408030259";"G802"
"0408030259";"G808"
"0408030259";"G810"
"0408030259";"G811"
"0408030259";"G819"
"0408030259";"G820"
"0408030259";"G821"
"0408030259";"G822"
"0408030259";"G823"
"0408030259";"G824"
"0408030259";"G825"
"0408030259";"M413"
"0408030259";"M414"
